match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Throw-in,opponent Match Throw-in,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Throw-in,opponent 2nd half Throw-in,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Goal Kicks,opponent Match Goal Kicks,1st half Goal Kicks,opponent 1st half Goal Kicks,2nd half Goal Kicks,opponent 2nd half Goal Kicks
laliga-2017-2018-2017-11-19-Espanyol-Valencia,laliga,home,Espanyol,Valencia,19.11.2017,0,2,2017-2018,47%,53%,13.0,9.0,4.0,4.0,7.0,3.0,2.0,2.0,18.0,14.0,3.0,4.0,3.0,1.0,0.0,0.0,2.0,4.0,11.0,17.0,0.0,4.0,0.0,0.0,0.0,0.0,46%,54%,10.0,5.0,3.0,1.0,6.0,2.0,1.0,2.0,11.0,6.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,48%,52%,3.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-11-19-Las Palmas-Levante,laliga,home,Las Palmas,Levante,19.11.2017,0,2,2017-2018,61%,39%,10.0,11.0,5.0,6.0,4.0,3.0,1.0,2.0,22.0,12.0,3.0,5.0,4.0,0.0,0.0,0.0,4.0,5.0,9.0,23.0,1.0,4.0,0.0,0.0,0.0,0.0,56%,44%,4.0,6.0,3.0,2.0,1.0,2.0,0.0,2.0,10.0,6.0,1.0,4.0,2.0,0.0,2.0,3.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,66%,34%,6.0,5.0,2.0,4.0,3.0,1.0,1.0,0.0,12.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-11-19-Malaga-Dep. La Coruna,laliga,home,Malaga,Dep. La Coruna,19.11.2017,3,2,2017-2018,46%,54%,14.0,12.0,5.0,4.0,6.0,4.0,3.0,4.0,19.0,19.0,5.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,16.0,15.0,4.0,5.0,0.0,0.0,0.0,0.0,43%,57%,7.0,8.0,2.0,2.0,4.0,3.0,1.0,3.0,9.0,10.0,1.0,2.0,1.0,4.0,1.0,1.0,9.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,49%,51%,7.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,10.0,9.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-11-20-Eibar-Betis,laliga,home,Eibar,Betis,20.11.2017,5,0,2017-2018,44%,56%,17.0,4.0,7.0,0.0,9.0,2.0,1.0,2.0,10.0,12.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,10.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,34%,66%,6.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,7.0,7.0,1.0,1.0,2.0,2.0,0.0,0.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,54%,46%,11.0,3.0,5.0,0.0,5.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-11-24-Celta Vigo-Leganes,laliga,home,Celta Vigo,Leganes,24.11.2017,1,0,2017-2018,58%,42%,14.0,9.0,7.0,2.0,7.0,5.0,0.0,2.0,21.0,14.0,3.0,4.0,2.0,5.0,0.0,0.0,2.0,6.0,13.0,16.0,2.0,3.0,123.0,103.0,66.0,59.0,64%,36%,7.0,4.0,5.0,2.0,2.0,2.0,0.0,0.0,8.0,6.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,7.0,0.0,1.0,58.0,56.0,35.0,25.0,52%,48%,7.0,5.0,2.0,0.0,5.0,3.0,0.0,2.0,13.0,8.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,8.0,9.0,65.0,47.0,31.0,34.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-11-25-Alaves-Eibar,laliga,home,Alaves,Eibar,25.11.2017,1,2,2017-2018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-11-25-Betis-Girona,laliga,home,Betis,Girona,25.11.2017,2,2,2017-2018,52%,48%,12.0,13.0,6.0,7.0,6.0,6.0,0.0,0.0,19.0,15.0,3.0,5.0,6.0,3.0,0.0,0.0,5.0,4.0,9.0,16.0,2.0,1.0,100.0,106.0,51.0,68.0,52%,48%,8.0,6.0,3.0,3.0,5.0,3.0,0.0,0.0,12.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,10.0,0.0,0.0,43.0,54.0,23.0,30.0,52%,48%,4.0,7.0,3.0,4.0,1.0,3.0,0.0,0.0,7.0,9.0,2.0,3.0,4.0,1.0,0.0,0.0,3.0,1.0,5.0,6.0,57.0,52.0,28.0,38.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-11-25-Levante-Atl. Madrid,laliga,home,Levante,Atl. Madrid,25.11.2017,0,5,2017-2018,45%,55%,17.0,16.0,2.0,11.0,11.0,3.0,4.0,2.0,19.0,11.0,2.0,3.0,0.0,5.0,0.0,0.0,6.0,2.0,11.0,14.0,2.0,1.0,76.0,81.0,52.0,46.0,48%,52%,7.0,8.0,0.0,6.0,4.0,1.0,3.0,1.0,10.0,5.0,2.0,2.0,0.0,1.0,4.0,0.0,5.0,9.0,0.0,0.0,30.0,37.0,25.0,20.0,42%,58%,10.0,8.0,2.0,5.0,7.0,2.0,1.0,1.0,9.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,6.0,5.0,46.0,44.0,27.0,26.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-11-25-Real Madrid-Malaga,laliga,home,Real Madrid,Malaga,25.11.2017,3,2,2017-2018,58%,42%,16.0,9.0,9.0,3.0,6.0,4.0,1.0,2.0,14.0,25.0,6.0,0.0,10.0,3.0,0.0,0.0,1.0,6.0,15.0,13.0,1.0,2.0,99.0,75.0,81.0,51.0,59%,41%,12.0,5.0,6.0,1.0,5.0,3.0,1.0,1.0,8.0,8.0,3.0,0.0,3.0,2.0,0.0,4.0,6.0,7.0,1.0,2.0,53.0,37.0,44.0,29.0,57%,43%,4.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,6.0,17.0,3.0,0.0,7.0,1.0,0.0,0.0,1.0,2.0,9.0,6.0,46.0,38.0,37.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-11-26-Dep. La Coruna-Ath Bilbao,laliga,home,Dep. La Coruna,Ath Bilbao,26.11.2017,2,2,2017-2018,52%,48%,14.0,10.0,4.0,3.0,9.0,6.0,1.0,1.0,16.0,12.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,11.0,14.0,4.0,1.0,86.0,98.0,52.0,47.0,57%,43%,8.0,5.0,2.0,2.0,5.0,3.0,1.0,0.0,11.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,9.0,2.0,0.0,44.0,48.0,26.0,22.0,47%,53%,6.0,5.0,2.0,1.0,4.0,3.0,0.0,1.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,42.0,50.0,26.0,25.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-11-26-Real Sociedad-Las Palmas,laliga,home,Real Sociedad,Las Palmas,26.11.2017,2,2,2017-2018,52%,48%,16.0,8.0,3.0,7.0,11.0,1.0,2.0,0.0,16.0,26.0,11.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,22.0,14.0,4.0,3.0,111.0,75.0,100.0,34.0,51%,49%,7.0,4.0,2.0,4.0,5.0,0.0,0.0,0.0,5.0,9.0,7.0,2.0,2.0,0.0,3.0,1.0,7.0,5.0,0.0,1.0,52.0,39.0,58.0,19.0,53%,47%,9.0,4.0,1.0,3.0,6.0,1.0,2.0,0.0,11.0,17.0,4.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,15.0,9.0,59.0,36.0,42.0,15.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-11-26-Valencia-Barcelona,laliga,home,Valencia,Barcelona,26.11.2017,1,1,2017-2018,31%,69%,8.0,12.0,1.0,8.0,5.0,2.0,2.0,2.0,19.0,15.0,3.0,9.0,3.0,8.0,0.0,0.0,7.0,0.0,12.0,11.0,4.0,0.0,67.0,105.0,39.0,84.0,23%,77%,3.0,7.0,0.0,6.0,1.0,0.0,2.0,1.0,7.0,8.0,2.0,6.0,3.0,3.0,6.0,0.0,5.0,4.0,2.0,0.0,24.0,58.0,16.0,49.0,39%,61%,5.0,5.0,1.0,2.0,4.0,2.0,0.0,1.0,12.0,7.0,1.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,7.0,7.0,43.0,47.0,23.0,35.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-11-26-Villarreal-Sevilla,laliga,home,Villarreal,Sevilla,26.11.2017,2,3,2017-2018,46%,54%,19.0,15.0,4.0,4.0,11.0,3.0,4.0,8.0,21.0,10.0,6.0,6.0,2.0,4.0,0.0,0.0,1.0,2.0,9.0,17.0,4.0,3.0,94.0,113.0,64.0,67.0,53%,47%,10.0,6.0,2.0,1.0,4.0,2.0,4.0,3.0,8.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,6.0,1.0,0.0,55.0,53.0,32.0,28.0,39%,61%,9.0,9.0,2.0,3.0,7.0,1.0,0.0,5.0,13.0,5.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,11.0,39.0,60.0,32.0,39.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-11-27-Espanyol-Getafe,laliga,home,Espanyol,Getafe,27.11.2017,1,0,2017-2018,51%,49%,10.0,7.0,5.0,4.0,5.0,3.0,0.0,0.0,18.0,17.0,6.0,4.0,5.0,0.0,0.0,0.0,4.0,4.0,12.0,18.0,3.0,7.0,126.0,136.0,57.0,48.0,58%,42%,4.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,9.0,8.0,4.0,1.0,1.0,0.0,1.0,1.0,7.0,9.0,1.0,2.0,73.0,67.0,30.0,18.0,44%,56%,6.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,9.0,9.0,2.0,3.0,4.0,0.0,0.0,0.0,3.0,3.0,5.0,9.0,53.0,69.0,27.0,30.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-01-Malaga-Levante,laliga,home,Malaga,Levante,01.12.2017,0,0,2017-2018,62%,38%,18.0,3.0,2.0,3.0,11.0,0.0,5.0,0.0,20.0,17.0,7.0,2.0,5.0,5.0,0.0,0.0,3.0,2.0,12.0,15.0,1.0,3.0,123.0,98.0,87.0,45.0,55%,45%,7.0,2.0,0.0,2.0,5.0,0.0,2.0,0.0,9.0,10.0,4.0,0.0,3.0,2.0,2.0,0.0,7.0,7.0,1.0,1.0,57.0,49.0,42.0,19.0,69%,31%,11.0,1.0,2.0,1.0,6.0,0.0,3.0,0.0,11.0,7.0,3.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,5.0,8.0,66.0,49.0,45.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-02-Ath Bilbao-Real Madrid,laliga,home,Ath Bilbao,Real Madrid,02.12.2017,0,0,2017-2018,35%,65%,11.0,19.0,4.0,4.0,4.0,10.0,3.0,5.0,15.0,21.0,3.0,5.0,1.0,3.0,0.0,0.0,4.0,4.0,20.0,13.0,2.0,5.0,98.0,115.0,47.0,75.0,33%,67%,6.0,9.0,2.0,2.0,1.0,6.0,3.0,1.0,5.0,12.0,1.0,2.0,1.0,1.0,2.0,2.0,11.0,4.0,1.0,1.0,37.0,53.0,25.0,34.0,37%,63%,5.0,10.0,2.0,2.0,3.0,4.0,0.0,4.0,10.0,9.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,9.0,9.0,61.0,62.0,22.0,41.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-02-Atl. Madrid-Real Sociedad,laliga,home,Atl. Madrid,Real Sociedad,02.12.2017,2,1,2017-2018,56%,44%,16.0,10.0,10.0,2.0,5.0,5.0,1.0,3.0,11.0,15.0,5.0,6.0,4.0,1.0,0.0,0.0,1.0,8.0,12.0,10.0,1.0,2.0,101.0,79.0,75.0,40.0,51%,49%,4.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,8.0,1.0,3.0,2.0,0.0,1.0,2.0,7.0,2.0,1.0,0.0,51.0,44.0,35.0,24.0,61%,39%,12.0,6.0,8.0,0.0,4.0,3.0,0.0,3.0,9.0,7.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,6.0,5.0,8.0,50.0,35.0,40.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-02-Barcelona-Celta Vigo,laliga,home,Barcelona,Celta Vigo,02.12.2017,2,2,2017-2018,64%,36%,22.0,10.0,7.0,5.0,8.0,3.0,7.0,2.0,13.0,14.0,4.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,11.0,12.0,3.0,6.0,114.0,73.0,105.0,48.0,63%,37%,9.0,6.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,9.0,3.0,0.0,2.0,1.0,1.0,2.0,7.0,1.0,1.0,0.0,56.0,33.0,59.0,21.0,65%,35%,13.0,4.0,4.0,3.0,5.0,1.0,4.0,0.0,11.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,11.0,58.0,40.0,46.0,27.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-02-Sevilla-Dep. La Coruna,laliga,home,Sevilla,Dep. La Coruna,02.12.2017,2,0,2017-2018,57%,43%,10.0,11.0,6.0,3.0,4.0,6.0,0.0,2.0,18.0,18.0,6.0,7.0,6.0,2.0,0.0,0.0,3.0,4.0,12.0,16.0,1.0,3.0,110.0,86.0,71.0,54.0,65%,35%,6.0,5.0,3.0,1.0,3.0,2.0,0.0,2.0,11.0,11.0,3.0,0.0,5.0,2.0,1.0,2.0,6.0,9.0,1.0,1.0,59.0,40.0,35.0,22.0,49%,51%,4.0,6.0,3.0,2.0,1.0,4.0,0.0,0.0,7.0,7.0,3.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,7.0,51.0,46.0,36.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-03-Eibar-Espanyol,laliga,home,Eibar,Espanyol,03.12.2017,3,1,2017-2018,56%,44%,10.0,6.0,5.0,4.0,4.0,1.0,1.0,1.0,18.0,16.0,3.0,2.0,2.0,3.0,0.0,0.0,3.0,2.0,13.0,16.0,3.0,3.0,150.0,98.0,56.0,45.0,59%,41%,5.0,5.0,3.0,3.0,2.0,1.0,0.0,1.0,8.0,10.0,1.0,2.0,1.0,2.0,3.0,1.0,10.0,6.0,2.0,1.0,75.0,48.0,26.0,24.0,53%,47%,5.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,10.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,10.0,75.0,50.0,30.0,21.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-03-Getafe-Valencia,laliga,home,Getafe,Valencia,03.12.2017,1,0,2017-2018,32%,68%,11.0,13.0,3.0,6.0,3.0,6.0,5.0,1.0,13.0,24.0,5.0,12.0,6.0,2.0,0.0,0.0,6.0,2.0,18.0,11.0,8.0,4.0,93.0,118.0,41.0,83.0,43%,57%,8.0,4.0,1.0,3.0,2.0,1.0,5.0,0.0,7.0,14.0,4.0,2.0,3.0,1.0,3.0,1.0,11.0,6.0,3.0,1.0,49.0,50.0,27.0,29.0,21%,79%,3.0,9.0,2.0,3.0,1.0,5.0,0.0,1.0,6.0,10.0,1.0,10.0,3.0,1.0,0.0,0.0,3.0,1.0,7.0,5.0,44.0,68.0,14.0,54.0,1.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-03-Las Palmas-Betis,laliga,home,Las Palmas,Betis,03.12.2017,1,0,2017-2018,56%,44%,21.0,8.0,7.0,2.0,4.0,5.0,10.0,1.0,24.0,16.0,6.0,4.0,5.0,3.0,0.0,0.0,2.0,6.0,12.0,21.0,1.0,7.0,99.0,86.0,58.0,35.0,56%,44%,9.0,2.0,3.0,1.0,2.0,1.0,4.0,0.0,15.0,8.0,3.0,2.0,1.0,3.0,1.0,2.0,7.0,12.0,1.0,2.0,51.0,41.0,22.0,12.0,56%,44%,12.0,6.0,4.0,1.0,2.0,4.0,6.0,1.0,9.0,8.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,4.0,5.0,9.0,48.0,45.0,36.0,23.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-03-Leganes-Villarreal,laliga,home,Leganes,Villarreal,03.12.2017,3,1,2017-2018,38%,62%,12.0,12.0,5.0,4.0,4.0,6.0,3.0,2.0,21.0,15.0,5.0,6.0,4.0,4.0,0.0,0.0,3.0,2.0,11.0,17.0,2.0,4.0,91.0,102.0,61.0,59.0,42%,58%,6.0,7.0,1.0,1.0,3.0,5.0,2.0,1.0,11.0,7.0,1.0,3.0,1.0,3.0,1.0,1.0,6.0,8.0,1.0,3.0,52.0,58.0,25.0,30.0,34%,66%,6.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,10.0,8.0,4.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,5.0,9.0,39.0,44.0,36.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-04-Girona-Alaves,laliga,home,Girona,Alaves,04.12.2017,2,3,2017-2018,56%,44%,11.0,9.0,3.0,4.0,5.0,1.0,3.0,4.0,16.0,8.0,6.0,5.0,1.0,3.0,0.0,0.0,1.0,1.0,8.0,13.0,1.0,2.0,124.0,115.0,80.0,62.0,58%,42%,7.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,1.0,66.0,58.0,37.0,27.0,54%,46%,4.0,8.0,2.0,4.0,0.0,1.0,2.0,3.0,8.0,5.0,5.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,5.0,5.0,58.0,57.0,43.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-08-Alaves-Las Palmas,laliga,home,Alaves,Las Palmas,08.12.2017,2,0,2017-2018,34%,66%,22.0,6.0,9.0,1.0,12.0,3.0,1.0,2.0,14.0,25.0,8.0,3.0,2.0,2.0,0.0,0.0,1.0,7.0,23.0,12.0,2.0,0.0,88.0,85.0,69.0,38.0,35%,65%,12.0,4.0,4.0,1.0,7.0,2.0,1.0,1.0,9.0,4.0,6.0,2.0,0.0,0.0,1.0,3.0,4.0,9.0,0.0,0.0,43.0,33.0,41.0,13.0,33%,67%,10.0,2.0,5.0,0.0,5.0,1.0,0.0,1.0,5.0,21.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,19.0,3.0,45.0,52.0,28.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-09-Dep. La Coruna-Leganes,laliga,home,Dep. La Coruna,Leganes,09.12.2017,1,0,2017-2018,59%,41%,15.0,3.0,4.0,0.0,8.0,2.0,3.0,1.0,24.0,21.0,6.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,16.0,21.0,4.0,4.0,135.0,95.0,73.0,30.0,61%,39%,7.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,7.0,10.0,2.0,1.0,2.0,0.0,0.0,2.0,7.0,7.0,1.0,1.0,67.0,54.0,34.0,10.0,57%,43%,8.0,1.0,1.0,0.0,5.0,0.0,2.0,1.0,17.0,11.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,9.0,14.0,68.0,41.0,39.0,20.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-09-Getafe-Eibar,laliga,home,Getafe,Eibar,09.12.2017,0,0,2017-2018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-09-Real Madrid-Sevilla,laliga,home,Real Madrid,Sevilla,09.12.2017,5,0,2017-2018,60%,40%,20.0,11.0,8.0,3.0,8.0,5.0,4.0,3.0,13.0,14.0,9.0,3.0,2.0,3.0,0.0,0.0,3.0,3.0,12.0,11.0,0.0,2.0,86.0,82.0,69.0,45.0,46%,54%,14.0,6.0,8.0,0.0,4.0,3.0,2.0,3.0,6.0,9.0,5.0,2.0,2.0,2.0,0.0,3.0,7.0,5.0,0.0,2.0,40.0,50.0,35.0,30.0,74%,26%,6.0,5.0,0.0,3.0,4.0,2.0,2.0,0.0,7.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,6.0,46.0,32.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-12-09-Valencia-Celta Vigo,laliga,home,Valencia,Celta Vigo,09.12.2017,2,1,2017-2018,39%,61%,13.0,13.0,7.0,5.0,2.0,5.0,4.0,3.0,11.0,18.0,10.0,2.0,1.0,0.0,0.0,0.0,4.0,5.0,16.0,12.0,2.0,5.0,103.0,138.0,81.0,60.0,39%,61%,10.0,8.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,9.0,7.0,1.0,1.0,0.0,3.0,3.0,7.0,1.0,0.0,0.0,45.0,76.0,46.0,33.0,39%,61%,3.0,5.0,3.0,2.0,0.0,2.0,0.0,1.0,10.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,11.0,58.0,62.0,35.0,27.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
