match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Throw-in,opponent Match Throw-in,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Throw-in,opponent 2nd half Throw-in,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Goal Kicks,opponent Match Goal Kicks,1st half Goal Kicks,opponent 1st half Goal Kicks,2nd half Goal Kicks,opponent 2nd half Goal Kicks
laliga-2017-2018-2018-03-31-Ath Bilbao-Celta Vigo,laliga,home,Ath Bilbao,Celta Vigo,31.03.2018,1,1,2017-2018,45%,55%,11.0,13.0,2.0,3.0,7.0,3.0,2.0,7.0,10.0,15.0,4.0,5.0,5.0,3.0,0.0,0.0,2.0,1.0,10.0,10.0,3.0,1.0,106.0,109.0,65.0,58.0,45%,55%,8.0,4.0,1.0,1.0,6.0,2.0,1.0,1.0,4.0,10.0,2.0,2.0,4.0,0.0,1.0,1.0,6.0,4.0,2.0,1.0,62.0,54.0,32.0,25.0,45%,55%,3.0,9.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,5.0,2.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,6.0,44.0,55.0,33.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-03-31-Girona-Levante,laliga,home,Girona,Levante,31.03.2018,1,1,2017-2018,48%,52%,12.0,15.0,5.0,6.0,6.0,5.0,1.0,4.0,14.0,12.0,5.0,7.0,0.0,2.0,0.0,0.0,5.0,4.0,13.0,12.0,1.0,3.0,73.0,69.0,54.0,70.0,49%,51%,7.0,8.0,2.0,4.0,4.0,1.0,1.0,3.0,7.0,7.0,4.0,5.0,0.0,0.0,4.0,2.0,8.0,7.0,0.0,2.0,37.0,37.0,29.0,40.0,47%,53%,5.0,7.0,3.0,2.0,2.0,4.0,0.0,1.0,7.0,5.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,5.0,5.0,36.0,32.0,25.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-03-31-Las Palmas-Real Madrid,laliga,home,Las Palmas,Real Madrid,31.03.2018,0,3,2017-2018,51%,49%,17.0,17.0,3.0,7.0,10.0,6.0,4.0,4.0,21.0,9.0,3.0,4.0,0.0,4.0,0.0,0.0,4.0,3.0,11.0,17.0,3.0,0.0,107.0,80.0,74.0,61.0,44%,56%,4.0,8.0,1.0,4.0,3.0,2.0,0.0,2.0,8.0,7.0,0.0,1.0,0.0,3.0,2.0,1.0,8.0,5.0,2.0,0.0,52.0,47.0,27.0,32.0,58%,42%,13.0,9.0,2.0,3.0,7.0,4.0,4.0,2.0,13.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,12.0,55.0,33.0,47.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-03-31-Sevilla-Barcelona,laliga,home,Sevilla,Barcelona,31.03.2018,2,2,2017-2018,40%,60%,21.0,20.0,6.0,9.0,10.0,6.0,5.0,5.0,10.0,15.0,5.0,9.0,4.0,3.0,0.0,0.0,7.0,4.0,11.0,7.0,2.0,0.0,90.0,86.0,52.0,87.0,42%,58%,8.0,10.0,2.0,4.0,4.0,4.0,2.0,2.0,6.0,9.0,4.0,5.0,3.0,0.0,4.0,1.0,6.0,6.0,2.0,0.0,47.0,42.0,26.0,36.0,38%,62%,13.0,10.0,4.0,5.0,6.0,2.0,3.0,3.0,4.0,6.0,1.0,4.0,1.0,3.0,0.0,0.0,3.0,3.0,5.0,1.0,43.0,44.0,26.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-01-Atl. Madrid-Dep. La Coruna,laliga,home,Atl. Madrid,Dep. La Coruna,01.04.2018,1,0,2017-2018,52%,48%,15.0,10.0,3.0,2.0,6.0,6.0,6.0,2.0,14.0,14.0,9.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,15.0,2.0,3.0,100.0,82.0,83.0,66.0,59%,41%,7.0,7.0,2.0,2.0,2.0,4.0,3.0,1.0,8.0,8.0,6.0,4.0,0.0,0.0,2.0,1.0,8.0,9.0,1.0,2.0,49.0,41.0,44.0,34.0,45%,55%,8.0,3.0,1.0,0.0,4.0,2.0,3.0,1.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,51.0,41.0,39.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-01-Eibar-Real Sociedad,laliga,home,Eibar,Real Sociedad,01.04.2018,0,0,2017-2018,51%,49%,15.0,7.0,3.0,0.0,9.0,5.0,3.0,2.0,13.0,16.0,8.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,14.0,10.0,4.0,2.0,149.0,94.0,87.0,32.0,57%,43%,8.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,6.0,5.0,6.0,0.0,0.0,2.0,0.0,2.0,4.0,5.0,1.0,0.0,78.0,45.0,46.0,12.0,45%,55%,7.0,6.0,1.0,0.0,5.0,4.0,1.0,2.0,7.0,11.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,10.0,5.0,71.0,49.0,41.0,20.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-01-Espanyol-Alaves,laliga,home,Espanyol,Alaves,01.04.2018,0,0,2017-2018,57%,43%,12.0,13.0,3.0,4.0,4.0,4.0,5.0,5.0,15.0,18.0,6.0,5.0,0.0,3.0,0.0,0.0,4.0,3.0,18.0,12.0,3.0,2.0,93.0,88.0,57.0,54.0,57%,43%,2.0,5.0,1.0,2.0,0.0,2.0,1.0,1.0,6.0,9.0,3.0,2.0,0.0,0.0,2.0,1.0,9.0,6.0,1.0,0.0,32.0,38.0,21.0,25.0,57%,43%,10.0,8.0,2.0,2.0,4.0,2.0,4.0,4.0,9.0,9.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,9.0,6.0,61.0,50.0,36.0,29.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-01-Leganes-Valencia,laliga,home,Leganes,Valencia,01.04.2018,0,1,2017-2018,49%,51%,8.0,3.0,1.0,1.0,3.0,0.0,4.0,2.0,20.0,16.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,14.0,17.0,3.0,4.0,106.0,97.0,81.0,46.0,49%,51%,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,9.0,11.0,3.0,0.0,1.0,2.0,0.0,1.0,10.0,7.0,1.0,1.0,57.0,49.0,37.0,20.0,49%,51%,4.0,3.0,0.0,1.0,1.0,0.0,3.0,2.0,11.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,49.0,48.0,44.0,26.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-01-Malaga-Villarreal,laliga,home,Malaga,Villarreal,01.04.2018,1,0,2017-2018,42%,58%,13.0,11.0,3.0,1.0,4.0,6.0,6.0,4.0,15.0,22.0,3.0,6.0,5.0,3.0,0.0,0.0,1.0,2.0,17.0,13.0,2.0,3.0,96.0,113.0,55.0,75.0,43%,57%,7.0,5.0,2.0,0.0,2.0,4.0,3.0,1.0,7.0,8.0,0.0,4.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,2.0,44.0,51.0,22.0,29.0,41%,59%,6.0,6.0,1.0,1.0,2.0,2.0,3.0,3.0,8.0,14.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,10.0,6.0,52.0,62.0,33.0,46.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-02-Getafe-Betis,laliga,home,Getafe,Betis,02.04.2018,0,1,2017-2018,33%,67%,8.0,7.0,4.0,4.0,4.0,2.0,0.0,1.0,11.0,25.0,4.0,0.0,4.0,3.0,0.0,0.0,3.0,4.0,21.0,9.0,4.0,2.0,69.0,69.0,44.0,37.0,27%,73%,4.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,6.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0,5.0,4.0,0.0,26.0,37.0,17.0,19.0,39%,61%,4.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0,12.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,9.0,4.0,43.0,32.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-06-Dep. La Coruna-Malaga,laliga,home,Dep. La Coruna,Malaga,06.04.2018,3,2,2017-2018,47%,53%,14.0,11.0,6.0,4.0,4.0,4.0,4.0,3.0,14.0,18.0,7.0,6.0,2.0,1.0,0.0,0.0,2.0,3.0,16.0,14.0,4.0,3.0,94.0,106.0,70.0,68.0,37%,63%,2.0,8.0,1.0,3.0,0.0,2.0,1.0,3.0,7.0,7.0,6.0,5.0,1.0,1.0,2.0,0.0,7.0,7.0,1.0,2.0,32.0,51.0,28.0,46.0,57%,43%,12.0,3.0,5.0,1.0,4.0,2.0,3.0,0.0,7.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,62.0,55.0,42.0,22.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-07-Alaves-Getafe,laliga,home,Alaves,Getafe,07.04.2018,2,0,2017-2018,48%,52%,11.0,5.0,2.0,1.0,7.0,2.0,2.0,2.0,25.0,17.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,17.0,22.0,2.0,3.0,99.0,112.0,54.0,48.0,53%,47%,4.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,13.0,10.0,1.0,3.0,0.0,3.0,0.0,0.0,10.0,10.0,1.0,1.0,52.0,59.0,28.0,28.0,43%,57%,7.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,12.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,12.0,47.0,53.0,26.0,20.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-07-Barcelona-Leganes,laliga,home,Barcelona,Leganes,07.04.2018,3,1,2017-2018,69%,31%,12.0,11.0,6.0,1.0,4.0,6.0,2.0,4.0,16.0,17.0,5.0,3.0,3.0,4.0,0.0,0.0,0.0,3.0,14.0,12.0,2.0,4.0,105.0,78.0,65.0,35.0,70%,30%,8.0,5.0,4.0,0.0,2.0,2.0,2.0,3.0,7.0,6.0,2.0,2.0,1.0,4.0,0.0,2.0,5.0,3.0,0.0,0.0,50.0,32.0,33.0,16.0,68%,32%,4.0,6.0,2.0,1.0,2.0,4.0,0.0,1.0,9.0,11.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,55.0,46.0,32.0,19.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-07-Betis-Eibar,laliga,home,Betis,Eibar,07.04.2018,2,0,2017-2018,47%,53%,13.0,5.0,4.0,2.0,4.0,2.0,5.0,1.0,13.0,12.0,7.0,8.0,2.0,2.0,0.0,0.0,2.0,2.0,10.0,11.0,2.0,2.0,79.0,121.0,47.0,79.0,47%,53%,8.0,2.0,1.0,1.0,2.0,1.0,5.0,0.0,5.0,2.0,6.0,4.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,30.0,60.0,30.0,40.0,47%,53%,5.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,8.0,10.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,8.0,7.0,49.0,61.0,17.0,39.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-07-Celta Vigo-Sevilla,laliga,home,Celta Vigo,Sevilla,07.04.2018,4,0,2017-2018,47%,53%,12.0,16.0,6.0,6.0,3.0,9.0,3.0,1.0,13.0,9.0,3.0,10.0,1.0,1.0,0.0,0.0,6.0,2.0,8.0,12.0,1.0,2.0,108.0,87.0,61.0,75.0,47%,53%,5.0,9.0,1.0,4.0,2.0,4.0,2.0,1.0,5.0,4.0,2.0,4.0,1.0,0.0,4.0,0.0,3.0,5.0,1.0,1.0,55.0,45.0,35.0,33.0,47%,53%,7.0,7.0,5.0,2.0,1.0,5.0,1.0,0.0,8.0,5.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,7.0,53.0,42.0,26.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-08-Levante-Las Palmas,laliga,home,Levante,Las Palmas,08.04.2018,2,1,2017-2018,41%,59%,11.0,17.0,4.0,5.0,4.0,9.0,3.0,3.0,12.0,21.0,4.0,5.0,2.0,2.0,0.0,0.0,4.0,2.0,19.0,10.0,6.0,3.0,67.0,69.0,48.0,34.0,43%,57%,4.0,7.0,2.0,3.0,0.0,3.0,2.0,1.0,5.0,10.0,1.0,2.0,1.0,0.0,3.0,1.0,9.0,5.0,2.0,2.0,31.0,35.0,23.0,13.0,39%,61%,7.0,10.0,2.0,2.0,4.0,6.0,1.0,2.0,7.0,11.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,10.0,5.0,36.0,34.0,25.0,21.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-08-Real Madrid-Atl. Madrid,laliga,home,Real Madrid,Atl. Madrid,08.04.2018,1,1,2017-2018,69%,31%,30.0,9.0,8.0,5.0,12.0,2.0,10.0,2.0,20.0,12.0,11.0,2.0,0.0,3.0,0.0,0.0,4.0,7.0,12.0,17.0,2.0,3.0,59.0,50.0,51.0,27.0,65%,35%,15.0,4.0,4.0,2.0,5.0,1.0,6.0,1.0,13.0,6.0,9.0,2.0,0.0,2.0,2.0,4.0,6.0,11.0,1.0,2.0,29.0,28.0,24.0,15.0,73%,27%,15.0,5.0,4.0,3.0,7.0,1.0,4.0,1.0,7.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,6.0,6.0,30.0,22.0,27.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-08-Real Sociedad-Girona,laliga,home,Real Sociedad,Girona,08.04.2018,5,0,2017-2018,50%,50%,13.0,8.0,7.0,1.0,6.0,2.0,0.0,5.0,21.0,9.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,8.0,20.0,2.0,2.0,77.0,80.0,52.0,57.0,53%,47%,8.0,2.0,4.0,0.0,4.0,1.0,0.0,1.0,11.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,11.0,1.0,0.0,42.0,39.0,30.0,26.0,47%,53%,5.0,6.0,3.0,1.0,2.0,1.0,0.0,4.0,10.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,9.0,35.0,41.0,22.0,31.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-08-Valencia-Espanyol,laliga,home,Valencia,Espanyol,08.04.2018,1,0,2017-2018,47%,53%,14.0,21.0,6.0,6.0,5.0,8.0,3.0,7.0,13.0,21.0,4.0,3.0,4.0,3.0,0.0,0.0,6.0,5.0,17.0,10.0,3.0,2.0,54.0,61.0,43.0,49.0,49%,51%,8.0,11.0,5.0,4.0,2.0,4.0,1.0,3.0,7.0,10.0,3.0,1.0,2.0,2.0,4.0,4.0,8.0,5.0,0.0,1.0,26.0,33.0,22.0,25.0,45%,55%,6.0,10.0,1.0,2.0,3.0,4.0,2.0,4.0,6.0,11.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,9.0,5.0,28.0,28.0,21.0,24.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-09-Villarreal-Ath Bilbao,laliga,home,Villarreal,Ath Bilbao,09.04.2018,1,3,2017-2018,49%,51%,7.0,17.0,2.0,13.0,4.0,2.0,1.0,2.0,16.0,18.0,3.0,6.0,1.0,5.0,0.0,0.0,10.0,1.0,17.0,11.0,5.0,5.0,97.0,111.0,72.0,96.0,51%,49%,1.0,6.0,0.0,3.0,0.0,2.0,1.0,1.0,8.0,5.0,1.0,4.0,0.0,2.0,2.0,0.0,5.0,6.0,2.0,2.0,49.0,52.0,29.0,49.0,47%,53%,6.0,11.0,2.0,10.0,4.0,0.0,0.0,1.0,8.0,13.0,2.0,2.0,1.0,3.0,0.0,0.0,8.0,1.0,12.0,5.0,48.0,59.0,43.0,47.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-13-Girona-Betis,laliga,home,Girona,Betis,13.04.2018,0,1,2017-2018,42%,58%,9.0,10.0,4.0,2.0,2.0,7.0,3.0,1.0,19.0,31.0,6.0,4.0,7.0,1.0,0.0,0.0,1.0,4.0,23.0,18.0,7.0,5.0,109.0,114.0,83.0,70.0,39%,61%,6.0,9.0,3.0,2.0,2.0,6.0,1.0,1.0,7.0,10.0,3.0,3.0,2.0,0.0,1.0,3.0,8.0,7.0,2.0,1.0,54.0,53.0,39.0,33.0,45%,55%,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,12.0,21.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,15.0,11.0,55.0,61.0,44.0,37.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-14-Ath Bilbao-Dep. La Coruna,laliga,home,Ath Bilbao,Dep. La Coruna,14.04.2018,2,3,2017-2018,62%,38%,13.0,5.0,4.0,3.0,7.0,2.0,2.0,0.0,16.0,6.0,11.0,6.0,1.0,7.0,0.0,0.0,0.0,2.0,5.0,9.0,2.0,1.0,95.0,63.0,58.0,43.0,52%,48%,2.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,10.0,4.0,1.0,2.0,1.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,50.0,31.0,27.0,20.0,72%,28%,11.0,1.0,4.0,1.0,5.0,0.0,2.0,0.0,6.0,2.0,10.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,45.0,32.0,31.0,23.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-14-Barcelona-Valencia,laliga,home,Barcelona,Valencia,14.04.2018,2,1,2017-2018,62%,38%,12.0,17.0,7.0,6.0,5.0,6.0,0.0,5.0,11.0,10.0,6.0,5.0,1.0,0.0,0.0,0.0,5.0,5.0,9.0,11.0,2.0,2.0,98.0,67.0,73.0,50.0,66%,34%,4.0,11.0,2.0,4.0,2.0,2.0,0.0,5.0,6.0,3.0,2.0,3.0,0.0,0.0,4.0,1.0,3.0,6.0,1.0,1.0,49.0,32.0,33.0,24.0,58%,42%,8.0,6.0,5.0,2.0,3.0,4.0,0.0,0.0,5.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,6.0,5.0,49.0,35.0,40.0,26.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-14-Las Palmas-Real Sociedad,laliga,home,Las Palmas,Real Sociedad,14.04.2018,0,1,2017-2018,47%,53%,7.0,20.0,0.0,11.0,6.0,6.0,1.0,3.0,17.0,7.0,4.0,6.0,2.0,2.0,0.0,0.0,10.0,0.0,6.0,16.0,0.0,2.0,80.0,80.0,48.0,61.0,49%,51%,1.0,12.0,0.0,9.0,1.0,2.0,0.0,1.0,5.0,4.0,1.0,4.0,2.0,0.0,8.0,0.0,3.0,6.0,0.0,0.0,43.0,36.0,22.0,28.0,45%,55%,6.0,8.0,0.0,2.0,5.0,4.0,1.0,2.0,12.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,10.0,37.0,44.0,26.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-14-Leganes-Celta Vigo,laliga,home,Leganes,Celta Vigo,14.04.2018,1,0,2017-2018,40%,60%,19.0,5.0,7.0,2.0,8.0,2.0,4.0,1.0,22.0,24.0,8.0,3.0,3.0,5.0,0.0,0.0,2.0,6.0,22.0,17.0,3.0,3.0,80.0,85.0,68.0,45.0,38%,62%,11.0,2.0,3.0,1.0,5.0,0.0,3.0,1.0,13.0,11.0,4.0,0.0,1.0,4.0,1.0,3.0,11.0,9.0,0.0,0.0,40.0,47.0,32.0,26.0,42%,58%,8.0,3.0,4.0,1.0,3.0,2.0,1.0,0.0,9.0,13.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,3.0,11.0,8.0,40.0,38.0,36.0,19.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-14-Sevilla-Villarreal,laliga,home,Sevilla,Villarreal,14.04.2018,2,2,2017-2018,58%,42%,18.0,7.0,4.0,4.0,9.0,0.0,5.0,3.0,28.0,13.0,10.0,2.0,2.0,6.0,0.0,0.0,2.0,2.0,11.0,23.0,5.0,3.0,85.0,90.0,89.0,35.0,57%,43%,7.0,6.0,1.0,3.0,4.0,0.0,2.0,3.0,15.0,8.0,4.0,1.0,1.0,3.0,2.0,1.0,7.0,12.0,1.0,1.0,40.0,51.0,35.0,19.0,59%,41%,11.0,1.0,3.0,1.0,5.0,0.0,3.0,0.0,13.0,5.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,11.0,45.0,39.0,54.0,16.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-15-Atl. Madrid-Levante,laliga,home,Atl. Madrid,Levante,15.04.2018,3,0,2017-2018,57%,43%,13.0,11.0,5.0,3.0,2.0,2.0,6.0,6.0,13.0,12.0,8.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,9.0,13.0,2.0,1.0,118.0,107.0,76.0,65.0,59%,41%,7.0,6.0,2.0,1.0,0.0,1.0,5.0,4.0,10.0,8.0,4.0,1.0,2.0,0.0,1.0,1.0,6.0,10.0,2.0,1.0,58.0,53.0,44.0,28.0,55%,45%,6.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,60.0,54.0,32.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-15-Eibar-Alaves,laliga,home,Eibar,Alaves,15.04.2018,0,1,2017-2018,67%,33%,20.0,2.0,4.0,1.0,10.0,1.0,6.0,0.0,25.0,11.0,12.0,1.0,0.0,7.0,0.0,0.0,0.0,4.0,11.0,18.0,2.0,1.0,127.0,86.0,101.0,47.0,67%,33%,8.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,11.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,9.0,1.0,0.0,74.0,43.0,52.0,23.0,67%,33%,12.0,1.0,3.0,0.0,5.0,1.0,4.0,0.0,14.0,7.0,10.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,7.0,9.0,53.0,43.0,49.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-04-15-Getafe-Espanyol,laliga,home,Getafe,Espanyol,15.04.2018,1,0,2017-2018,38%,62%,13.0,5.0,4.0,0.0,4.0,3.0,5.0,2.0,16.0,23.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,3.0,19.0,13.0,6.0,2.0,82.0,104.0,42.0,61.0,48%,52%,9.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,8.0,14.0,4.0,0.0,4.0,3.0,0.0,2.0,10.0,5.0,1.0,0.0,51.0,45.0,28.0,20.0,28%,72%,4.0,5.0,2.0,0.0,1.0,3.0,1.0,2.0,8.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,31.0,59.0,14.0,41.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
