match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
premier-league-2019-2020-2020-03-07-Burnley-Tottenham,premier-league,home,Burnley,Tottenham,07.03.2020,1,1,2019-2020,45%,55%,21.0,13.0,8.0,2.0,4.0,6.0,9.0,5.0,11.0,17.0,3.0,5.0,2.0,0.0,1.0,7.0,16.0,11.0,5.0,4.0,378.0,479.0,0.0,0.0,24.0,14.0,121.0,111.0,52.0,40.0,48%,52%,14.0,3.0,5.0,1.0,4.0,1.0,5.0,1.0,8.0,5.0,1.0,1.0,2.0,0.0,1.0,4.0,3.0,8.0,227.0,258.0,0.0,0.0,10.0,4.0,68.0,52.0,26.0,17.0,42%,58%,7.0,10.0,3.0,1.0,0.0,5.0,4.0,4.0,3.0,12.0,2.0,4.0,0.0,0.0,0.0,3.0,13.0,3.0,5.0,3.0,151.0,221.0,0.0,0.0,14.0,10.0,53.0,59.0,26.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-03-07-Crystal Palace-Watford,premier-league,home,Crystal Palace,Watford,07.03.2020,1,0,2019-2020,45%,55%,10.0,10.0,3.0,4.0,3.0,1.0,4.0,5.0,17.0,16.0,8.0,8.0,2.0,1.0,4.0,2.0,12.0,16.0,4.0,4.0,371.0,464.0,0.0,0.0,21.0,22.0,108.0,135.0,75.0,96.0,45%,55%,4.0,5.0,1.0,1.0,0.0,1.0,3.0,3.0,8.0,3.0,6.0,3.0,0.0,1.0,1.0,0.0,2.0,7.0,204.0,251.0,0.0,0.0,11.0,8.0,55.0,73.0,39.0,42.0,45%,55%,6.0,5.0,2.0,3.0,3.0,0.0,1.0,2.0,9.0,13.0,2.0,5.0,2.0,0.0,3.0,2.0,10.0,9.0,3.0,3.0,167.0,213.0,0.0,0.0,10.0,14.0,53.0,62.0,36.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-03-07-Liverpool-Bournemouth,premier-league,home,Liverpool,Bournemouth,07.03.2020,2,1,2019-2020,74%,26%,14.0,6.0,6.0,4.0,4.0,0.0,4.0,2.0,16.0,11.0,9.0,4.0,1.0,5.0,3.0,4.0,10.0,12.0,0.0,1.0,729.0,246.0,0.0,0.0,7.0,10.0,80.0,44.0,46.0,23.0,72%,28%,5.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,9.0,6.0,3.0,4.0,1.0,3.0,2.0,2.0,5.0,6.0,342.0,130.0,0.0,0.0,6.0,2.0,39.0,24.0,18.0,12.0,77%,23%,9.0,2.0,2.0,1.0,4.0,0.0,3.0,1.0,7.0,5.0,6.0,0.0,0.0,2.0,1.0,2.0,5.0,6.0,0.0,1.0,387.0,116.0,0.0,0.0,1.0,8.0,41.0,20.0,28.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-03-07-Sheffield Utd-Norwich,premier-league,home,Sheffield Utd,Norwich,07.03.2020,1,0,2019-2020,42%,58%,10.0,12.0,4.0,5.0,4.0,4.0,2.0,3.0,11.0,14.0,10.0,5.0,1.0,3.0,5.0,3.0,12.0,8.0,0.0,0.0,359.0,519.0,0.0,0.0,14.0,18.0,68.0,74.0,74.0,52.0,47%,53%,7.0,4.0,4.0,0.0,1.0,2.0,2.0,2.0,5.0,7.0,9.0,1.0,1.0,1.0,0.0,3.0,4.0,5.0,196.0,238.0,0.0,0.0,7.0,10.0,36.0,30.0,47.0,17.0,37%,63%,3.0,8.0,0.0,5.0,3.0,2.0,0.0,1.0,6.0,7.0,1.0,4.0,0.0,2.0,5.0,0.0,8.0,3.0,0.0,0.0,163.0,281.0,0.0,0.0,7.0,8.0,32.0,44.0,27.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-03-07-Southampton-Newcastle,premier-league,home,Southampton,Newcastle,07.03.2020,0,1,2019-2020,38%,62%,7.0,14.0,3.0,7.0,1.0,3.0,3.0,4.0,17.0,13.0,5.0,8.0,0.0,2.0,6.0,3.0,14.0,15.0,0.0,3.0,298.0,500.0,0.0,0.0,19.0,15.0,78.0,73.0,61.0,57.0,47%,53%,4.0,7.0,1.0,6.0,0.0,1.0,3.0,0.0,8.0,6.0,4.0,3.0,0.0,1.0,6.0,1.0,7.0,7.0,163.0,189.0,0.0,0.0,8.0,10.0,37.0,33.0,36.0,29.0,29%,71%,3.0,7.0,2.0,1.0,1.0,2.0,0.0,4.0,9.0,7.0,1.0,5.0,0.0,1.0,0.0,2.0,7.0,8.0,0.0,2.0,135.0,311.0,0.0,0.0,11.0,5.0,41.0,40.0,25.0,28.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-03-07-Wolves-Brighton,premier-league,home,Wolves,Brighton,07.03.2020,0,0,2019-2020,43%,57%,11.0,7.0,1.0,1.0,7.0,4.0,3.0,2.0,7.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,7.0,1.0,3.0,458.0,606.0,0.0,0.0,22.0,23.0,111.0,131.0,69.0,88.0,43%,57%,6.0,2.0,0.0,1.0,5.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,235.0,321.0,0.0,0.0,14.0,9.0,52.0,71.0,32.0,43.0,43%,57%,5.0,5.0,1.0,0.0,2.0,4.0,2.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,2.0,223.0,285.0,0.0,0.0,8.0,14.0,59.0,60.0,37.0,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-03-08-Chelsea-Everton,premier-league,home,Chelsea,Everton,08.03.2020,4,0,2019-2020,61%,39%,17.0,3.0,11.0,1.0,5.0,1.0,1.0,1.0,12.0,8.0,6.0,1.0,0.0,1.0,1.0,7.0,8.0,10.0,1.0,2.0,646.0,415.0,0.0,0.0,13.0,15.0,125.0,102.0,58.0,30.0,59%,41%,6.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,358.0,245.0,0.0,0.0,7.0,4.0,74.0,64.0,32.0,15.0,63%,37%,11.0,2.0,6.0,1.0,4.0,0.0,1.0,1.0,6.0,5.0,5.0,1.0,0.0,0.0,1.0,4.0,5.0,6.0,1.0,2.0,288.0,170.0,0.0,0.0,6.0,11.0,51.0,38.0,26.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-03-08-Manchester Utd-Manchester City,premier-league,home,Manchester Utd,Manchester City,08.03.2020,2,0,2019-2020,28%,72%,12.0,7.0,6.0,4.0,2.0,3.0,4.0,0.0,11.0,12.0,2.0,11.0,1.0,2.0,4.0,4.0,11.0,9.0,2.0,4.0,294.0,761.0,0.0,0.0,19.0,15.0,73.0,144.0,33.0,69.0,30%,70%,7.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,6.0,6.0,1.0,4.0,0.0,1.0,1.0,2.0,6.0,5.0,169.0,386.0,0.0,0.0,9.0,8.0,41.0,59.0,23.0,22.0,26%,74%,5.0,6.0,3.0,3.0,1.0,3.0,1.0,0.0,5.0,6.0,1.0,7.0,1.0,1.0,3.0,2.0,5.0,4.0,1.0,2.0,125.0,375.0,0.0,0.0,10.0,7.0,32.0,85.0,10.0,47.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-03-09-Leicester-Aston Villa,premier-league,home,Leicester,Aston Villa,09.03.2020,4,0,2019-2020,65%,35%,15.0,4.0,7.0,1.0,7.0,3.0,1.0,0.0,12.0,18.0,9.0,0.0,3.0,2.0,1.0,3.0,15.0,12.0,2.0,1.0,543.0,301.0,0.0,0.0,25.0,22.0,121.0,94.0,68.0,12.0,70%,30%,7.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,5.0,7.0,5.0,0.0,1.0,1.0,0.0,2.0,6.0,4.0,309.0,136.0,0.0,0.0,17.0,14.0,61.0,48.0,41.0,4.0,60%,40%,8.0,2.0,4.0,1.0,4.0,1.0,0.0,0.0,7.0,11.0,4.0,0.0,2.0,1.0,1.0,1.0,9.0,8.0,2.0,0.0,234.0,165.0,0.0,0.0,8.0,8.0,60.0,46.0,27.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-17-Aston Villa-Sheffield Utd,premier-league,home,Aston Villa,Sheffield Utd,17.06.2020,0,0,2019-2020,45%,55%,14.0,5.0,6.0,1.0,5.0,1.0,3.0,3.0,14.0,12.0,12.0,4.0,1.0,0.0,1.0,6.0,11.0,14.0,1.0,1.0,382.0,483.0,0.0,0.0,8.0,18.0,99.0,120.0,47.0,65.0,47%,53%,5.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,11.0,9.0,5.0,2.0,1.0,0.0,0.0,2.0,8.0,11.0,183.0,216.0,0.0,0.0,4.0,6.0,40.0,50.0,16.0,40.0,43%,57%,9.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,7.0,2.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,199.0,267.0,0.0,0.0,4.0,12.0,59.0,70.0,31.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-17-Manchester City-Arsenal,premier-league,home,Manchester City,Arsenal,17.06.2020,3,0,2019-2020,67%,33%,20.0,3.0,12.0,0.0,5.0,3.0,3.0,0.0,11.0,11.0,5.0,2.0,1.0,5.0,0.0,9.0,9.0,7.0,1.0,1.0,692.0,333.0,0.0,0.0,7.0,15.0,141.0,56.0,62.0,16.0,65%,35%,9.0,2.0,6.0,0.0,2.0,2.0,1.0,0.0,7.0,7.0,3.0,1.0,1.0,4.0,0.0,5.0,6.0,3.0,307.0,160.0,0.0,0.0,4.0,9.0,69.0,29.0,24.0,8.0,69%,31%,11.0,1.0,6.0,0.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,4.0,3.0,4.0,1.0,1.0,385.0,173.0,0.0,0.0,3.0,6.0,72.0,27.0,38.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-19-Norwich-Southampton,premier-league,home,Norwich,Southampton,19.06.2020,0,3,2019-2020,55%,45%,9.0,22.0,1.0,9.0,3.0,6.0,5.0,7.0,16.0,13.0,9.0,7.0,3.0,1.0,6.0,1.0,9.0,15.0,1.0,1.0,393.0,331.0,0.0,0.0,19.0,23.0,83.0,137.0,39.0,65.0,58%,42%,6.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,7.0,6.0,6.0,2.0,1.0,1.0,2.0,1.0,4.0,6.0,206.0,150.0,0.0,0.0,9.0,13.0,45.0,69.0,26.0,26.0,52%,48%,3.0,18.0,0.0,7.0,1.0,5.0,2.0,6.0,9.0,7.0,3.0,5.0,2.0,0.0,4.0,0.0,5.0,9.0,1.0,1.0,187.0,181.0,0.0,0.0,10.0,10.0,38.0,68.0,13.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-19-Tottenham-Manchester Utd,premier-league,home,Tottenham,Manchester Utd,19.06.2020,1,1,2019-2020,39%,61%,10.0,12.0,3.0,6.0,3.0,4.0,4.0,2.0,22.0,17.0,7.0,6.0,1.0,3.0,5.0,2.0,17.0,18.0,0.0,1.0,364.0,579.0,0.0,0.0,14.0,16.0,104.0,147.0,49.0,79.0,36%,64%,5.0,4.0,3.0,4.0,1.0,0.0,1.0,0.0,9.0,10.0,4.0,4.0,1.0,1.0,4.0,2.0,9.0,8.0,174.0,306.0,0.0,0.0,4.0,5.0,45.0,71.0,25.0,35.0,42%,58%,5.0,8.0,0.0,2.0,2.0,4.0,3.0,2.0,13.0,7.0,3.0,2.0,0.0,2.0,1.0,0.0,8.0,10.0,0.0,0.0,190.0,273.0,0.0,0.0,10.0,11.0,59.0,76.0,24.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-20-Bournemouth-Crystal Palace,premier-league,home,Bournemouth,Crystal Palace,20.06.2020,0,2,2019-2020,59%,41%,12.0,7.0,1.0,2.0,7.0,4.0,4.0,1.0,18.0,16.0,11.0,4.0,2.0,3.0,0.0,1.0,13.0,15.0,3.0,2.0,494.0,350.0,0.0,0.0,18.0,26.0,125.0,96.0,64.0,40.0,55%,45%,4.0,4.0,0.0,2.0,3.0,2.0,1.0,0.0,11.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,11.0,257.0,208.0,0.0,0.0,5.0,8.0,56.0,56.0,28.0,19.0,63%,37%,8.0,3.0,1.0,0.0,4.0,2.0,3.0,1.0,7.0,9.0,5.0,3.0,2.0,3.0,0.0,1.0,7.0,4.0,2.0,1.0,237.0,142.0,0.0,0.0,13.0,18.0,69.0,40.0,36.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-20-Brighton-Arsenal,premier-league,home,Brighton,Arsenal,20.06.2020,2,1,2019-2020,41%,59%,9.0,13.0,5.0,6.0,2.0,3.0,2.0,4.0,12.0,13.0,10.0,7.0,0.0,4.0,5.0,3.0,13.0,8.0,2.0,1.0,325.0,476.0,0.0,0.0,22.0,8.0,75.0,132.0,45.0,52.0,39%,61%,3.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,7.0,5.0,5.0,2.0,0.0,1.0,1.0,1.0,5.0,5.0,163.0,261.0,0.0,0.0,14.0,1.0,34.0,65.0,22.0,25.0,43%,57%,6.0,8.0,4.0,5.0,1.0,0.0,1.0,3.0,5.0,8.0,5.0,5.0,0.0,3.0,4.0,2.0,8.0,3.0,0.0,1.0,162.0,215.0,0.0,0.0,8.0,7.0,41.0,67.0,23.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-20-Watford-Leicester,premier-league,home,Watford,Leicester,20.06.2020,1,1,2019-2020,32%,68%,8.0,15.0,4.0,2.0,3.0,7.0,1.0,6.0,15.0,15.0,2.0,7.0,0.0,3.0,1.0,3.0,15.0,12.0,0.0,1.0,254.0,555.0,0.0,0.0,13.0,27.0,88.0,119.0,61.0,55.0,31%,69%,3.0,6.0,1.0,0.0,1.0,3.0,1.0,3.0,6.0,5.0,1.0,4.0,0.0,1.0,0.0,1.0,5.0,5.0,133.0,305.0,0.0,0.0,9.0,11.0,43.0,59.0,34.0,23.0,33%,67%,5.0,9.0,3.0,2.0,2.0,4.0,0.0,3.0,9.0,10.0,1.0,3.0,0.0,2.0,1.0,2.0,10.0,7.0,0.0,0.0,121.0,250.0,0.0,0.0,4.0,16.0,45.0,60.0,27.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-20-West Ham-Wolves,premier-league,home,West Ham,Wolves,20.06.2020,0,2,2019-2020,42%,58%,7.0,10.0,2.0,6.0,2.0,1.0,3.0,3.0,8.0,8.0,5.0,7.0,0.0,1.0,4.0,2.0,8.0,7.0,1.0,1.0,357.0,506.0,0.0,0.0,15.0,18.0,110.0,119.0,41.0,56.0,45%,55%,2.0,7.0,0.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,5.0,0.0,0.0,4.0,0.0,2.0,4.0,198.0,245.0,0.0,0.0,12.0,14.0,60.0,60.0,24.0,36.0,39%,61%,5.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,4.0,6.0,3.0,2.0,0.0,1.0,0.0,2.0,6.0,3.0,1.0,1.0,159.0,261.0,0.0,0.0,3.0,4.0,50.0,59.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-21-Aston Villa-Chelsea,premier-league,home,Aston Villa,Chelsea,21.06.2020,1,2,2019-2020,26%,74%,8.0,19.0,4.0,5.0,3.0,7.0,1.0,7.0,17.0,9.0,2.0,10.0,0.0,0.0,3.0,3.0,9.0,17.0,2.0,1.0,246.0,692.0,0.0,0.0,8.0,7.0,93.0,146.0,21.0,98.0,24%,76%,5.0,10.0,3.0,2.0,1.0,4.0,1.0,4.0,9.0,4.0,1.0,3.0,0.0,0.0,2.0,2.0,4.0,9.0,114.0,364.0,0.0,0.0,1.0,4.0,41.0,81.0,7.0,58.0,28%,72%,3.0,9.0,1.0,3.0,2.0,3.0,0.0,3.0,8.0,5.0,1.0,7.0,0.0,0.0,1.0,1.0,5.0,8.0,1.0,1.0,132.0,328.0,0.0,0.0,7.0,3.0,52.0,65.0,14.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-21-Everton-Liverpool,premier-league,home,Everton,Liverpool,21.06.2020,0,0,2019-2020,30%,70%,9.0,10.0,3.0,3.0,4.0,4.0,2.0,3.0,14.0,17.0,1.0,6.0,2.0,1.0,3.0,3.0,15.0,12.0,2.0,2.0,256.0,594.0,0.0,0.0,20.0,16.0,61.0,143.0,15.0,61.0,38%,62%,3.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,7.0,154.0,308.0,0.0,0.0,11.0,12.0,34.0,80.0,10.0,21.0,20%,80%,6.0,5.0,2.0,2.0,3.0,1.0,1.0,2.0,6.0,8.0,1.0,6.0,1.0,0.0,2.0,2.0,7.0,5.0,1.0,1.0,102.0,286.0,0.0,0.0,9.0,4.0,27.0,63.0,5.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,23.0,26.0
premier-league-2019-2020-2020-06-21-Newcastle-Sheffield Utd,premier-league,home,Newcastle,Sheffield Utd,21.06.2020,3,0,2019-2020,46%,54%,12.0,7.0,8.0,1.0,2.0,3.0,2.0,3.0,11.0,11.0,2.0,4.0,3.0,1.0,1.0,5.0,9.0,10.0,2.0,2.0,442.0,509.0,0.0,0.0,11.0,16.0,94.0,127.0,42.0,47.0,47%,53%,6.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,6.0,2.0,4.0,2.0,1.0,1.0,2.0,5.0,4.0,203.0,218.0,0.0,0.0,7.0,6.0,45.0,67.0,22.0,27.0,45%,55%,6.0,4.0,6.0,0.0,0.0,2.0,0.0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,6.0,1.0,1.0,239.0,291.0,0.0,0.0,4.0,10.0,49.0,60.0,20.0,20.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-22-Manchester City-Burnley,premier-league,home,Manchester City,Burnley,22.06.2020,5,0,2019-2020,72%,28%,19.0,1.0,7.0,0.0,7.0,1.0,5.0,0.0,8.0,9.0,3.0,1.0,1.0,2.0,0.0,2.0,8.0,7.0,1.0,1.0,816.0,322.0,0.0,0.0,12.0,11.0,131.0,79.0,51.0,20.0,66%,34%,7.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,390.0,200.0,0.0,0.0,7.0,6.0,62.0,48.0,24.0,8.0,78%,22%,12.0,1.0,3.0,0.0,5.0,1.0,4.0,0.0,6.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,5.0,1.0,0.0,426.0,122.0,0.0,0.0,5.0,5.0,69.0,31.0,27.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-23-Leicester-Brighton,premier-league,home,Leicester,Brighton,23.06.2020,0,0,2019-2020,66%,34%,11.0,9.0,2.0,1.0,7.0,3.0,2.0,5.0,13.0,9.0,6.0,7.0,0.0,0.0,1.0,2.0,10.0,13.0,2.0,2.0,588.0,294.0,0.0,0.0,16.0,21.0,131.0,91.0,51.0,29.0,66%,34%,6.0,8.0,2.0,1.0,3.0,2.0,1.0,5.0,7.0,6.0,1.0,5.0,0.0,0.0,1.0,2.0,7.0,7.0,279.0,135.0,0.0,0.0,4.0,12.0,69.0,46.0,15.0,13.0,66%,34%,5.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,6.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,309.0,159.0,0.0,0.0,12.0,9.0,62.0,45.0,36.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-23-Tottenham-West Ham,premier-league,home,Tottenham,West Ham,23.06.2020,2,0,2019-2020,64%,36%,15.0,10.0,4.0,2.0,11.0,7.0,0.0,1.0,9.0,15.0,9.0,4.0,3.0,2.0,2.0,2.0,12.0,7.0,2.0,2.0,662.0,361.0,0.0,0.0,9.0,22.0,136.0,117.0,53.0,31.0,68%,32%,6.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,6.0,8.0,8.0,1.0,3.0,1.0,0.0,2.0,5.0,5.0,343.0,157.0,0.0,0.0,3.0,11.0,73.0,49.0,31.0,14.0,60%,40%,9.0,9.0,2.0,2.0,7.0,6.0,0.0,1.0,3.0,7.0,1.0,3.0,0.0,1.0,2.0,0.0,7.0,2.0,2.0,0.0,319.0,204.0,0.0,0.0,6.0,11.0,63.0,68.0,22.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-24-Liverpool-Crystal Palace,premier-league,home,Liverpool,Crystal Palace,24.06.2020,4,0,2019-2020,74%,26%,21.0,3.0,7.0,0.0,10.0,3.0,4.0,0.0,6.0,7.0,6.0,0.0,0.0,1.0,0.0,3.0,7.0,5.0,0.0,0.0,886.0,330.0,0.0,0.0,17.0,20.0,166.0,61.0,96.0,6.0,70%,30%,12.0,2.0,3.0,0.0,7.0,2.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,392.0,169.0,0.0,0.0,7.0,11.0,74.0,31.0,46.0,3.0,78%,22%,9.0,1.0,4.0,0.0,3.0,1.0,2.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,494.0,161.0,0.0,0.0,10.0,9.0,92.0,30.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-24-Manchester Utd-Sheffield Utd,premier-league,home,Manchester Utd,Sheffield Utd,24.06.2020,3,0,2019-2020,68%,32%,15.0,4.0,6.0,1.0,5.0,1.0,4.0,2.0,8.0,11.0,10.0,5.0,1.0,2.0,1.0,3.0,10.0,6.0,1.0,0.0,748.0,338.0,0.0,0.0,7.0,15.0,137.0,63.0,67.0,34.0,60%,40%,8.0,3.0,4.0,0.0,2.0,1.0,2.0,2.0,5.0,7.0,3.0,3.0,0.0,2.0,0.0,2.0,7.0,3.0,313.0,203.0,0.0,0.0,7.0,5.0,59.0,41.0,25.0,18.0,76%,24%,7.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,3.0,4.0,7.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,435.0,135.0,0.0,0.0,0.0,10.0,78.0,22.0,42.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-06-24-Newcastle-Aston Villa,premier-league,home,Newcastle,Aston Villa,24.06.2020,1,1,2019-2020,52%,48%,13.0,14.0,3.0,2.0,4.0,7.0,6.0,5.0,12.0,17.0,6.0,9.0,1.0,0.0,1.0,2.0,15.0,13.0,2.0,2.0,416.0,369.0,0.0,0.0,6.0,5.0,112.0,103.0,38.0,56.0,57%,43%,5.0,7.0,1.0,1.0,0.0,4.0,4.0,2.0,4.0,10.0,3.0,1.0,0.0,0.0,1.0,1.0,9.0,5.0,232.0,173.0,0.0,0.0,3.0,3.0,59.0,57.0,23.0,21.0,47%,53%,8.0,7.0,2.0,1.0,4.0,3.0,2.0,3.0,8.0,7.0,3.0,8.0,1.0,0.0,0.0,1.0,6.0,8.0,2.0,1.0,184.0,196.0,0.0,0.0,3.0,2.0,53.0,46.0,15.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
