match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Total Passes,opponent 1st half Total Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
premier-league-2017-2018-2017-12-17-West Brom-Manchester Utd,premier-league,home,West Brom,Manchester Utd,17.12.2017,1,2,2017-2018,43%,57%,12,8,5,3,3,2,4,3,8,15,6,3,1,1,1,4,14,7,1.0,3.0,433,586,16,12,101.0,93.0,44.0,45.0,37%,63%,2,4,1,2,0,0,1,2,5,4,2,3,0,0,0,1,4,5,193,333,7,7,45.0,51.0,18.0,28.0,49%,51%,10,4,4,1,3,2,3,1,3,11,4,0,1,1,1,3,10,2,1.0,3.0,240,253,9,5,56.0,42.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-18-Everton-Swansea,premier-league,home,Everton,Swansea,18.12.2017,3,1,2017-2018,51%,49%,12,8,7,3,3,4,2,1,10,13,6,3,1,0,2,4,12,12,2.0,3.0,447,431,18,12,106.0,90.0,50.0,37.0,54%,46%,5,6,3,3,2,3,0,0,4,5,2,1,1,0,2,2,4,5,255,218,13,7,61.0,48.0,23.0,20.0,48%,52%,7,2,4,0,1,1,2,1,6,8,4,2,0,0,0,2,8,7,1.0,2.0,192,213,5,5,45.0,42.0,27.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-22-Arsenal-Liverpool,premier-league,home,Arsenal,Liverpool,22.12.2017,3,3,2017-2018,54%,46%,11,14,4,9,3,5,4,0,12,12,7,8,3,1,6,1,9,11,1.0,0.0,504,434,17,20,132.0,139.0,64.0,84.0,52%,48%,4,8,0,4,1,4,3,0,4,5,3,3,1,0,3,0,4,4,272,252,11,11,74.0,73.0,31.0,43.0,56%,44%,7,6,4,5,2,1,1,0,8,7,4,5,2,1,3,1,5,7,1.0,0.0,232,182,6,9,58.0,66.0,33.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-23-Brighton-Watford,premier-league,home,Brighton,Watford,23.12.2017,1,0,2017-2018,52%,48%,14,13,3,1,8,7,3,5,11,14,6,4,6,0,1,2,8,11,0.0,0.0,425,395,14,19,104.0,100.0,74.0,67.0,52%,48%,4,4,2,0,2,1,0,3,4,5,3,2,2,0,0,2,3,4,206,191,8,10,47.0,47.0,45.0,28.0,52%,48%,10,9,1,1,6,6,3,2,7,9,3,2,4,0,1,0,5,7,0.0,0.0,219,204,6,9,57.0,53.0,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-23-Burnley-Tottenham,premier-league,home,Burnley,Tottenham,23.12.2017,0,3,2017-2018,40%,60%,5,18,2,8,3,5,0,5,11,14,4,4,5,1,5,2,10,10,1.0,2.0,346,528,11,9,121.0,136.0,47.0,73.0,40%,60%,0,10,0,4,0,3,0,3,4,6,3,2,1,0,3,0,6,4,172,267,4,3,55.0,74.0,23.0,35.0,40%,60%,5,8,2,4,3,2,0,2,7,8,1,2,4,1,2,2,4,6,1.0,1.0,174,261,7,6,66.0,62.0,24.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-23-Everton-Chelsea,premier-league,home,Everton,Chelsea,23.12.2017,0,0,2017-2018,32%,68%,5,25,0,8,3,9,2,8,8,10,2,7,2,4,8,0,8,4,3.0,0.0,327,676,16,18,86.0,124.0,22.0,85.0,30%,70%,4,13,0,3,2,7,2,3,3,4,0,2,0,1,3,0,4,2,172,394,6,7,47.0,68.0,11.0,36.0,34%,66%,1,12,0,5,1,2,0,5,5,6,2,5,2,3,5,0,4,2,1.0,0.0,155,282,10,11,39.0,56.0,11.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-23-Leicester-Manchester Utd,premier-league,home,Leicester,Manchester Utd,23.12.2017,2,2,2017-2018,50%,50%,11,19,3,6,3,9,5,4,13,18,4,6,0,5,4,1,19,8,4.0,2.0,448,448,7,14,109.0,95.0,62.0,71.0,45%,55%,5,12,2,3,1,6,2,3,7,5,3,6,0,1,2,1,6,6,232,267,4,5,53.0,42.0,27.0,42.0,55%,45%,6,7,1,3,2,3,3,1,6,13,1,0,0,4,2,0,13,2,4.0,1.0,216,181,3,9,56.0,53.0,35.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-23-Manchester City-Bournemouth,premier-league,home,Manchester City,Bournemouth,23.12.2017,4,0,2017-2018,79%,21%,14,5,5,1,5,2,4,2,9,12,4,6,4,2,1,1,8,7,0.0,1.0,900,230,19,11,115.0,51.0,65.0,28.0,75%,25%,6,3,2,0,3,2,1,1,4,5,3,4,2,1,0,1,3,3,389,121,11,3,59.0,26.0,30.0,16.0,83%,17%,8,2,3,1,2,0,3,1,5,7,1,2,2,1,1,0,5,4,0.0,1.0,511,109,8,8,56.0,25.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-23-Southampton-Huddersfield,premier-league,home,Southampton,Huddersfield,23.12.2017,1,1,2017-2018,53%,47%,12,10,6,3,4,4,2,3,13,19,9,1,3,4,2,5,16,9,2.0,1.0,386,344,13,15,113.0,103.0,91.0,75.0,54%,46%,7,6,4,1,1,3,2,2,7,12,6,1,2,3,1,3,10,4,176,146,8,7,56.0,46.0,40.0,39.0,52%,48%,5,4,2,2,3,1,0,1,6,7,3,0,1,1,1,2,6,5,2.0,1.0,210,198,5,8,57.0,57.0,51.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-23-Stoke-West Brom,premier-league,home,Stoke,West Brom,23.12.2017,3,1,2017-2018,43%,57%,9,17,5,7,2,5,2,5,13,9,1,11,0,2,6,2,9,11,1.0,0.0,354,447,28,15,91.0,101.0,64.0,106.0,49%,51%,6,7,3,3,1,3,2,1,6,4,0,5,0,1,3,1,4,5,192,190,14,8,53.0,42.0,40.0,41.0,37%,63%,3,10,2,4,1,2,0,4,7,5,1,6,0,1,3,1,5,6,1.0,0.0,162,257,14,7,38.0,59.0,24.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-23-Swansea-Crystal Palace,premier-league,home,Swansea,Crystal Palace,23.12.2017,1,1,2017-2018,64%,36%,7,13,2,5,3,4,2,4,12,13,6,3,1,1,4,1,13,11,2.0,3.0,596,337,17,21,161.0,100.0,102.0,65.0,63%,37%,2,7,0,2,1,4,1,1,6,6,2,2,0,1,2,0,6,5,319,192,9,10,82.0,48.0,44.0,32.0,65%,35%,5,6,2,3,2,0,1,3,6,7,4,1,1,0,2,1,7,6,1.0,2.0,277,145,8,11,79.0,52.0,58.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-23-West Ham-Newcastle,premier-league,home,West Ham,Newcastle,23.12.2017,2,3,2017-2018,63%,37%,19,11,6,4,5,5,8,2,11,13,6,3,4,0,1,4,9,12,1.0,1.0,423,250,16,21,99.0,66.0,57.0,25.0,58%,42%,9,8,3,2,2,4,4,2,4,9,3,1,3,0,1,2,6,4,194,141,8,11,40.0,34.0,22.0,13.0,68%,32%,10,3,3,2,3,1,4,0,7,4,3,2,1,0,0,2,3,8,1.0,1.0,229,109,8,10,59.0,32.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-26-Bournemouth-West Ham,premier-league,home,Bournemouth,West Ham,26.12.2017,3,3,2017-2018,56%,44%,26,10,10,5,11,3,5,2,16,12,7,4,0,2,2,7,12,14,3.0,4.0,418,333,16,21,82.0,81.0,77.0,60.0,58%,42%,13,4,3,1,6,2,4,1,10,6,2,2,0,2,0,2,6,8,233,175,9,14,41.0,46.0,33.0,36.0,54%,46%,13,6,7,4,5,1,1,1,6,6,5,2,0,0,2,5,6,6,2.0,3.0,185,158,7,7,41.0,35.0,44.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-26-Chelsea-Brighton,premier-league,home,Chelsea,Brighton,26.12.2017,2,0,2017-2018,67%,33%,25,8,8,1,10,4,7,3,10,10,13,1,2,2,1,6,8,8,0.0,1.0,696,342,12,10,123.0,95.0,97.0,39.0,60%,40%,11,2,3,0,5,1,3,1,4,4,5,0,0,1,0,3,4,3,332,228,7,6,79.0,69.0,68.0,27.0,74%,26%,14,6,5,1,5,3,4,2,6,6,8,1,2,1,1,3,4,5,0.0,1.0,364,114,5,4,44.0,26.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-26-Huddersfield-Stoke,premier-league,home,Huddersfield,Stoke,26.12.2017,1,1,2017-2018,59%,41%,18,15,8,7,7,5,3,3,12,11,8,5,2,2,6,7,9,12,2.0,4.0,500,365,18,31,106.0,83.0,96.0,60.0,56%,44%,8,11,2,6,3,2,3,3,4,8,3,2,2,2,6,1,6,3,259,207,11,14,66.0,44.0,42.0,33.0,62%,38%,10,4,6,1,4,3,0,0,8,3,5,3,0,0,0,6,3,9,2.0,4.0,241,158,7,17,40.0,39.0,54.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-26-Liverpool-Swansea,premier-league,home,Liverpool,Swansea,26.12.2017,5,0,2017-2018,55%,45%,22,7,9,4,7,2,6,1,8,8,4,2,3,0,4,4,5,8,0.0,1.0,598,499,21,13,114.0,83.0,69.0,27.0,52%,48%,8,3,2,2,4,0,2,1,4,3,1,0,0,0,2,1,3,4,309,287,9,8,56.0,45.0,26.0,10.0,58%,42%,14,4,7,2,3,2,4,0,4,5,3,2,3,0,2,3,2,4,0.0,1.0,289,212,12,5,58.0,38.0,43.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-26-Manchester Utd-Burnley,premier-league,home,Manchester Utd,Burnley,26.12.2017,2,2,2017-2018,71%,29%,23,3,6,2,7,1,10,0,15,10,12,2,0,1,0,4,10,14,3.0,7.0,643,270,10,14,133.0,97.0,115.0,29.0,68%,32%,9,3,3,2,2,1,4,0,6,3,7,1,0,0,0,3,3,6,312,151,4,7,65.0,53.0,57.0,17.0,74%,26%,14,0,3,0,5,0,6,0,9,7,5,1,0,1,0,1,7,8,2.0,5.0,331,119,6,7,68.0,44.0,58.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-26-Tottenham-Southampton,premier-league,home,Tottenham,Southampton,26.12.2017,5,2,2017-2018,57%,43%,16,16,7,6,7,7,2,3,16,9,3,8,1,1,4,2,8,15,0.0,2.0,495,359,11,28,92.0,78.0,59.0,54.0,60%,40%,11,3,4,1,5,2,2,0,8,6,2,2,1,1,1,2,5,7,257,167,5,15,49.0,37.0,35.0,21.0,54%,46%,5,13,3,5,2,5,0,3,8,3,1,6,0,0,3,0,3,8,0.0,1.0,238,192,6,13,43.0,41.0,24.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-26-Watford-Leicester,premier-league,home,Watford,Leicester,26.12.2017,2,1,2017-2018,50%,50%,11,11,1,5,7,3,3,3,19,11,8,8,4,6,4,0,7,13,3.0,3.0,355,354,22,15,77.0,93.0,45.0,41.0,51%,49%,7,5,1,3,3,2,3,0,8,6,5,4,2,2,2,0,4,6,170,167,6,7,40.0,42.0,23.0,19.0,49%,51%,4,6,0,2,4,1,0,3,11,5,3,4,2,4,2,0,3,7,1.0,1.0,185,187,16,8,37.0,51.0,22.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-26-West Brom-Everton,premier-league,home,West Brom,Everton,26.12.2017,0,0,2017-2018,53%,47%,17,7,3,3,10,4,4,0,15,15,10,2,1,1,3,3,14,13,2.0,0.0,367,345,15,16,107.0,116.0,94.0,68.0,51%,49%,7,1,2,0,5,1,0,0,8,6,3,1,0,0,0,2,6,7,200,189,11,9,51.0,61.0,44.0,31.0,55%,45%,10,6,1,3,5,3,4,0,7,9,7,1,1,1,3,1,8,6,2.0,0.0,167,156,4,7,56.0,55.0,50.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-27-Newcastle-Manchester City,premier-league,home,Newcastle,Manchester City,27.12.2017,0,1,2017-2018,22%,78%,6,21,2,6,3,12,1,3,11,15,3,8,4,4,5,2,11,6,1.0,0.0,228,824,15,14,42.0,87.0,33.0,66.0,17%,83%,3,15,2,5,1,8,0,2,4,4,3,6,1,1,4,2,3,2,86,449,6,5,15.0,43.0,10.0,31.0,27%,73%,3,6,0,1,2,4,1,1,7,11,0,2,3,3,1,0,8,4,1.0,0.0,142,375,9,9,27.0,44.0,23.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-28-Crystal Palace-Arsenal,premier-league,home,Crystal Palace,Arsenal,28.12.2017,2,3,2017-2018,35%,65%,16,16,2,9,9,3,5,4,10,13,5,4,1,3,6,0,12,7,1.0,1.0,333,653,27,19,98.0,101.0,56.0,67.0,32%,68%,6,12,0,6,5,2,1,4,6,6,2,1,0,2,5,0,6,4,154,351,10,6,44.0,50.0,21.0,35.0,38%,62%,10,4,2,3,4,1,4,0,4,7,3,3,1,1,1,0,6,3,0.0,0.0,179,302,17,13,54.0,51.0,35.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-30-Bournemouth-Everton,premier-league,home,Bournemouth,Everton,30.12.2017,2,1,2017-2018,47%,53%,18,6,7,1,7,3,4,2,18,8,4,4,0,5,0,5,8,13,0.0,0.0,416,471,8,14,104.0,98.0,72.0,56.0,42%,58%,7,2,3,0,2,1,2,1,7,4,2,3,0,0,0,2,4,7,198,283,4,10,48.0,48.0,29.0,32.0,52%,48%,11,4,4,1,5,2,2,1,11,4,2,1,0,5,0,3,4,6,0.0,0.0,218,188,4,4,56.0,50.0,43.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-30-Chelsea-Stoke,premier-league,home,Chelsea,Stoke,30.12.2017,5,0,2017-2018,59%,41%,21,1,12,1,7,0,2,0,11,8,7,0,3,2,1,7,5,10,1.0,1.0,655,473,9,27,149.0,130.0,122.0,56.0,56%,44%,11,0,6,0,4,0,1,0,6,2,4,0,2,1,0,3,1,5,330,265,3,10,81.0,76.0,67.0,27.0,62%,38%,10,1,6,1,3,0,1,0,5,6,3,0,1,1,1,4,4,5,1.0,0.0,325,208,6,17,68.0,54.0,55.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-30-Huddersfield-Burnley,premier-league,home,Huddersfield,Burnley,30.12.2017,0,0,2017-2018,57%,43%,3,11,1,4,2,5,0,2,17,14,5,4,0,3,4,1,14,14,2.0,1.0,381,294,14,16,88.0,89.0,50.0,51.0,56%,44%,4,7,1,1,2,4,1,2,9,5,2,4,0,2,1,1,5,7,199,146,4,6,44.0,53.0,23.0,19.0,58%,42%,-1,4,0,3,0,1,-1,0,8,9,3,0,0,1,3,0,9,7,1.0,1.0,182,148,10,10,44.0,36.0,27.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-30-Liverpool-Leicester,premier-league,home,Liverpool,Leicester,30.12.2017,2,1,2017-2018,60%,40%,17,7,6,1,6,1,5,5,7,11,7,1,5,3,0,4,6,3,3.0,2.0,568,376,14,16,109.0,94.0,98.0,53.0,61%,39%,12,3,3,1,4,0,5,2,2,7,3,0,4,1,0,3,4,1,300,190,2,11,58.0,51.0,49.0,24.0,59%,41%,5,4,3,0,2,1,0,3,5,4,4,1,1,2,0,1,2,2,2.0,2.0,268,186,12,5,51.0,43.0,49.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-30-Manchester Utd-Southampton,premier-league,home,Manchester Utd,Southampton,30.12.2017,0,0,2017-2018,55%,45%,15,8,3,3,5,4,7,1,15,13,10,7,1,2,3,3,12,13,2.0,4.0,500,421,12,19,100.0,98.0,68.0,51.0,55%,45%,8,3,2,2,4,1,2,0,7,6,3,3,0,1,2,2,6,6,240,198,8,11,46.0,53.0,31.0,23.0,55%,45%,7,5,1,1,1,3,5,1,8,7,7,4,1,1,1,1,6,7,2.0,2.0,260,223,4,8,54.0,45.0,37.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-30-Newcastle-Brighton,premier-league,home,Newcastle,Brighton,30.12.2017,0,0,2017-2018,45%,55%,11,10,2,3,5,5,4,2,12,11,3,6,1,2,3,2,11,10,2.0,2.0,411,505,11,13,103.0,110.0,77.0,61.0,42%,58%,3,5,0,1,2,3,1,1,7,5,0,5,0,2,1,0,5,5,182,246,7,5,46.0,49.0,27.0,31.0,48%,52%,8,5,2,2,3,2,3,1,5,6,3,1,1,0,2,2,6,5,2.0,2.0,229,259,4,8,57.0,61.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-30-Watford-Swansea,premier-league,home,Watford,Swansea,30.12.2017,1,2,2017-2018,51%,49%,9,9,4,4,4,4,1,1,15,17,1,8,3,2,2,3,14,13,4.0,2.0,502,489,21,18,90.0,103.0,31.0,32.0,54%,46%,6,3,3,0,3,2,0,1,5,6,0,1,1,1,0,2,5,4,330,274,7,8,43.0,52.0,17.0,10.0,48%,52%,3,6,1,4,1,2,1,0,10,11,1,7,2,1,2,1,9,9,3.0,0.0,172,215,14,10,47.0,51.0,14.0,22.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-31-Crystal Palace-Manchester City,premier-league,home,Crystal Palace,Manchester City,31.12.2017,0,0,2017-2018,26%,74%,10,15,1,4,4,4,5,7,13,16,7,8,4,2,4,1,14,11,5.0,4.0,208,628,19,14,77.0,106.0,43.0,80.0,28%,72%,5,6,0,1,1,2,4,3,6,8,5,2,3,0,1,0,7,4,117,326,10,8,41.0,53.0,23.0,26.0,24%,76%,5,9,1,3,3,2,1,4,7,8,2,6,1,2,3,1,7,7,4.0,3.0,91,302,9,6,36.0,53.0,20.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-31-West Brom-Arsenal,premier-league,home,West Brom,Arsenal,31.12.2017,1,1,2017-2018,35%,65%,14,14,3,4,4,5,7,5,10,15,5,6,1,2,3,2,14,9,3.0,3.0,322,647,14,12,101.0,119.0,59.0,80.0,33%,67%,7,5,1,2,3,1,3,2,4,5,3,5,0,1,2,1,5,3,155,334,2,6,51.0,53.0,29.0,40.0,37%,63%,7,9,2,2,1,4,4,3,6,10,2,1,1,1,1,1,9,6,2.0,3.0,167,313,12,6,50.0,66.0,30.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-01-Brighton-Bournemouth,premier-league,home,Brighton,Bournemouth,01.01.2018,2,2,2017-2018,49%,51%,15,27,6,9,3,6,6,12,9,14,5,12,1,0,7,4,13,9,2.0,1.0,396,403,24,6,101.0,84.0,57.0,65.0,50%,50%,7,11,3,6,2,2,2,3,2,7,2,5,1,0,5,2,6,2,231,228,10,2,49.0,47.0,25.0,30.0,48%,52%,8,16,3,3,1,4,4,9,7,7,3,7,0,0,2,2,7,7,2.0,1.0,165,175,14,4,52.0,37.0,32.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-01-Burnley-Liverpool,premier-league,home,Burnley,Liverpool,01.01.2018,1,2,2017-2018,42%,58%,12,18,4,5,5,7,3,6,14,5,3,9,1,2,3,3,4,12,0.0,0.0,377,512,13,13,132.0,138.0,79.0,81.0,37%,63%,6,7,1,1,2,4,3,2,10,2,1,1,0,2,1,1,2,8,177,296,3,6,62.0,75.0,32.0,38.0,47%,53%,6,11,3,4,3,3,0,4,4,3,2,8,1,0,2,2,2,4,0.0,0.0,200,216,10,7,70.0,63.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-01-Everton-Manchester Utd,premier-league,home,Everton,Manchester Utd,01.01.2018,0,2,2017-2018,40%,60%,12,21,0,6,6,8,6,7,11,12,6,6,1,1,4,0,11,10,2.0,0.0,365,584,12,12,88.0,116.0,43.0,62.0,43%,57%,7,10,0,1,2,4,5,5,6,7,4,2,1,0,1,0,6,6,208,283,5,10,52.0,52.0,24.0,24.0,37%,63%,5,11,0,5,4,4,1,2,5,5,2,4,0,1,3,0,5,4,1.0,0.0,157,301,7,2,36.0,64.0,19.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-01-Leicester-Huddersfield,premier-league,home,Leicester,Huddersfield,01.01.2018,3,0,2017-2018,51%,49%,11,6,5,1,6,3,0,2,10,11,4,1,4,1,1,2,7,9,1.0,1.0,489,451,14,28,109.0,106.0,95.0,51.0,49%,51%,3,2,0,1,2,1,1,0,4,6,1,0,2,1,1,0,4,3,230,230,9,18,55.0,56.0,42.0,25.0,53%,47%,8,4,5,0,4,2,-1,2,6,5,3,1,2,0,0,2,3,6,0.0,1.0,259,221,5,10,54.0,50.0,53.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-01-Stoke-Newcastle,premier-league,home,Stoke,Newcastle,01.01.2018,0,1,2017-2018,59%,41%,11,13,4,6,3,4,4,3,11,12,10,5,2,0,5,4,10,11,3.0,1.0,461,338,13,16,108.0,91.0,87.0,70.0,56%,44%,3,9,1,4,1,2,1,3,5,4,4,4,1,0,4,1,3,5,258,199,8,8,59.0,53.0,32.0,33.0,62%,38%,8,4,3,2,2,2,3,0,6,8,6,1,1,0,1,3,7,6,3.0,0.0,203,139,5,8,49.0,38.0,55.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-02-Manchester City-Watford,premier-league,home,Manchester City,Watford,02.01.2018,3,1,2017-2018,77%,23%,17,7,7,4,7,2,3,1,14,9,9,1,1,3,3,4,8,12,1.0,1.0,854,261,15,25,134.0,87.0,88.0,29.0,76%,24%,9,4,5,3,4,1,0,0,7,4,2,1,0,0,3,3,4,7,377,120,10,9,59.0,42.0,33.0,19.0,78%,22%,8,3,2,1,3,1,3,1,7,5,7,0,1,3,0,1,4,5,0.0,1.0,477,141,5,16,75.0,45.0,55.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-02-Southampton-Crystal Palace,premier-league,home,Southampton,Crystal Palace,02.01.2018,1,2,2017-2018,61%,39%,10,11,3,4,7,4,0,3,11,9,4,7,1,0,2,2,8,11,0.0,1.0,559,352,26,15,180.0,127.0,106.0,92.0,63%,37%,7,3,2,1,5,1,0,1,5,4,2,3,0,0,1,1,4,5,325,189,12,10,103.0,69.0,58.0,39.0,59%,41%,3,8,1,3,2,3,0,2,6,5,2,4,1,0,1,1,4,6,0.0,1.0,234,163,14,5,77.0,58.0,48.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-02-Swansea-Tottenham,premier-league,home,Swansea,Tottenham,02.01.2018,0,2,2017-2018,33%,67%,8,12,1,5,5,5,2,2,11,16,6,5,4,2,3,1,12,9,2.0,2.0,315,672,18,20,82.0,125.0,32.0,56.0,28%,72%,2,3,0,1,2,2,0,0,6,6,1,0,1,2,0,0,5,4,161,419,9,10,38.0,74.0,9.0,22.0,38%,62%,6,9,1,4,3,3,2,2,5,10,5,5,3,0,3,1,7,5,1.0,1.0,154,253,9,10,44.0,51.0,23.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
