match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Total Passes,opponent 1st half Total Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
premier-league-2017-2018-2017-09-25-Arsenal-West Brom,premier-league,home,Arsenal,West Brom,25.09.2017,2,0,2017-2018,69%,31%,16,7,6,3,6,3,4,1,16,8,7,4,0,0,3,4,8,17,1.0,4.0,615,272,15,16,106.0,72.0,60.0,33.0,67%,33%,5,7,2,3,3,3,0,1,7,4,2,3,0,0,3,1,4,7,290,133,5,9,55.0,29.0,19.0,16.0,71%,29%,11,0,4,0,3,0,4,0,9,4,5,1,0,0,0,3,4,10,0.0,3.0,325,139,10,7,51.0,43.0,41.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-09-30-Bournemouth-Leicester,premier-league,home,Bournemouth,Leicester,30.09.2017,0,0,2017-2018,61%,39%,19,8,4,1,10,4,5,3,13,7,7,5,1,3,1,4,6,10,1.0,0.0,542,346,14,15,104.0,88.0,89.0,70.0,62%,38%,7,2,0,0,6,1,1,1,7,4,2,2,0,1,0,0,4,6,289,173,4,5,42.0,44.0,27.0,34.0,60%,40%,12,6,4,1,4,3,4,2,6,3,5,3,1,2,1,4,2,4,0.0,0.0,253,173,10,10,62.0,44.0,62.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-09-30-Chelsea-Manchester City,premier-league,home,Chelsea,Manchester City,30.09.2017,0,1,2017-2018,38%,62%,4,17,2,6,2,6,0,5,13,16,4,8,8,0,5,2,8,13,0.0,2.0,395,653,18,20,84.0,92.0,39.0,60.0,34%,66%,2,9,1,3,1,4,0,2,6,11,2,3,5,0,3,1,6,6,177,346,12,11,37.0,53.0,22.0,29.0,42%,58%,2,8,1,3,1,2,0,3,7,5,2,5,3,0,2,1,2,7,0.0,2.0,218,307,6,9,47.0,39.0,17.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-09-30-Huddersfield-Tottenham,premier-league,home,Huddersfield,Tottenham,30.09.2017,0,4,2017-2018,41%,59%,6,14,1,7,2,5,3,2,6,11,4,7,4,2,3,1,7,4,1.0,1.0,368,558,25,16,88.0,93.0,44.0,56.0,37%,63%,4,9,1,4,1,4,2,1,4,6,3,4,1,2,1,1,5,2,164,286,16,6,42.0,49.0,26.0,32.0,45%,55%,2,5,0,3,1,1,1,1,2,5,1,3,3,0,2,0,2,2,1.0,1.0,204,272,9,10,46.0,44.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-09-30-Manchester Utd-Crystal Palace,premier-league,home,Manchester Utd,Crystal Palace,30.09.2017,4,0,2017-2018,60%,40%,18,6,7,1,6,4,5,1,10,8,6,5,2,1,1,3,6,9,0.0,0.0,566,377,18,17,91.0,70.0,50.0,40.0,68%,32%,10,2,3,1,4,1,3,0,4,3,3,4,1,1,1,1,2,3,349,157,7,8,55.0,32.0,27.0,19.0,52%,48%,8,4,4,0,2,3,2,1,6,5,3,1,1,0,0,2,4,6,0.0,0.0,217,220,11,9,36.0,38.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-09-30-Stoke-Southampton,premier-league,home,Stoke,Southampton,30.09.2017,2,1,2017-2018,30%,70%,17,21,6,3,1,12,10,6,12,12,5,6,1,3,2,4,11,10,1.0,2.0,262,620,14,13,107.0,150.0,70.0,93.0,32%,68%,13,7,4,1,1,4,8,2,3,5,3,3,0,1,1,3,5,3,145,306,7,9,50.0,60.0,36.0,38.0,28%,72%,4,14,2,2,0,8,2,4,9,7,2,3,1,2,1,1,6,7,0.0,2.0,117,314,7,4,57.0,90.0,34.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-09-30-West Brom-Watford,premier-league,home,West Brom,Watford,30.09.2017,2,2,2017-2018,34%,66%,9,15,4,3,3,6,2,6,12,13,7,6,1,1,1,2,12,11,3.0,0.0,295,552,23,20,92.0,117.0,63.0,104.0,33%,67%,5,8,2,2,2,5,1,1,5,5,2,3,1,0,1,0,4,5,19,65,2,3,47.0,54.0,22.0,40.0,35%,65%,4,7,2,1,1,1,1,5,7,8,5,3,0,1,0,2,8,6,3.0,0.0,276,487,21,17,45.0,63.0,41.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-09-30-West Ham-Swansea,premier-league,home,West Ham,Swansea,30.09.2017,1,0,2017-2018,43%,57%,9,6,4,1,3,3,2,2,13,16,2,1,1,0,1,3,15,13,3.0,2.0,375,501,22,14,78.0,89.0,36.0,24.0,39%,61%,3,4,3,1,0,1,0,2,7,7,1,0,0,0,1,3,7,7,182,289,8,5,32.0,44.0,13.0,13.0,47%,53%,6,2,1,0,3,2,2,0,6,9,1,1,1,0,0,0,8,6,3.0,1.0,193,212,14,9,46.0,45.0,23.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-01-Arsenal-Brighton,premier-league,home,Arsenal,Brighton,01.10.2017,2,0,2017-2018,65%,35%,25,9,12,1,8,5,5,3,11,9,6,5,2,3,1,10,7,8,0.0,2.0,697,356,15,10,90.0,70.0,73.0,43.0,65%,35%,13,4,7,0,3,3,3,1,8,3,2,4,0,2,0,6,3,6,343,168,7,6,48.0,34.0,38.0,20.0,65%,35%,12,5,5,1,5,2,2,2,3,6,4,1,2,1,1,4,4,2,0.0,0.0,354,188,8,4,42.0,36.0,35.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-01-Everton-Burnley,premier-league,home,Everton,Burnley,01.10.2017,0,1,2017-2018,63%,37%,23,5,4,2,11,1,8,2,8,16,9,3,1,1,1,4,14,7,2.0,2.0,501,295,8,17,83.0,75.0,60.0,31.0,56%,44%,8,5,2,2,3,1,3,2,5,7,3,3,1,1,1,2,5,4,230,176,4,11,37.0,40.0,24.0,17.0,70%,30%,15,0,2,0,8,0,5,0,3,9,6,0,0,0,0,2,9,3,2.0,0.0,271,119,4,6,46.0,35.0,36.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-01-Newcastle-Liverpool,premier-league,home,Newcastle,Liverpool,01.10.2017,1,1,2017-2018,32%,68%,8,17,4,2,1,9,3,6,7,13,1,5,1,2,1,3,11,6,1.0,1.0,295,613,13,15,94.0,136.0,36.0,97.0,39%,61%,5,8,4,1,0,4,1,3,0,5,0,3,0,0,0,3,5,0,199,304,9,9,49.0,72.0,15.0,50.0,25%,75%,3,9,0,1,1,5,2,3,7,8,1,2,1,2,1,0,6,6,1.0,1.0,96,309,4,6,45.0,64.0,21.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-14-Burnley-West Ham,premier-league,home,Burnley,West Ham,14.10.2017,1,1,2017-2018,62%,38%,20,8,5,6,8,1,7,1,15,12,7,4,2,1,5,4,11,14,2.0,4.0,456,284,12,9,119.0,101.0,100.0,51.0,60%,40%,8,3,2,3,4,0,2,0,9,5,3,2,0,1,2,2,6,8,237,152,3,4,51.0,40.0,39.0,17.0,64%,36%,12,5,3,3,4,1,5,1,6,7,4,2,2,0,3,2,5,6,1.0,2.0,219,132,9,5,68.0,61.0,61.0,34.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-14-Crystal Palace-Chelsea,premier-league,home,Crystal Palace,Chelsea,14.10.2017,2,1,2017-2018,43%,57%,14,15,5,5,6,6,3,4,12,8,5,8,1,6,4,3,7,6,2.0,1.0,431,559,23,24,82.0,95.0,50.0,56.0,45%,55%,5,3,2,1,2,1,1,1,4,4,4,3,0,3,0,0,4,1,235,284,10,12,43.0,39.0,26.0,19.0,41%,59%,9,12,3,4,4,5,2,3,8,4,1,5,1,3,4,3,3,5,2.0,1.0,196,275,13,12,39.0,56.0,24.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-14-Liverpool-Manchester Utd,premier-league,home,Liverpool,Manchester Utd,14.10.2017,0,0,2017-2018,62%,38%,19,6,5,1,8,2,6,3,14,10,7,3,3,1,1,5,7,13,0.0,2.0,580,354,16,20,88.0,83.0,66.0,28.0,62%,38%,9,5,5,1,2,2,2,2,7,4,1,3,2,1,1,5,2,6,330,185,9,11,48.0,41.0,30.0,18.0,62%,38%,10,1,0,0,6,0,4,1,7,6,6,0,1,0,0,0,5,7,0.0,2.0,250,169,7,9,40.0,42.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-14-Manchester City-Stoke,premier-league,home,Manchester City,Stoke,14.10.2017,7,2,2017-2018,79%,21%,20,5,11,1,9,3,0,1,9,7,5,0,2,1,0,4,5,8,0.0,1.0,892,231,12,12,122.0,66.0,96.0,31.0,84%,16%,11,2,6,1,5,1,0,0,4,5,3,0,2,0,0,3,3,4,501,99,6,6,68.0,29.0,60.0,13.0,74%,26%,9,3,5,0,4,2,0,1,5,2,2,0,0,1,0,1,2,4,0.0,1.0,391,132,6,6,54.0,37.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-14-Swansea-Huddersfield,premier-league,home,Swansea,Huddersfield,14.10.2017,2,0,2017-2018,40%,60%,7,7,3,2,2,1,2,4,17,13,5,3,1,0,2,1,12,16,1.0,5.0,360,539,15,16,86.0,89.0,76.0,59.0,42%,58%,4,3,2,1,1,1,1,1,10,7,3,2,1,0,1,1,6,10,173,242,7,7,47.0,37.0,42.0,29.0,38%,62%,3,4,1,1,1,0,1,3,7,6,2,1,0,0,1,0,6,6,0.0,1.0,187,297,8,9,39.0,52.0,34.0,30.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-14-Tottenham-Bournemouth,premier-league,home,Tottenham,Bournemouth,14.10.2017,1,0,2017-2018,73%,27%,18,5,6,1,4,3,8,1,8,12,9,5,3,1,1,5,9,7,1.0,3.0,688,254,19,11,121.0,61.0,82.0,26.0,75%,25%,6,2,1,0,2,1,3,1,5,6,3,2,1,0,0,1,5,5,373,129,12,7,66.0,33.0,37.0,10.0,71%,29%,12,3,5,1,2,2,5,0,3,6,6,3,2,1,1,4,4,2,1.0,1.0,315,125,7,4,55.0,28.0,45.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-14-Watford-Arsenal,premier-league,home,Watford,Arsenal,14.10.2017,2,1,2017-2018,46%,54%,11,9,2,6,6,3,3,0,9,8,2,5,1,0,5,0,8,10,1.0,0.0,465,552,15,18,82.0,83.0,45.0,44.0,42%,58%,2,5,0,3,2,2,0,0,6,4,0,1,0,0,2,0,4,6,242,337,9,12,39.0,47.0,12.0,25.0,50%,50%,9,4,2,3,4,1,3,0,3,4,2,4,1,0,3,0,4,4,1.0,0.0,223,215,6,6,43.0,36.0,33.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-15-Brighton-Everton,premier-league,home,Brighton,Everton,15.10.2017,1,1,2017-2018,47%,53%,12,13,3,6,3,5,6,2,11,16,7,1,5,1,5,2,12,10,4.0,1.0,385,451,18,20,122.0,130.0,66.0,61.0,45%,55%,3,5,0,1,1,2,2,2,3,9,2,1,4,0,1,0,5,3,216,261,8,9,61.0,73.0,23.0,30.0,49%,51%,9,8,3,5,2,3,4,0,8,7,5,0,1,1,4,2,7,7,4.0,1.0,169,190,10,11,61.0,57.0,43.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-15-Southampton-Newcastle,premier-league,home,Southampton,Newcastle,15.10.2017,2,2,2017-2018,62%,38%,12,19,2,5,6,8,4,6,10,12,3,8,1,0,3,0,11,12,1.0,2.0,583,347,12,14,100.0,77.0,56.0,48.0,66%,34%,8,6,0,1,5,4,3,1,7,3,2,3,0,0,0,0,3,8,329,168,1,7,58.0,31.0,34.0,13.0,58%,42%,4,13,2,4,1,4,1,5,3,9,1,5,1,0,3,0,8,4,1.0,1.0,254,179,11,7,42.0,46.0,22.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-16-Leicester-West Brom,premier-league,home,Leicester,West Brom,16.10.2017,1,1,2017-2018,57%,43%,11,5,3,1,4,3,4,1,7,14,4,1,1,1,0,2,13,6,2.0,2.0,486,378,21,15,103.0,85.0,57.0,32.0,61%,39%,5,2,1,0,2,2,2,0,4,4,1,0,0,1,0,1,4,3,288,188,10,8,58.0,39.0,25.0,10.0,53%,47%,6,3,2,1,2,1,2,1,3,10,3,1,1,0,0,1,9,3,2.0,1.0,198,190,11,7,45.0,46.0,32.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-20-West Ham-Brighton,premier-league,home,West Ham,Brighton,20.10.2017,0,3,2017-2018,65%,35%,16,7,2,5,5,1,9,1,14,7,10,3,3,1,2,2,5,13,1.0,0.0,604,337,15,10,130.0,87.0,114.0,44.0,66%,34%,9,4,1,3,3,1,5,0,5,4,6,1,1,1,1,1,3,4,308,169,5,6,68.0,50.0,58.0,21.0,64%,36%,7,3,1,2,2,0,4,1,9,3,4,2,2,0,1,1,2,9,0.0,0.0,296,168,10,4,62.0,37.0,56.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-21-Chelsea-Watford,premier-league,home,Chelsea,Watford,21.10.2017,4,2,2017-2018,53%,47%,14,16,8,5,5,6,1,5,19,19,6,6,6,3,3,4,13,16,2.0,3.0,462,406,21,17,86.0,83.0,52.0,54.0,50%,50%,8,6,5,3,2,2,1,1,9,10,4,1,3,2,2,4,7,7,253,246,10,8,37.0,46.0,23.0,27.0,56%,44%,6,10,3,2,3,4,0,4,10,9,2,5,3,1,1,0,6,9,1.0,1.0,209,160,11,9,49.0,37.0,29.0,27.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-21-Huddersfield-Manchester Utd,premier-league,home,Huddersfield,Manchester Utd,21.10.2017,2,1,2017-2018,22%,78%,5,9,3,3,0,3,2,3,15,12,4,7,2,3,2,1,10,12,4.0,2.0,210,741,24,11,64.0,106.0,36.0,66.0,23%,77%,4,5,3,1,0,2,1,2,6,5,2,5,0,0,1,1,5,6,117,379,13,5,27.0,42.0,17.0,27.0,21%,79%,1,4,0,2,0,1,1,1,9,7,2,2,2,3,1,0,5,6,2.0,1.0,93,362,11,6,37.0,64.0,19.0,39.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-21-Manchester City-Burnley,premier-league,home,Manchester City,Burnley,21.10.2017,3,0,2017-2018,78%,22%,15,6,10,0,4,3,1,3,7,11,4,5,1,2,0,7,10,6,2.0,3.0,802,220,9,16,120.0,69.0,93.0,59.0,80%,20%,9,3,6,0,2,1,1,2,3,6,2,1,0,2,0,5,6,2,395,99,6,4,58.0,35.0,49.0,31.0,76%,24%,6,3,4,0,2,2,0,1,4,5,2,4,1,0,0,2,4,4,0.0,2.0,407,121,3,12,62.0,34.0,44.0,28.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-21-Newcastle-Crystal Palace,premier-league,home,Newcastle,Crystal Palace,21.10.2017,1,0,2017-2018,55%,45%,7,10,3,0,1,7,3,3,15,12,3,5,0,1,0,2,12,14,4.0,2.0,453,365,16,16,90.0,94.0,57.0,72.0,50%,50%,3,7,0,0,1,4,2,3,6,4,1,3,0,0,0,0,4,6,208,198,10,6,47.0,45.0,28.0,37.0,60%,40%,4,3,3,0,0,3,1,0,9,8,2,2,0,1,0,2,8,8,2.0,0.0,245,167,6,10,43.0,49.0,29.0,35.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-21-Southampton-West Brom,premier-league,home,Southampton,West Brom,21.10.2017,1,0,2017-2018,66%,34%,20,7,6,2,11,4,3,1,9,12,8,3,2,1,2,5,10,8,0.0,1.0,590,305,20,9,106.0,90.0,75.0,31.0,66%,34%,9,3,2,0,6,2,1,1,3,7,7,1,1,1,0,2,6,2,273,139,8,6,48.0,40.0,40.0,9.0,66%,34%,11,4,4,2,5,2,2,0,6,5,1,2,1,0,2,3,4,6,0.0,1.0,317,166,12,3,58.0,50.0,35.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-21-Stoke-Bournemouth,premier-league,home,Stoke,Bournemouth,21.10.2017,1,2,2017-2018,52%,48%,11,7,3,3,6,3,2,1,11,21,8,3,4,1,1,2,17,10,0.0,1.0,407,391,11,17,151.0,124.0,108.0,58.0,44%,56%,4,5,1,3,2,1,1,1,5,10,3,2,1,1,1,1,9,4,197,255,6,12,69.0,77.0,45.0,41.0,60%,40%,7,2,2,0,4,2,1,0,6,11,5,1,3,0,0,1,8,6,0.0,1.0,210,136,5,5,82.0,47.0,63.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-21-Swansea-Leicester,premier-league,home,Swansea,Leicester,21.10.2017,1,2,2017-2018,56%,44%,19,11,4,6,8,3,7,2,12,6,7,6,0,3,4,3,6,9,0.0,1.0,463,381,17,23,100.0,98.0,41.0,41.0,50%,50%,6,6,1,4,2,0,3,2,5,2,4,3,0,0,3,1,2,5,239,242,6,13,52.0,52.0,21.0,24.0,62%,38%,13,5,3,2,6,3,4,0,7,4,3,3,0,3,1,2,4,4,0.0,0.0,224,139,11,10,48.0,46.0,20.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-22-Everton-Arsenal,premier-league,home,Everton,Arsenal,22.10.2017,2,5,2017-2018,32%,68%,9,30,3,14,4,8,2,8,15,16,0,7,2,1,9,1,14,14,3.0,1.0,287,616,8,12,92.0,101.0,35.0,74.0,28%,72%,3,17,1,9,1,3,1,5,6,9,0,6,1,1,8,0,8,5,135,356,5,8,47.0,55.0,15.0,45.0,36%,64%,6,13,2,5,3,5,1,3,9,7,0,1,1,0,1,1,6,9,1.0,1.0,152,260,3,4,45.0,46.0,20.0,29.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-22-Tottenham-Liverpool,premier-league,home,Tottenham,Liverpool,22.10.2017,4,1,2017-2018,36%,64%,14,12,6,7,5,1,3,4,10,2,3,5,1,2,6,2,2,8,0.0,1.0,359,629,22,26,86.0,136.0,48.0,62.0,37%,63%,8,5,4,2,2,1,2,2,5,0,0,3,1,1,1,1,0,4,181,298,12,10,49.0,67.0,30.0,28.0,35%,65%,6,7,2,5,3,0,1,2,5,2,3,2,0,1,5,1,2,4,0.0,0.0,178,331,10,16,37.0,69.0,18.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-28-Arsenal-Swansea,premier-league,home,Arsenal,Swansea,28.10.2017,2,1,2017-2018,73%,27%,17,4,5,2,8,2,4,0,10,11,5,2,2,1,1,3,9,9,0.0,0.0,805,300,16,14,198.0,116.0,153.0,46.0,77%,23%,7,3,2,2,2,1,3,0,4,5,5,1,0,0,1,2,5,4,440,131,7,6,106.0,60.0,81.0,29.0,69%,31%,10,1,3,0,6,1,1,0,6,6,0,1,2,1,0,1,4,5,0.0,0.0,365,169,9,8,92.0,56.0,72.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-28-Bournemouth-Chelsea,premier-league,home,Bournemouth,Chelsea,28.10.2017,0,1,2017-2018,42%,58%,7,18,1,5,3,7,3,6,10,5,5,5,0,5,4,1,5,5,2.0,0.0,460,652,7,16,84.0,93.0,36.0,61.0,37%,63%,1,12,0,3,0,3,1,6,8,2,3,5,0,3,3,0,2,5,207,353,4,5,39.0,53.0,12.0,38.0,47%,53%,6,6,1,2,3,4,2,0,2,3,2,0,0,2,1,1,3,0,2.0,0.0,253,299,3,11,45.0,40.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-28-Crystal Palace-West Ham,premier-league,home,Crystal Palace,West Ham,28.10.2017,2,2,2017-2018,57%,43%,19,6,9,2,7,3,3,1,15,20,11,2,3,1,0,7,18,15,1.0,2.0,411,317,21,22,100.0,87.0,56.0,31.0,52%,48%,5,3,3,2,2,1,0,0,7,6,4,1,1,0,0,3,6,7,207,193,11,14,52.0,54.0,22.0,12.0,62%,38%,14,3,6,0,5,2,3,1,8,14,7,1,2,1,0,4,12,8,1.0,1.0,204,124,10,8,48.0,33.0,34.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-28-Liverpool-Huddersfield,premier-league,home,Liverpool,Huddersfield,28.10.2017,3,0,2017-2018,73%,27%,16,1,8,0,6,1,2,0,8,10,9,2,0,1,0,5,10,8,0.0,1.0,766,280,14,13,175.0,100.0,91.0,24.0,78%,22%,6,0,3,0,2,0,1,0,3,6,2,2,0,0,0,3,6,4,429,123,5,8,94.0,50.0,47.0,15.0,68%,32%,10,1,5,0,4,1,1,0,5,4,7,0,0,1,0,2,4,4,0.0,0.0,337,157,9,5,81.0,50.0,44.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-28-Manchester Utd-Tottenham,premier-league,home,Manchester Utd,Tottenham,28.10.2017,1,0,2017-2018,45%,55%,11,13,3,4,5,5,3,4,15,14,6,3,2,1,4,2,12,14,1.0,0.0,405,509,9,11,95.0,96.0,59.0,51.0,46%,54%,2,10,1,4,0,3,1,3,7,8,2,3,2,0,4,1,6,7,227,260,7,4,51.0,48.0,22.0,25.0,44%,56%,9,3,2,0,5,2,2,1,8,6,4,0,0,1,0,1,6,7,1.0,0.0,178,249,2,7,44.0,48.0,37.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-28-Watford-Stoke,premier-league,home,Watford,Stoke,28.10.2017,0,1,2017-2018,70%,30%,15,6,0,2,7,3,8,1,11,13,8,1,4,2,1,0,10,9,4.0,4.0,561,249,11,18,128.0,78.0,104.0,52.0,66%,34%,0,2,0,1,0,0,0,1,6,7,3,1,3,1,0,0,5,5,282,148,8,11,69.0,44.0,47.0,30.0,74%,26%,15,4,0,1,7,3,8,0,5,6,5,0,1,1,1,0,5,4,4.0,4.0,279,101,3,7,59.0,34.0,57.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-28-West Brom-Manchester City,premier-league,home,West Brom,Manchester City,28.10.2017,2,3,2017-2018,22%,78%,7,15,4,5,1,8,2,2,8,15,1,2,5,1,2,2,10,7,2.0,3.0,254,929,21,16,71.0,125.0,30.0,70.0,20%,80%,3,9,2,3,1,5,0,1,5,5,1,1,1,1,1,1,4,4,115,450,14,9,36.0,57.0,14.0,37.0,24%,76%,4,6,2,2,0,3,2,1,3,10,0,1,4,0,1,1,6,3,1.0,3.0,139,479,7,7,35.0,68.0,16.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-29-Brighton-Southampton,premier-league,home,Brighton,Southampton,29.10.2017,1,1,2017-2018,52%,48%,7,6,2,1,4,2,1,3,11,9,2,7,0,1,0,1,9,10,3.0,1.0,490,450,18,15,108.0,97.0,54.0,55.0,52%,48%,3,3,1,1,2,1,0,1,7,4,0,2,0,1,0,1,4,6,281,251,8,8,64.0,40.0,30.0,16.0,52%,48%,4,3,1,0,2,1,1,2,4,5,2,5,0,0,0,0,5,4,3.0,1.0,209,199,10,7,44.0,57.0,24.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
