match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,2nd half Yellow Cards,opponent 2nd half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards
bundesliga-2018-2019-2018-12-02-Eintracht Frankfurt-Wolfsburg,bundesliga,home,Eintracht Frankfurt,Wolfsburg,02.12.2018,1,2,2018-2019,54%,46%,13.0,10.0,2.0,3.0,8.0,3.0,3.0,4.0,10.0,11.0,9.0,3.0,2.0,4.0,1.0,1.0,10.0,9.0,3.0,7.0,363.0,323.0,240.0,196.0,11.0,14.0,128.0,103.0,73.0,38.0,50%,50%,5.0,4.0,0.0,1.0,4.0,2.0,1.0,1.0,5.0,7.0,4.0,0.0,1.0,2.0,0.0,0.0,7.0,4.0,1.0,3.0,177.0,187.0,114.0,117.0,6.0,9.0,71.0,54.0,31.0,11.0,58%,42%,8.0,6.0,2.0,2.0,4.0,1.0,2.0,3.0,5.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,186.0,136.0,126.0,79.0,5.0,5.0,57.0,49.0,42.0,27.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-02-RB Leipzig-B. Monchengladbach,bundesliga,home,RB Leipzig,B. Monchengladbach,02.12.2018,2,0,2018-2019,46%,54%,14.0,7.0,6.0,4.0,5.0,2.0,3.0,1.0,9.0,9.0,5.0,4.0,1.0,3.0,4.0,4.0,9.0,9.0,2.0,2.0,644.0,755.0,368.0,479.0,10.0,15.0,113.0,130.0,43.0,36.0,47%,53%,9.0,5.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,4.0,0.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,242.0,278.0,199.0,229.0,4.0,10.0,68.0,53.0,28.0,15.0,45%,55%,5.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,5.0,6.0,1.0,4.0,0.0,2.0,1.0,3.0,6.0,5.0,402.0,477.0,169.0,250.0,6.0,5.0,45.0,77.0,15.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-03-Nurnberg-Bayer Leverkusen,bundesliga,home,Nurnberg,Bayer Leverkusen,03.12.2018,1,1,2018-2019,30%,70%,11.0,20.0,4.0,6.0,3.0,9.0,4.0,5.0,13.0,15.0,3.0,6.0,1.0,0.0,5.0,3.0,14.0,10.0,3.0,2.0,257.0,589.0,177.0,486.0,19.0,15.0,116.0,153.0,34.0,58.0,27%,73%,6.0,6.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,7.0,0.0,2.0,1.0,0.0,1.0,1.0,6.0,4.0,2.0,1.0,111.0,293.0,56.0,230.0,12.0,8.0,44.0,79.0,12.0,33.0,33%,67%,5.0,14.0,3.0,4.0,0.0,6.0,2.0,4.0,9.0,8.0,3.0,4.0,0.0,0.0,4.0,2.0,8.0,6.0,146.0,296.0,121.0,256.0,7.0,7.0,72.0,74.0,22.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-07-Werder Bremen-Dusseldorf,bundesliga,home,Werder Bremen,Dusseldorf,07.12.2018,3,1,2018-2019,69%,31%,22.0,12.0,9.0,3.0,8.0,6.0,5.0,3.0,19.0,13.0,6.0,4.0,0.0,1.0,2.0,6.0,13.0,18.0,3.0,4.0,673.0,301.0,594.0,224.0,15.0,12.0,154.0,92.0,67.0,28.0,73%,27%,10.0,4.0,2.0,1.0,5.0,3.0,3.0,0.0,8.0,6.0,3.0,3.0,0.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,338.0,121.0,298.0,84.0,4.0,3.0,67.0,43.0,25.0,14.0,65%,35%,12.0,8.0,7.0,2.0,3.0,3.0,2.0,3.0,11.0,7.0,3.0,1.0,0.0,0.0,2.0,5.0,6.0,10.0,335.0,180.0,296.0,140.0,11.0,9.0,87.0,49.0,42.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-08-Bayer Leverkusen-Augsburg,bundesliga,home,Bayer Leverkusen,Augsburg,08.12.2018,1,0,2018-2019,59%,41%,21.0,13.0,7.0,1.0,7.0,7.0,7.0,5.0,19.0,11.0,4.0,2.0,1.0,1.0,1.0,6.0,11.0,17.0,1.0,2.0,571.0,338.0,452.0,227.0,18.0,17.0,145.0,102.0,83.0,33.0,64%,36%,11.0,6.0,3.0,1.0,5.0,4.0,3.0,1.0,7.0,6.0,2.0,1.0,1.0,0.0,1.0,3.0,5.0,7.0,0.0,0.0,285.0,172.0,227.0,115.0,5.0,8.0,74.0,41.0,46.0,11.0,54%,46%,10.0,7.0,4.0,0.0,2.0,3.0,4.0,4.0,12.0,5.0,2.0,1.0,0.0,1.0,0.0,3.0,6.0,10.0,286.0,166.0,225.0,112.0,13.0,9.0,71.0,61.0,37.0,22.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-08-Bayern Munich-Nurnberg,bundesliga,home,Bayern Munich,Nurnberg,08.12.2018,3,0,2018-2019,76%,24%,20.0,4.0,8.0,1.0,8.0,2.0,4.0,1.0,7.0,11.0,11.0,1.0,2.0,1.0,1.0,5.0,9.0,6.0,1.0,0.0,848.0,266.0,784.0,188.0,13.0,17.0,183.0,55.0,102.0,18.0,77%,23%,10.0,2.0,5.0,0.0,4.0,2.0,1.0,0.0,4.0,8.0,7.0,0.0,1.0,1.0,0.0,3.0,7.0,3.0,0.0,0.0,449.0,134.0,416.0,90.0,4.0,9.0,101.0,27.0,51.0,2.0,75%,25%,10.0,2.0,3.0,1.0,4.0,0.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,399.0,132.0,368.0,98.0,9.0,8.0,82.0,28.0,51.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-08-Freiburg-RB Leipzig,bundesliga,home,Freiburg,RB Leipzig,08.12.2018,3,0,2018-2019,41%,59%,12.0,15.0,9.0,4.0,1.0,5.0,2.0,6.0,17.0,13.0,3.0,12.0,3.0,2.0,4.0,6.0,9.0,16.0,1.0,2.0,340.0,478.0,224.0,343.0,17.0,14.0,101.0,144.0,28.0,56.0,43%,57%,5.0,6.0,4.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,3.0,5.0,2.0,0.0,1.0,2.0,3.0,6.0,0.0,2.0,165.0,219.0,110.0,155.0,13.0,9.0,43.0,65.0,18.0,24.0,39%,61%,7.0,9.0,5.0,3.0,1.0,3.0,1.0,3.0,12.0,7.0,0.0,7.0,1.0,2.0,3.0,4.0,6.0,10.0,175.0,259.0,114.0,188.0,4.0,5.0,58.0,79.0,10.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-08-Hertha Berlin-Eintracht Frankfurt,bundesliga,home,Hertha Berlin,Eintracht Frankfurt,08.12.2018,1,0,2018-2019,39%,61%,7.0,18.0,4.0,4.0,3.0,7.0,0.0,7.0,17.0,23.0,5.0,9.0,5.0,3.0,4.0,3.0,15.0,14.0,1.0,0.0,297.0,454.0,212.0,353.0,16.0,11.0,77.0,137.0,32.0,65.0,52%,48%,6.0,8.0,3.0,2.0,3.0,3.0,0.0,3.0,14.0,11.0,3.0,3.0,2.0,2.0,2.0,2.0,8.0,12.0,0.0,0.0,193.0,180.0,153.0,131.0,6.0,6.0,43.0,53.0,24.0,18.0,26%,74%,1.0,10.0,1.0,2.0,0.0,4.0,0.0,4.0,3.0,12.0,2.0,6.0,3.0,1.0,2.0,1.0,7.0,2.0,104.0,274.0,59.0,222.0,10.0,5.0,34.0,84.0,8.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-08-Schalke-Dortmund,bundesliga,home,Schalke,Dortmund,08.12.2018,1,2,2018-2019,47%,53%,6.0,10.0,3.0,3.0,2.0,4.0,1.0,3.0,10.0,15.0,3.0,1.0,1.0,1.0,1.0,2.0,12.0,9.0,4.0,3.0,431.0,488.0,365.0,417.0,24.0,21.0,94.0,114.0,31.0,45.0,50%,50%,3.0,6.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,2.0,1.0,236.0,234.0,203.0,200.0,10.0,9.0,56.0,43.0,17.0,14.0,44%,56%,3.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,4.0,195.0,254.0,162.0,217.0,14.0,12.0,38.0,71.0,14.0,31.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-08-Wolfsburg-Hoffenheim,bundesliga,home,Wolfsburg,Hoffenheim,08.12.2018,2,2,2018-2019,52%,48%,10.0,19.0,3.0,6.0,5.0,4.0,2.0,9.0,10.0,11.0,6.0,4.0,1.0,0.0,4.0,1.0,9.0,9.0,1.0,2.0,477.0,439.0,399.0,359.0,14.0,21.0,112.0,111.0,41.0,46.0,64%,36%,5.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,303.0,170.0,273.0,135.0,4.0,11.0,77.0,29.0,28.0,14.0,40%,60%,5.0,15.0,1.0,5.0,3.0,3.0,1.0,7.0,4.0,9.0,2.0,2.0,1.0,0.0,4.0,1.0,7.0,4.0,174.0,269.0,126.0,224.0,10.0,10.0,35.0,82.0,13.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-09-B. Monchengladbach-Stuttgart,bundesliga,home,B. Monchengladbach,Stuttgart,09.12.2018,3,0,2018-2019,71%,29%,23.0,7.0,7.0,2.0,7.0,4.0,9.0,1.0,13.0,8.0,7.0,4.0,5.0,3.0,2.0,5.0,7.0,12.0,2.0,4.0,727.0,289.0,663.0,224.0,5.0,9.0,151.0,56.0,53.0,19.0,73%,27%,13.0,6.0,5.0,2.0,3.0,3.0,5.0,1.0,8.0,4.0,6.0,2.0,3.0,2.0,2.0,5.0,3.0,8.0,1.0,2.0,369.0,134.0,331.0,99.0,5.0,5.0,79.0,27.0,28.0,9.0,69%,31%,10.0,1.0,2.0,0.0,4.0,1.0,4.0,0.0,5.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,4.0,4.0,358.0,155.0,332.0,125.0,0.0,4.0,72.0,29.0,25.0,10.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
bundesliga-2018-2019-2018-12-09-Mainz-Hannover,bundesliga,home,Mainz,Hannover,09.12.2018,1,1,2018-2019,70%,30%,28.0,11.0,5.0,3.0,11.0,7.0,12.0,1.0,10.0,13.0,9.0,1.0,2.0,1.0,2.0,4.0,12.0,9.0,4.0,3.0,566.0,251.0,481.0,166.0,12.0,21.0,173.0,82.0,95.0,20.0,69%,31%,9.0,7.0,2.0,2.0,2.0,5.0,5.0,0.0,3.0,7.0,5.0,0.0,0.0,0.0,1.0,2.0,7.0,2.0,2.0,0.0,22.0,141.0,257.0,95.0,7.0,7.0,96.0,34.0,33.0,9.0,71%,29%,19.0,4.0,3.0,1.0,9.0,2.0,7.0,1.0,7.0,6.0,4.0,1.0,2.0,1.0,1.0,2.0,5.0,7.0,544.0,110.0,224.0,71.0,5.0,14.0,77.0,48.0,62.0,11.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
bundesliga-2018-2019-2018-12-14-Nurnberg-Wolfsburg,bundesliga,home,Nurnberg,Wolfsburg,14.12.2018,0,2,2018-2019,46%,54%,11.0,10.0,0.0,4.0,9.0,4.0,2.0,2.0,15.0,15.0,6.0,3.0,2.0,1.0,2.0,0.0,13.0,13.0,2.0,1.0,383.0,453.0,287.0,356.0,14.0,24.0,110.0,115.0,72.0,27.0,43%,57%,5.0,4.0,0.0,2.0,4.0,2.0,1.0,0.0,6.0,7.0,4.0,2.0,1.0,0.0,2.0,0.0,6.0,6.0,0.0,0.0,190.0,250.0,148.0,206.0,7.0,13.0,49.0,71.0,35.0,13.0,49%,51%,6.0,6.0,0.0,2.0,5.0,2.0,1.0,2.0,9.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,193.0,203.0,139.0,150.0,7.0,11.0,61.0,44.0,37.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-15-Augsburg-Schalke,bundesliga,home,Augsburg,Schalke,15.12.2018,1,1,2018-2019,48%,52%,17.0,15.0,9.0,5.0,2.0,6.0,6.0,4.0,13.0,19.0,6.0,7.0,2.0,3.0,4.0,8.0,17.0,8.0,2.0,1.0,401.0,427.0,283.0,318.0,24.0,20.0,129.0,110.0,61.0,36.0,47%,53%,10.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,7.0,11.0,2.0,3.0,1.0,1.0,1.0,4.0,9.0,5.0,1.0,1.0,201.0,220.0,137.0,151.0,11.0,12.0,72.0,56.0,31.0,10.0,49%,51%,7.0,11.0,4.0,4.0,1.0,5.0,2.0,2.0,6.0,8.0,4.0,4.0,1.0,2.0,3.0,4.0,8.0,3.0,200.0,207.0,146.0,167.0,13.0,8.0,57.0,54.0,30.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-15-Dortmund-Werder Bremen,bundesliga,home,Dortmund,Werder Bremen,15.12.2018,2,1,2018-2019,52%,48%,16.0,9.0,9.0,5.0,6.0,4.0,1.0,0.0,11.0,12.0,4.0,10.0,3.0,1.0,4.0,7.0,11.0,14.0,1.0,4.0,530.0,466.0,446.0,388.0,14.0,17.0,106.0,108.0,46.0,60.0,54%,46%,9.0,5.0,6.0,2.0,3.0,3.0,0.0,0.0,6.0,9.0,1.0,5.0,1.0,1.0,1.0,4.0,7.0,6.0,1.0,1.0,265.0,215.0,232.0,179.0,8.0,9.0,48.0,44.0,19.0,22.0,50%,50%,7.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,5.0,3.0,3.0,5.0,2.0,0.0,3.0,3.0,4.0,8.0,265.0,251.0,214.0,209.0,6.0,8.0,58.0,64.0,27.0,38.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-15-Dusseldorf-Freiburg,bundesliga,home,Dusseldorf,Freiburg,15.12.2018,2,0,2018-2019,37%,63%,20.0,6.0,8.0,2.0,9.0,3.0,3.0,1.0,10.0,12.0,4.0,1.0,1.0,0.0,2.0,6.0,13.0,9.0,2.0,1.0,347.0,613.0,264.0,516.0,17.0,11.0,103.0,134.0,48.0,51.0,36%,64%,5.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,5.0,1.0,0.0,175.0,315.0,137.0,272.0,7.0,5.0,53.0,62.0,17.0,19.0,38%,62%,15.0,2.0,6.0,1.0,7.0,1.0,2.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,1.0,4.0,7.0,4.0,172.0,298.0,127.0,244.0,10.0,6.0,50.0,72.0,31.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-15-Hannover-Bayern Munich,bundesliga,home,Hannover,Bayern Munich,15.12.2018,0,4,2018-2019,28%,72%,3.0,32.0,0.0,14.0,3.0,12.0,0.0,6.0,7.0,9.0,0.0,14.0,0.0,3.0,10.0,0.0,9.0,5.0,1.0,0.0,298.0,755.0,220.0,690.0,13.0,14.0,64.0,174.0,17.0,98.0,25%,75%,2.0,16.0,0.0,6.0,2.0,5.0,0.0,5.0,5.0,5.0,0.0,4.0,0.0,1.0,4.0,0.0,5.0,4.0,1.0,0.0,142.0,415.0,99.0,377.0,10.0,6.0,36.0,108.0,9.0,53.0,31%,69%,1.0,16.0,0.0,8.0,1.0,7.0,0.0,1.0,2.0,4.0,0.0,10.0,0.0,2.0,6.0,0.0,4.0,1.0,156.0,340.0,121.0,313.0,3.0,8.0,28.0,66.0,8.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-15-Hoffenheim-B. Monchengladbach,bundesliga,home,Hoffenheim,B. Monchengladbach,15.12.2018,0,0,2018-2019,62%,38%,27.0,5.0,6.0,1.0,18.0,4.0,3.0,0.0,13.0,12.0,6.0,2.0,4.0,3.0,1.0,6.0,9.0,10.0,0.0,2.0,572.0,362.0,485.0,257.0,12.0,22.0,145.0,61.0,91.0,18.0,61%,39%,10.0,4.0,2.0,1.0,7.0,2.0,1.0,1.0,6.0,9.0,3.0,2.0,3.0,1.0,1.0,2.0,6.0,5.0,0.0,2.0,260.0,169.0,222.0,123.0,6.0,7.0,61.0,30.0,35.0,8.0,63%,37%,17.0,1.0,4.0,0.0,11.0,2.0,2.0,-1.0,7.0,3.0,3.0,0.0,1.0,2.0,0.0,4.0,3.0,5.0,312.0,193.0,263.0,134.0,6.0,15.0,84.0,31.0,56.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-15-Stuttgart-Hertha Berlin,bundesliga,home,Stuttgart,Hertha Berlin,15.12.2018,2,1,2018-2019,48%,52%,9.0,15.0,4.0,3.0,4.0,10.0,1.0,2.0,15.0,15.0,5.0,5.0,2.0,0.0,2.0,2.0,11.0,13.0,1.0,3.0,394.0,447.0,301.0,341.0,25.0,18.0,121.0,129.0,44.0,37.0,43%,57%,3.0,7.0,0.0,1.0,2.0,5.0,1.0,1.0,7.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,6.0,0.0,1.0,183.0,246.0,141.0,203.0,9.0,6.0,43.0,70.0,18.0,26.0,53%,47%,6.0,8.0,4.0,2.0,2.0,5.0,0.0,1.0,8.0,6.0,4.0,4.0,1.0,0.0,2.0,2.0,4.0,7.0,211.0,201.0,160.0,138.0,16.0,12.0,78.0,59.0,26.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-16-Eintracht Frankfurt-Bayer Leverkusen,bundesliga,home,Eintracht Frankfurt,Bayer Leverkusen,16.12.2018,2,1,2018-2019,50%,50%,17.0,12.0,7.0,6.0,8.0,4.0,2.0,2.0,14.0,10.0,10.0,7.0,1.0,5.0,5.0,5.0,9.0,8.0,6.0,2.0,386.0,433.0,287.0,322.0,18.0,18.0,139.0,105.0,65.0,48.0,54%,46%,4.0,10.0,3.0,4.0,1.0,4.0,0.0,2.0,8.0,5.0,5.0,5.0,1.0,3.0,4.0,2.0,6.0,4.0,3.0,0.0,225.0,191.0,178.0,141.0,13.0,11.0,74.0,53.0,33.0,23.0,46%,54%,13.0,2.0,4.0,2.0,7.0,0.0,2.0,0.0,6.0,5.0,5.0,2.0,0.0,2.0,1.0,3.0,3.0,4.0,161.0,242.0,109.0,181.0,5.0,7.0,65.0,52.0,32.0,25.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-16-RB Leipzig-Mainz,bundesliga,home,RB Leipzig,Mainz,16.12.2018,4,1,2018-2019,45%,55%,17.0,11.0,7.0,5.0,8.0,5.0,2.0,1.0,15.0,11.0,6.0,2.0,1.0,2.0,4.0,3.0,9.0,13.0,3.0,3.0,348.0,458.0,239.0,361.0,20.0,11.0,96.0,118.0,42.0,58.0,44%,56%,9.0,8.0,4.0,5.0,2.0,2.0,3.0,1.0,5.0,6.0,3.0,2.0,0.0,1.0,4.0,2.0,5.0,5.0,2.0,0.0,196.0,239.0,137.0,190.0,9.0,5.0,54.0,50.0,22.0,26.0,46%,54%,8.0,3.0,3.0,0.0,6.0,3.0,-1.0,0.0,10.0,5.0,3.0,0.0,1.0,1.0,0.0,1.0,4.0,8.0,152.0,219.0,102.0,171.0,11.0,6.0,42.0,68.0,20.0,32.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-18-B. Monchengladbach-Nurnberg,bundesliga,home,B. Monchengladbach,Nurnberg,18.12.2018,2,0,2018-2019,53%,47%,17.0,7.0,7.0,2.0,7.0,2.0,3.0,3.0,19.0,7.0,6.0,7.0,3.0,2.0,2.0,5.0,5.0,19.0,2.0,3.0,523.0,453.0,457.0,384.0,13.0,20.0,119.0,101.0,55.0,30.0,53%,47%,8.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,10.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,11.0,0.0,2.0,285.0,246.0,248.0,207.0,7.0,12.0,76.0,41.0,26.0,14.0,53%,47%,9.0,4.0,3.0,1.0,5.0,1.0,1.0,2.0,9.0,5.0,3.0,6.0,1.0,1.0,1.0,1.0,4.0,8.0,238.0,207.0,209.0,177.0,6.0,8.0,43.0,60.0,29.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-18-Dusseldorf-Dortmund,bundesliga,home,Dusseldorf,Dortmund,18.12.2018,2,1,2018-2019,26%,74%,8.0,11.0,3.0,3.0,3.0,1.0,2.0,7.0,16.0,8.0,2.0,2.0,0.0,4.0,2.0,1.0,8.0,13.0,1.0,2.0,291.0,801.0,202.0,705.0,27.0,15.0,57.0,179.0,30.0,78.0,26%,74%,5.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,10.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,9.0,0.0,0.0,152.0,422.0,109.0,377.0,12.0,9.0,27.0,92.0,13.0,19.0,26%,74%,3.0,8.0,2.0,2.0,1.0,1.0,0.0,5.0,6.0,6.0,1.0,2.0,0.0,2.0,1.0,1.0,6.0,4.0,139.0,379.0,93.0,328.0,15.0,6.0,30.0,87.0,17.0,59.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-18-Hertha Berlin-Augsburg,bundesliga,home,Hertha Berlin,Augsburg,18.12.2018,2,2,2018-2019,44%,56%,17.0,8.0,7.0,2.0,5.0,3.0,5.0,3.0,15.0,21.0,3.0,2.0,3.0,1.0,0.0,5.0,17.0,13.0,1.0,0.0,387.0,477.0,278.0,349.0,12.0,20.0,134.0,115.0,38.0,32.0,45%,55%,9.0,6.0,4.0,2.0,3.0,2.0,2.0,2.0,7.0,9.0,2.0,2.0,1.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0,189.0,229.0,140.0,174.0,7.0,8.0,61.0,53.0,11.0,16.0,43%,57%,8.0,2.0,3.0,0.0,2.0,1.0,3.0,1.0,8.0,12.0,1.0,0.0,2.0,1.0,0.0,3.0,10.0,6.0,198.0,248.0,138.0,175.0,5.0,12.0,73.0,62.0,27.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-18-Wolfsburg-Stuttgart,bundesliga,home,Wolfsburg,Stuttgart,18.12.2018,2,0,2018-2019,56%,44%,16.0,11.0,5.0,1.0,7.0,7.0,4.0,3.0,19.0,12.0,4.0,8.0,2.0,2.0,1.0,3.0,10.0,17.0,1.0,2.0,470.0,337.0,360.0,247.0,13.0,16.0,109.0,130.0,47.0,59.0,58%,42%,6.0,6.0,4.0,0.0,2.0,4.0,0.0,2.0,6.0,6.0,2.0,5.0,2.0,0.0,0.0,2.0,4.0,6.0,1.0,0.0,249.0,167.0,206.0,129.0,6.0,8.0,50.0,55.0,23.0,30.0,54%,46%,10.0,5.0,1.0,1.0,5.0,3.0,4.0,1.0,13.0,6.0,2.0,3.0,0.0,2.0,1.0,1.0,6.0,11.0,221.0,170.0,154.0,118.0,7.0,8.0,59.0,75.0,24.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-19-Bayern Munich-RB Leipzig,bundesliga,home,Bayern Munich,RB Leipzig,19.12.2018,1,0,2018-2019,60%,40%,10.0,8.0,4.0,2.0,4.0,4.0,2.0,2.0,22.0,11.0,5.0,5.0,2.0,3.0,2.0,3.0,9.0,20.0,2.0,2.0,614.0,407.0,520.0,318.0,18.0,19.0,116.0,121.0,52.0,46.0,57%,43%,4.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,10.0,5.0,4.0,2.0,0.0,1.0,2.0,1.0,5.0,10.0,0.0,1.0,288.0,208.0,226.0,154.0,11.0,7.0,59.0,63.0,26.0,23.0,63%,37%,6.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,12.0,6.0,1.0,3.0,2.0,2.0,0.0,2.0,4.0,10.0,326.0,199.0,294.0,164.0,7.0,12.0,57.0,58.0,26.0,23.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
