match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,2nd half Yellow Cards,opponent 2nd half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards
bundesliga-2018-2019-2018-10-07-RB Leipzig-Nurnberg,bundesliga,home,RB Leipzig,Nurnberg,07.10.2018,6,0,2018-2019,59%,41%,18.0,3.0,8.0,0.0,5.0,1.0,5.0,2.0,10.0,15.0,6.0,1.0,4.0,0.0,0.0,2.0,11.0,12.0,0.0,1.0,602.0,419.0,521.0,330.0,17.0,18.0,128.0,70.0,70.0,12.0,66%,34%,10.0,1.0,5.0,0.0,1.0,1.0,4.0,0.0,4.0,9.0,2.0,0.0,2.0,0.0,0.0,1.0,7.0,5.0,0.0,0.0,345.0,177.0,299.0,131.0,9.0,8.0,72.0,33.0,27.0,5.0,52%,48%,8.0,2.0,3.0,0.0,4.0,0.0,1.0,2.0,6.0,6.0,4.0,1.0,2.0,0.0,0.0,1.0,4.0,7.0,257.0,242.0,222.0,199.0,8.0,10.0,56.0,37.0,43.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
bundesliga-2018-2019-2018-10-19-Eintracht Frankfurt-Dusseldorf,bundesliga,home,Eintracht Frankfurt,Dusseldorf,19.10.2018,7,1,2018-2019,54%,46%,21.0,10.0,13.0,5.0,6.0,4.0,2.0,1.0,14.0,15.0,5.0,1.0,1.0,2.0,4.0,6.0,13.0,12.0,0.0,2.0,497.0,431.0,415.0,351.0,13.0,11.0,120.0,113.0,42.0,31.0,55%,45%,11.0,4.0,7.0,1.0,4.0,2.0,0.0,1.0,7.0,8.0,4.0,1.0,1.0,0.0,1.0,4.0,7.0,7.0,0.0,0.0,253.0,214.0,210.0,169.0,3.0,5.0,71.0,51.0,27.0,11.0,53%,47%,10.0,6.0,6.0,4.0,2.0,2.0,2.0,0.0,7.0,7.0,1.0,0.0,0.0,2.0,3.0,2.0,6.0,5.0,244.0,217.0,205.0,182.0,10.0,6.0,49.0,62.0,15.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-20-Augsburg-RB Leipzig,bundesliga,home,Augsburg,RB Leipzig,20.10.2018,0,0,2018-2019,52%,48%,6.0,15.0,0.0,3.0,5.0,8.0,1.0,4.0,26.0,22.0,2.0,2.0,2.0,2.0,3.0,0.0,20.0,24.0,2.0,5.0,380.0,354.0,253.0,223.0,23.0,19.0,56.0,61.0,26.0,26.0,53%,47%,2.0,7.0,0.0,2.0,2.0,4.0,0.0,1.0,10.0,5.0,2.0,0.0,1.0,2.0,2.0,0.0,4.0,8.0,0.0,2.0,217.0,193.0,149.0,129.0,14.0,11.0,23.0,35.0,13.0,15.0,51%,49%,4.0,8.0,0.0,1.0,3.0,4.0,1.0,3.0,16.0,17.0,0.0,2.0,1.0,0.0,1.0,0.0,16.0,16.0,163.0,161.0,104.0,94.0,9.0,8.0,33.0,26.0,13.0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-20-Bayer Leverkusen-Hannover,bundesliga,home,Bayer Leverkusen,Hannover,20.10.2018,2,2,2018-2019,65%,35%,19.0,9.0,7.0,7.0,9.0,1.0,3.0,1.0,20.0,16.0,9.0,5.0,2.0,1.0,5.0,5.0,14.0,18.0,1.0,5.0,444.0,245.0,362.0,165.0,25.0,13.0,125.0,80.0,55.0,32.0,57%,43%,7.0,7.0,2.0,5.0,2.0,1.0,3.0,1.0,8.0,9.0,4.0,3.0,2.0,0.0,4.0,1.0,7.0,8.0,0.0,1.0,200.0,149.0,151.0,100.0,17.0,11.0,61.0,49.0,19.0,23.0,73%,27%,12.0,2.0,5.0,2.0,7.0,0.0,0.0,0.0,12.0,7.0,5.0,2.0,0.0,1.0,1.0,4.0,7.0,10.0,244.0,96.0,211.0,65.0,8.0,2.0,64.0,31.0,36.0,9.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
bundesliga-2018-2019-2018-10-20-Nurnberg-Hoffenheim,bundesliga,home,Nurnberg,Hoffenheim,20.10.2018,1,3,2018-2019,29%,71%,7.0,20.0,2.0,12.0,3.0,6.0,2.0,2.0,9.0,8.0,1.0,7.0,0.0,1.0,9.0,1.0,8.0,9.0,4.0,2.0,266.0,658.0,179.0,576.0,29.0,17.0,66.0,161.0,20.0,89.0,29%,71%,4.0,8.0,1.0,6.0,2.0,2.0,1.0,0.0,3.0,6.0,0.0,5.0,0.0,0.0,6.0,0.0,6.0,4.0,3.0,1.0,140.0,321.0,91.0,286.0,20.0,7.0,32.0,87.0,12.0,49.0,29%,71%,3.0,12.0,1.0,6.0,1.0,4.0,1.0,2.0,6.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,5.0,126.0,337.0,88.0,290.0,9.0,10.0,34.0,74.0,8.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-20-Schalke-Werder Bremen,bundesliga,home,Schalke,Werder Bremen,20.10.2018,0,2,2018-2019,46%,54%,12.0,8.0,4.0,3.0,7.0,4.0,1.0,1.0,10.0,21.0,3.0,1.0,8.0,0.0,1.0,4.0,13.0,9.0,1.0,4.0,413.0,496.0,317.0,389.0,13.0,21.0,135.0,110.0,57.0,36.0,40%,60%,3.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,4.0,1.0,1.0,198.0,300.0,152.0,248.0,6.0,13.0,54.0,56.0,21.0,10.0,52%,48%,9.0,5.0,2.0,2.0,6.0,2.0,1.0,1.0,5.0,15.0,3.0,1.0,7.0,0.0,1.0,2.0,8.0,5.0,215.0,196.0,165.0,141.0,7.0,8.0,81.0,54.0,36.0,26.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-20-Stuttgart-Dortmund,bundesliga,home,Stuttgart,Dortmund,20.10.2018,0,4,2018-2019,50%,50%,13.0,12.0,5.0,4.0,5.0,7.0,3.0,1.0,6.0,8.0,10.0,2.0,1.0,2.0,0.0,5.0,7.0,5.0,0.0,0.0,476.0,503.0,387.0,421.0,12.0,8.0,107.0,107.0,50.0,29.0,48%,52%,2.0,6.0,1.0,3.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,249.0,268.0,201.0,229.0,2.0,1.0,51.0,52.0,18.0,12.0,52%,48%,11.0,6.0,4.0,1.0,5.0,4.0,2.0,1.0,3.0,5.0,7.0,0.0,1.0,1.0,0.0,4.0,4.0,1.0,227.0,235.0,186.0,192.0,10.0,7.0,56.0,55.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-20-Wolfsburg-Bayern Munich,bundesliga,home,Wolfsburg,Bayern Munich,20.10.2018,1,3,2018-2019,46%,54%,8.0,13.0,1.0,11.0,5.0,1.0,2.0,1.0,14.0,11.0,2.0,9.0,2.0,2.0,8.0,0.0,9.0,12.0,2.0,4.0,413.0,508.0,332.0,423.0,17.0,10.0,99.0,106.0,58.0,60.0,35%,65%,2.0,9.0,0.0,7.0,1.0,1.0,1.0,1.0,7.0,5.0,1.0,6.0,1.0,2.0,6.0,0.0,4.0,5.0,1.0,2.0,163.0,307.0,120.0,264.0,11.0,3.0,37.0,72.0,22.0,37.0,57%,43%,6.0,4.0,1.0,4.0,4.0,0.0,1.0,0.0,7.0,6.0,1.0,3.0,1.0,0.0,2.0,0.0,5.0,7.0,250.0,201.0,212.0,159.0,6.0,7.0,62.0,34.0,36.0,23.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
bundesliga-2018-2019-2018-10-21-B. Monchengladbach-Mainz,bundesliga,home,B. Monchengladbach,Mainz,21.10.2018,4,0,2018-2019,53%,47%,16.0,13.0,8.0,4.0,6.0,8.0,2.0,1.0,12.0,5.0,4.0,6.0,1.0,1.0,4.0,4.0,4.0,10.0,0.0,2.0,550.0,467.0,468.0,391.0,17.0,11.0,110.0,89.0,29.0,29.0,52%,48%,7.0,8.0,2.0,2.0,4.0,5.0,1.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,285.0,263.0,236.0,217.0,9.0,8.0,57.0,49.0,15.0,17.0,54%,46%,9.0,5.0,6.0,2.0,2.0,3.0,1.0,0.0,7.0,4.0,2.0,5.0,1.0,1.0,2.0,3.0,3.0,6.0,265.0,204.0,232.0,174.0,8.0,3.0,53.0,40.0,14.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-21-Hertha Berlin-Freiburg,bundesliga,home,Hertha Berlin,Freiburg,21.10.2018,1,1,2018-2019,61%,39%,13.0,8.0,5.0,3.0,5.0,3.0,3.0,2.0,15.0,16.0,8.0,3.0,4.0,0.0,2.0,4.0,12.0,14.0,2.0,0.0,536.0,337.0,459.0,255.0,18.0,28.0,141.0,92.0,52.0,23.0,68%,32%,8.0,5.0,2.0,1.0,4.0,1.0,2.0,3.0,9.0,7.0,5.0,1.0,3.0,0.0,0.0,1.0,5.0,8.0,0.0,0.0,318.0,147.0,285.0,113.0,11.0,16.0,54.0,39.0,20.0,9.0,54%,46%,5.0,3.0,3.0,2.0,1.0,2.0,1.0,-1.0,6.0,9.0,3.0,2.0,1.0,0.0,2.0,3.0,7.0,6.0,218.0,190.0,174.0,142.0,7.0,12.0,87.0,53.0,32.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-26-Freiburg-B. Monchengladbach,bundesliga,home,Freiburg,B. Monchengladbach,26.10.2018,3,1,2018-2019,41%,59%,13.0,11.0,7.0,2.0,3.0,6.0,3.0,3.0,12.0,8.0,3.0,10.0,0.0,1.0,1.0,4.0,9.0,12.0,1.0,1.0,437.0,623.0,343.0,509.0,12.0,17.0,81.0,142.0,17.0,53.0,45%,55%,8.0,6.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,7.0,0.0,0.0,1.0,2.0,4.0,4.0,1.0,0.0,236.0,272.0,208.0,242.0,8.0,7.0,39.0,51.0,10.0,26.0,37%,63%,5.0,5.0,4.0,0.0,0.0,3.0,1.0,2.0,9.0,5.0,0.0,3.0,0.0,1.0,0.0,2.0,5.0,8.0,201.0,351.0,135.0,267.0,4.0,10.0,42.0,91.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-27-Dortmund-Hertha Berlin,bundesliga,home,Dortmund,Hertha Berlin,27.10.2018,2,2,2018-2019,58%,42%,19.0,10.0,5.0,4.0,6.0,4.0,8.0,2.0,18.0,10.0,8.0,1.0,4.0,1.0,2.0,3.0,7.0,15.0,2.0,3.0,546.0,401.0,446.0,305.0,14.0,22.0,128.0,135.0,69.0,39.0,52%,48%,8.0,4.0,2.0,2.0,2.0,2.0,4.0,0.0,8.0,6.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,8.0,1.0,1.0,254.0,235.0,203.0,181.0,9.0,8.0,18.0,8.0,16.0,2.0,64%,36%,11.0,6.0,3.0,2.0,4.0,2.0,4.0,2.0,10.0,4.0,3.0,0.0,2.0,1.0,1.0,2.0,3.0,7.0,292.0,166.0,243.0,124.0,5.0,14.0,110.0,127.0,53.0,37.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-27-Dusseldorf-Wolfsburg,bundesliga,home,Dusseldorf,Wolfsburg,27.10.2018,0,3,2018-2019,41%,59%,8.0,18.0,1.0,6.0,3.0,9.0,4.0,3.0,12.0,14.0,4.0,9.0,0.0,0.0,3.0,1.0,12.0,11.0,3.0,6.0,324.0,470.0,227.0,388.0,21.0,8.0,97.0,117.0,37.0,45.0,40%,60%,2.0,8.0,0.0,3.0,2.0,4.0,0.0,1.0,8.0,9.0,3.0,5.0,0.0,0.0,2.0,0.0,7.0,7.0,2.0,2.0,142.0,216.0,88.0,175.0,9.0,2.0,50.0,62.0,15.0,20.0,42%,58%,6.0,10.0,1.0,3.0,1.0,5.0,4.0,2.0,4.0,5.0,1.0,4.0,0.0,0.0,1.0,1.0,5.0,4.0,182.0,254.0,139.0,213.0,12.0,6.0,47.0,55.0,22.0,25.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-27-Hannover-Augsburg,bundesliga,home,Hannover,Augsburg,27.10.2018,1,2,2018-2019,64%,36%,17.0,9.0,4.0,4.0,12.0,4.0,1.0,1.0,22.0,15.0,5.0,4.0,1.0,4.0,2.0,3.0,12.0,16.0,2.0,3.0,480.0,280.0,375.0,159.0,17.0,23.0,154.0,97.0,74.0,30.0,54%,46%,7.0,7.0,1.0,3.0,5.0,3.0,1.0,1.0,12.0,10.0,3.0,1.0,1.0,3.0,2.0,1.0,8.0,8.0,0.0,1.0,200.0,169.0,140.0,97.0,9.0,14.0,15.0,16.0,1.0,3.0,74%,26%,10.0,2.0,3.0,1.0,7.0,1.0,0.0,0.0,10.0,5.0,2.0,3.0,0.0,1.0,0.0,2.0,4.0,8.0,280.0,111.0,235.0,62.0,8.0,9.0,139.0,81.0,73.0,27.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-27-Hoffenheim-Stuttgart,bundesliga,home,Hoffenheim,Stuttgart,27.10.2018,4,0,2018-2019,74%,26%,22.0,6.0,10.0,0.0,10.0,5.0,2.0,1.0,9.0,12.0,6.0,3.0,1.0,0.0,0.0,6.0,11.0,9.0,1.0,1.0,676.0,233.0,608.0,151.0,18.0,18.0,150.0,61.0,92.0,20.0,70%,30%,5.0,4.0,1.0,0.0,3.0,4.0,1.0,0.0,6.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,1.0,299.0,121.0,264.0,82.0,9.0,8.0,64.0,40.0,48.0,17.0,78%,22%,17.0,2.0,9.0,0.0,7.0,1.0,1.0,1.0,3.0,7.0,2.0,0.0,1.0,0.0,0.0,5.0,6.0,3.0,377.0,112.0,344.0,69.0,9.0,10.0,86.0,21.0,44.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
bundesliga-2018-2019-2018-10-27-Mainz-Bayern Munich,bundesliga,home,Mainz,Bayern Munich,27.10.2018,1,2,2018-2019,34%,66%,6.0,21.0,1.0,5.0,4.0,9.0,1.0,7.0,9.0,14.0,2.0,7.0,1.0,3.0,3.0,0.0,13.0,6.0,3.0,1.0,320.0,607.0,233.0,528.0,7.0,13.0,77.0,130.0,21.0,66.0,33%,67%,2.0,13.0,0.0,2.0,2.0,7.0,0.0,4.0,5.0,6.0,1.0,3.0,0.0,2.0,1.0,0.0,6.0,3.0,1.0,0.0,148.0,288.0,100.0,246.0,3.0,5.0,41.0,66.0,1.0,35.0,35%,65%,4.0,8.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,8.0,1.0,4.0,1.0,1.0,2.0,0.0,7.0,3.0,172.0,319.0,133.0,282.0,4.0,8.0,36.0,64.0,20.0,31.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-28-Nurnberg-Eintracht Frankfurt,bundesliga,home,Nurnberg,Eintracht Frankfurt,28.10.2018,1,1,2018-2019,44%,56%,10.0,10.0,3.0,2.0,3.0,4.0,4.0,4.0,17.0,14.0,8.0,6.0,2.0,2.0,1.0,2.0,11.0,13.0,2.0,3.0,379.0,477.0,293.0,371.0,14.0,18.0,93.0,135.0,38.0,61.0,45%,55%,4.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,9.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,8.0,0.0,1.0,205.0,250.0,164.0,197.0,10.0,9.0,41.0,59.0,20.0,35.0,43%,57%,6.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0,8.0,10.0,6.0,1.0,1.0,1.0,0.0,1.0,8.0,5.0,174.0,227.0,129.0,174.0,4.0,9.0,52.0,76.0,18.0,26.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-28-RB Leipzig-Schalke,bundesliga,home,RB Leipzig,Schalke,28.10.2018,0,0,2018-2019,68%,32%,15.0,6.0,2.0,0.0,7.0,4.0,6.0,2.0,19.0,16.0,7.0,4.0,4.0,4.0,0.0,2.0,11.0,13.0,3.0,2.0,602.0,276.0,468.0,146.0,16.0,22.0,143.0,83.0,58.0,25.0,65%,35%,7.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,9.0,8.0,2.0,1.0,1.0,3.0,0.0,1.0,7.0,5.0,2.0,1.0,316.0,166.0,248.0,94.0,7.0,12.0,87.0,56.0,24.0,15.0,71%,29%,8.0,3.0,1.0,0.0,4.0,3.0,3.0,0.0,10.0,8.0,5.0,3.0,3.0,1.0,0.0,1.0,4.0,8.0,286.0,110.0,220.0,52.0,9.0,10.0,56.0,27.0,34.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-28-Werder Bremen-Bayer Leverkusen,bundesliga,home,Werder Bremen,Bayer Leverkusen,28.10.2018,2,6,2018-2019,60%,40%,14.0,17.0,6.0,10.0,6.0,3.0,2.0,4.0,9.0,9.0,6.0,6.0,0.0,1.0,4.0,4.0,9.0,8.0,2.0,2.0,576.0,387.0,487.0,305.0,21.0,19.0,146.0,84.0,53.0,41.0,62%,38%,5.0,9.0,2.0,6.0,1.0,1.0,2.0,2.0,3.0,5.0,3.0,4.0,0.0,0.0,3.0,2.0,5.0,3.0,1.0,1.0,314.0,198.0,267.0,155.0,12.0,6.0,80.0,36.0,33.0,14.0,58%,42%,9.0,8.0,4.0,4.0,5.0,2.0,0.0,2.0,6.0,4.0,3.0,2.0,0.0,1.0,1.0,2.0,4.0,5.0,262.0,189.0,220.0,150.0,9.0,13.0,66.0,48.0,20.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-02-Stuttgart-Eintracht Frankfurt,bundesliga,home,Stuttgart,Eintracht Frankfurt,02.11.2018,0,3,2018-2019,53%,47%,9.0,15.0,0.0,7.0,8.0,5.0,1.0,3.0,11.0,8.0,1.0,3.0,4.0,1.0,4.0,0.0,4.0,10.0,1.0,2.0,505.0,447.0,402.0,334.0,17.0,19.0,126.0,134.0,35.0,29.0,52%,48%,6.0,7.0,0.0,5.0,6.0,0.0,0.0,2.0,9.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,8.0,1.0,2.0,249.0,230.0,196.0,175.0,9.0,7.0,64.0,73.0,21.0,18.0,54%,46%,3.0,8.0,0.0,2.0,2.0,5.0,1.0,1.0,2.0,6.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,2.0,256.0,217.0,206.0,159.0,8.0,12.0,62.0,61.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-03-Augsburg-Nurnberg,bundesliga,home,Augsburg,Nurnberg,03.11.2018,2,2,2018-2019,56%,44%,16.0,15.0,4.0,5.0,9.0,8.0,3.0,2.0,11.0,17.0,6.0,6.0,0.0,0.0,3.0,2.0,16.0,11.0,3.0,3.0,438.0,336.0,347.0,235.0,21.0,29.0,114.0,108.0,47.0,42.0,64%,36%,9.0,4.0,2.0,2.0,5.0,1.0,2.0,1.0,6.0,7.0,5.0,0.0,0.0,0.0,2.0,1.0,7.0,6.0,1.0,1.0,282.0,157.0,239.0,106.0,4.0,11.0,75.0,40.0,27.0,10.0,48%,52%,7.0,11.0,2.0,3.0,4.0,7.0,1.0,1.0,5.0,10.0,1.0,6.0,0.0,0.0,1.0,1.0,9.0,5.0,156.0,179.0,108.0,129.0,17.0,18.0,39.0,68.0,20.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-03-Bayer Leverkusen-Hoffenheim,bundesliga,home,Bayer Leverkusen,Hoffenheim,03.11.2018,1,4,2018-2019,59%,41%,21.0,10.0,9.0,4.0,5.0,3.0,7.0,3.0,18.0,10.0,6.0,7.0,4.0,1.0,0.0,8.0,6.0,17.0,0.0,2.0,558.0,386.0,459.0,291.0,18.0,15.0,124.0,104.0,76.0,38.0,51%,49%,6.0,7.0,3.0,2.0,2.0,2.0,1.0,3.0,8.0,7.0,1.0,6.0,4.0,0.0,0.0,2.0,3.0,8.0,0.0,1.0,247.0,228.0,191.0,179.0,12.0,9.0,44.0,68.0,14.0,28.0,67%,33%,15.0,3.0,6.0,2.0,3.0,1.0,6.0,0.0,10.0,3.0,5.0,1.0,0.0,1.0,0.0,6.0,3.0,9.0,311.0,158.0,268.0,112.0,6.0,6.0,80.0,36.0,62.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-03-Bayern Munich-Freiburg,bundesliga,home,Bayern Munich,Freiburg,03.11.2018,1,1,2018-2019,72%,28%,24.0,10.0,6.0,1.0,7.0,4.0,11.0,5.0,13.0,10.0,14.0,2.0,1.0,2.0,0.0,5.0,9.0,8.0,1.0,1.0,722.0,277.0,641.0,201.0,15.0,18.0,157.0,77.0,100.0,18.0,71%,29%,12.0,3.0,3.0,0.0,1.0,2.0,8.0,1.0,6.0,5.0,7.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,405.0,165.0,365.0,123.0,8.0,9.0,91.0,40.0,52.0,8.0,73%,27%,12.0,7.0,3.0,1.0,6.0,2.0,3.0,4.0,7.0,5.0,7.0,2.0,0.0,2.0,0.0,2.0,5.0,4.0,317.0,112.0,276.0,78.0,7.0,9.0,66.0,37.0,48.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-03-Hertha Berlin-RB Leipzig,bundesliga,home,Hertha Berlin,RB Leipzig,03.11.2018,0,3,2018-2019,48%,52%,13.0,23.0,5.0,11.0,5.0,8.0,3.0,4.0,16.0,10.0,3.0,7.0,4.0,2.0,8.0,5.0,6.0,11.0,2.0,1.0,447.0,490.0,336.0,384.0,18.0,21.0,111.0,134.0,37.0,50.0,46%,54%,7.0,11.0,2.0,5.0,3.0,3.0,2.0,3.0,11.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,7.0,1.0,1.0,207.0,237.0,152.0,187.0,12.0,11.0,40.0,63.0,19.0,33.0,50%,50%,6.0,12.0,3.0,6.0,2.0,5.0,1.0,1.0,5.0,5.0,0.0,4.0,2.0,0.0,4.0,3.0,3.0,4.0,240.0,253.0,184.0,197.0,6.0,10.0,71.0,71.0,18.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-03-Schalke-Hannover,bundesliga,home,Schalke,Hannover,03.11.2018,3,1,2018-2019,58%,42%,16.0,20.0,6.0,6.0,3.0,5.0,7.0,9.0,10.0,12.0,7.0,7.0,2.0,1.0,5.0,3.0,10.0,10.0,2.0,3.0,545.0,391.0,470.0,311.0,18.0,23.0,112.0,95.0,45.0,49.0,60%,40%,4.0,10.0,1.0,1.0,2.0,2.0,1.0,7.0,4.0,6.0,2.0,4.0,1.0,0.0,1.0,1.0,5.0,4.0,1.0,1.0,320.0,198.0,281.0,160.0,9.0,9.0,67.0,43.0,18.0,28.0,56%,44%,12.0,10.0,5.0,5.0,1.0,3.0,6.0,2.0,6.0,6.0,5.0,3.0,1.0,1.0,4.0,2.0,5.0,6.0,225.0,193.0,189.0,151.0,9.0,14.0,45.0,52.0,27.0,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-03-Wolfsburg-Dortmund,bundesliga,home,Wolfsburg,Dortmund,03.11.2018,0,1,2018-2019,44%,56%,12.0,12.0,3.0,1.0,5.0,6.0,4.0,5.0,11.0,11.0,6.0,14.0,4.0,2.0,0.0,3.0,6.0,9.0,0.0,2.0,420.0,535.0,329.0,451.0,23.0,13.0,101.0,122.0,54.0,71.0,42%,58%,7.0,7.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,8.0,3.0,1.0,0.0,1.0,1.0,4.0,0.0,2.0,219.0,286.0,175.0,245.0,8.0,4.0,55.0,54.0,25.0,28.0,46%,54%,5.0,5.0,2.0,0.0,2.0,3.0,1.0,2.0,6.0,7.0,3.0,6.0,1.0,1.0,0.0,2.0,5.0,5.0,201.0,249.0,154.0,206.0,15.0,9.0,46.0,68.0,29.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
