match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in,Match Total Passes,opponent Match Total Passes,1st half Total Passes,opponent 1st half Total Passes,2nd half Total Passes,opponent 2nd half Total Passes
serie-a-2015-2016-2015-11-08-Torino-Inter,serie-a,home,Torino,Inter,08.11.2015,0,1,2015-2016,48%,52%,16.0,7.0,8.0,2.0,5.0,3.0,3.0,2.0,10.0,18.0,5.0,2.0,6.0,3.0,1.0,8.0,12.0,7.0,2.0,1.0,42%,58%,5.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,11.0,2.0,1.0,4.0,1.0,1.0,1.0,7.0,4.0,56%,44%,11.0,3.0,7.0,0.0,2.0,2.0,2.0,1.0,5.0,7.0,3.0,1.0,2.0,2.0,0.0,7.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-21-Bologna-AS Roma,serie-a,home,Bologna,AS Roma,21.11.2015,2,2,2015-2016,49%,51%,9.0,14.0,3.0,5.0,3.0,5.0,3.0,4.0,18.0,25.0,5.0,5.0,5.0,1.0,3.0,1.0,22.0,18.0,5.0,4.0,50%,50%,6.0,5.0,1.0,1.0,2.0,3.0,3.0,1.0,10.0,14.0,3.0,2.0,2.0,0.0,1.0,0.0,12.0,10.0,48%,52%,3.0,9.0,2.0,4.0,1.0,2.0,0.0,3.0,8.0,11.0,2.0,3.0,3.0,1.0,2.0,1.0,10.0,8.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,39.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-21-Juventus-AC Milan,serie-a,home,Juventus,AC Milan,21.11.2015,1,0,2015-2016,55%,45%,16.0,9.0,5.0,2.0,9.0,5.0,2.0,2.0,14.0,18.0,3.0,1.0,2.0,0.0,2.0,4.0,15.0,14.0,2.0,2.0,63%,37%,7.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,6.0,12.0,2.0,0.0,0.0,0.0,1.0,2.0,12.0,6.0,46%,54%,9.0,6.0,3.0,1.0,5.0,3.0,1.0,2.0,8.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-22-Atalanta-Torino,serie-a,home,Atalanta,Torino,22.11.2015,0,1,2015-2016,62%,38%,15.0,14.0,1.0,4.0,7.0,5.0,7.0,5.0,26.0,14.0,10.0,3.0,1.0,4.0,3.0,1.0,13.0,22.0,2.0,1.0,58%,42%,8.0,7.0,1.0,3.0,3.0,1.0,4.0,3.0,14.0,8.0,3.0,2.0,0.0,2.0,3.0,1.0,8.0,12.0,66%,34%,7.0,7.0,0.0,1.0,4.0,4.0,3.0,2.0,12.0,6.0,7.0,1.0,1.0,2.0,0.0,0.0,5.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-22-Carpi-Chievo,serie-a,home,Carpi,Chievo,22.11.2015,1,2,2015-2016,56%,44%,19.0,9.0,3.0,3.0,8.0,4.0,8.0,2.0,14.0,18.0,9.0,6.0,2.0,3.0,1.0,2.0,18.0,26.0,4.0,3.0,50%,50%,6.0,8.0,0.0,3.0,5.0,3.0,1.0,2.0,11.0,8.0,1.0,5.0,1.0,1.0,1.0,0.0,8.0,10.0,62%,38%,13.0,1.0,3.0,0.0,3.0,1.0,7.0,0.0,3.0,10.0,8.0,1.0,1.0,2.0,0.0,2.0,10.0,16.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-22-Fiorentina-Empoli,serie-a,home,Fiorentina,Empoli,22.11.2015,2,2,2015-2016,55%,45%,18.0,15.0,5.0,4.0,7.0,6.0,6.0,5.0,15.0,22.0,6.0,3.0,2.0,3.0,2.0,3.0,20.0,12.0,5.0,3.0,61%,39%,2.0,9.0,1.0,4.0,0.0,3.0,1.0,2.0,10.0,14.0,2.0,1.0,1.0,2.0,2.0,1.0,12.0,9.0,49%,51%,16.0,6.0,4.0,0.0,7.0,3.0,5.0,3.0,5.0,8.0,4.0,2.0,1.0,1.0,0.0,2.0,8.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-22-Genoa-Sassuolo,serie-a,home,Genoa,Sassuolo,22.11.2015,2,1,2015-2016,46%,54%,14.0,9.0,3.0,4.0,8.0,1.0,3.0,4.0,22.0,22.0,6.0,6.0,1.0,5.0,3.0,1.0,21.0,18.0,3.0,0.0,50%,50%,6.0,5.0,0.0,2.0,5.0,1.0,1.0,2.0,14.0,9.0,3.0,2.0,0.0,3.0,2.0,0.0,9.0,12.0,42%,58%,8.0,4.0,3.0,2.0,3.0,0.0,2.0,2.0,8.0,13.0,3.0,4.0,1.0,2.0,1.0,1.0,12.0,6.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-22-Inter-Frosinone,serie-a,home,Inter,Frosinone,22.11.2015,4,0,2015-2016,64%,36%,22.0,12.0,10.0,4.0,6.0,4.0,6.0,4.0,20.0,15.0,6.0,7.0,0.0,2.0,4.0,6.0,15.0,18.0,1.0,3.0,66%,34%,11.0,7.0,4.0,3.0,3.0,3.0,4.0,1.0,10.0,7.0,3.0,3.0,0.0,2.0,3.0,3.0,7.0,8.0,62%,38%,11.0,5.0,6.0,1.0,3.0,1.0,2.0,3.0,10.0,8.0,3.0,4.0,0.0,0.0,1.0,3.0,8.0,10.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-22-Lazio-Palermo,serie-a,home,Lazio,Palermo,22.11.2015,1,1,2015-2016,63%,37%,18.0,13.0,3.0,8.0,11.0,3.0,4.0,2.0,18.0,18.0,10.0,2.0,0.0,2.0,7.0,2.0,18.0,18.0,3.0,3.0,64%,36%,11.0,6.0,2.0,3.0,6.0,1.0,3.0,2.0,9.0,6.0,8.0,1.0,0.0,0.0,2.0,2.0,6.0,9.0,62%,38%,7.0,7.0,1.0,5.0,5.0,2.0,1.0,0.0,9.0,12.0,2.0,1.0,0.0,2.0,5.0,0.0,12.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-22-Udinese-Sampdoria,serie-a,home,Udinese,Sampdoria,22.11.2015,1,0,2015-2016,47%,53%,9.0,10.0,4.0,0.0,4.0,6.0,1.0,4.0,15.0,19.0,6.0,1.0,1.0,1.0,0.0,3.0,18.0,14.0,3.0,1.0,37%,63%,6.0,5.0,2.0,0.0,3.0,3.0,1.0,2.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,7.0,57%,43%,3.0,5.0,2.0,0.0,1.0,3.0,0.0,2.0,8.0,8.0,3.0,1.0,1.0,1.0,0.0,2.0,7.0,7.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,20.0,26.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-22-Verona-Napoli,serie-a,home,Verona,Napoli,22.11.2015,0,2,2015-2016,28%,72%,3.0,22.0,3.0,10.0,0.0,10.0,0.0,2.0,13.0,11.0,3.0,6.0,3.0,4.0,8.0,3.0,8.0,9.0,3.0,2.0,26%,74%,0.0,8.0,0.0,3.0,0.0,4.0,0.0,1.0,5.0,8.0,2.0,2.0,2.0,2.0,3.0,0.0,6.0,3.0,30%,70%,3.0,14.0,3.0,7.0,0.0,6.0,0.0,1.0,8.0,3.0,1.0,4.0,1.0,2.0,5.0,3.0,2.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-28-AC Milan-Sampdoria,serie-a,home,AC Milan,Sampdoria,28.11.2015,4,1,2015-2016,50%,50%,23.0,10.0,10.0,2.0,12.0,3.0,1.0,5.0,12.0,20.0,4.0,2.0,4.0,0.0,1.0,6.0,18.0,14.0,1.0,2.0,52%,48%,10.0,4.0,4.0,1.0,5.0,0.0,1.0,3.0,4.0,12.0,1.0,1.0,4.0,0.0,1.0,2.0,10.0,8.0,48%,52%,13.0,6.0,6.0,1.0,7.0,3.0,0.0,2.0,8.0,8.0,3.0,1.0,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-28-Torino-Bologna,serie-a,home,Torino,Bologna,28.11.2015,2,0,2015-2016,61%,39%,13.0,3.0,6.0,0.0,4.0,3.0,3.0,0.0,12.0,12.0,7.0,2.0,4.0,2.0,0.0,4.0,8.0,10.0,0.0,1.0,63%,37%,6.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,4.0,6.0,4.0,2.0,2.0,1.0,0.0,3.0,4.0,3.0,59%,41%,7.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0,8.0,6.0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-29-AS Roma-Atalanta,serie-a,home,AS Roma,Atalanta,29.11.2015,0,2,2015-2016,59%,41%,17.0,4.0,3.0,3.0,8.0,1.0,6.0,0.0,25.0,23.0,9.0,3.0,2.0,3.0,1.0,3.0,23.0,22.0,1.0,6.0,58%,42%,8.0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,12.0,10.0,3.0,2.0,1.0,1.0,0.0,2.0,9.0,11.0,60%,40%,9.0,2.0,1.0,2.0,4.0,0.0,4.0,0.0,13.0,13.0,6.0,1.0,1.0,2.0,1.0,1.0,14.0,11.0,1.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-29-Chievo-Udinese,serie-a,home,Chievo,Udinese,29.11.2015,2,3,2015-2016,48%,52%,12.0,14.0,6.0,5.0,4.0,6.0,2.0,3.0,21.0,22.0,3.0,6.0,1.0,4.0,2.0,4.0,21.0,17.0,5.0,2.0,41%,59%,8.0,4.0,5.0,2.0,1.0,2.0,2.0,0.0,8.0,13.0,2.0,4.0,1.0,3.0,1.0,4.0,12.0,5.0,55%,45%,4.0,10.0,1.0,3.0,3.0,4.0,0.0,3.0,13.0,9.0,1.0,2.0,0.0,1.0,1.0,0.0,9.0,12.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-29-Empoli-Lazio,serie-a,home,Empoli,Lazio,29.11.2015,1,0,2015-2016,37%,63%,5.0,16.0,1.0,5.0,2.0,5.0,2.0,6.0,24.0,17.0,3.0,8.0,3.0,7.0,5.0,0.0,15.0,18.0,4.0,0.0,48%,52%,4.0,8.0,1.0,3.0,2.0,2.0,1.0,3.0,10.0,9.0,3.0,2.0,1.0,2.0,3.0,0.0,8.0,8.0,26%,74%,1.0,8.0,0.0,2.0,0.0,3.0,1.0,3.0,14.0,8.0,0.0,6.0,2.0,5.0,2.0,0.0,7.0,10.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-29-Frosinone-Verona,serie-a,home,Frosinone,Verona,29.11.2015,3,2,2015-2016,53%,47%,16.0,16.0,6.0,8.0,7.0,4.0,3.0,4.0,26.0,27.0,6.0,4.0,1.0,2.0,6.0,3.0,24.0,27.0,2.0,4.0,51%,49%,9.0,7.0,4.0,5.0,4.0,1.0,1.0,1.0,10.0,16.0,2.0,2.0,0.0,1.0,5.0,2.0,14.0,11.0,55%,45%,7.0,9.0,2.0,3.0,3.0,3.0,2.0,3.0,16.0,11.0,4.0,2.0,1.0,1.0,1.0,1.0,10.0,16.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-29-Genoa-Carpi,serie-a,home,Genoa,Carpi,29.11.2015,1,2,2015-2016,50%,50%,9.0,15.0,3.0,5.0,4.0,7.0,2.0,3.0,21.0,12.0,9.0,7.0,3.0,2.0,3.0,2.0,9.0,19.0,0.0,3.0,49%,51%,4.0,5.0,2.0,1.0,2.0,3.0,0.0,1.0,10.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,9.0,51%,49%,5.0,10.0,1.0,4.0,2.0,4.0,2.0,2.0,11.0,6.0,5.0,4.0,2.0,1.0,2.0,1.0,5.0,10.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-29-Palermo-Juventus,serie-a,home,Palermo,Juventus,29.11.2015,0,3,2015-2016,41%,59%,11.0,16.0,0.0,4.0,8.0,8.0,3.0,4.0,21.0,13.0,1.0,7.0,0.0,6.0,1.0,0.0,13.0,15.0,2.0,3.0,33%,67%,6.0,9.0,0.0,0.0,4.0,6.0,2.0,3.0,9.0,5.0,1.0,5.0,0.0,3.0,0.0,0.0,5.0,6.0,49%,51%,5.0,7.0,0.0,4.0,4.0,2.0,1.0,1.0,12.0,8.0,0.0,2.0,0.0,3.0,1.0,0.0,8.0,9.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-30-Napoli-Inter,serie-a,home,Napoli,Inter,30.11.2015,2,1,2015-2016,62%,38%,12.0,11.0,4.0,2.0,5.0,7.0,3.0,2.0,11.0,10.0,4.0,5.0,3.0,4.0,1.0,2.0,8.0,7.0,4.0,3.0,60%,40%,5.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,5.0,2.0,64%,36%,7.0,8.0,3.0,2.0,3.0,4.0,1.0,2.0,8.0,4.0,2.0,4.0,1.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-30-Sassuolo-Fiorentina,serie-a,home,Sassuolo,Fiorentina,30.11.2015,1,1,2015-2016,50%,50%,16.0,17.0,2.0,4.0,6.0,7.0,8.0,6.0,18.0,20.0,7.0,4.0,4.0,2.0,3.0,1.0,16.0,16.0,2.0,1.0,50%,50%,5.0,9.0,1.0,3.0,3.0,2.0,1.0,4.0,8.0,8.0,4.0,2.0,0.0,1.0,2.0,0.0,8.0,7.0,50%,50%,11.0,8.0,1.0,1.0,3.0,5.0,7.0,2.0,10.0,12.0,3.0,2.0,4.0,1.0,1.0,1.0,8.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-04-Lazio-Juventus,serie-a,home,Lazio,Juventus,04.12.2015,0,2,2015-2016,63%,37%,11.0,7.0,3.0,1.0,3.0,4.0,5.0,2.0,15.0,19.0,6.0,1.0,1.0,0.0,0.0,3.0,18.0,15.0,5.0,3.0,63%,37%,5.0,4.0,0.0,1.0,2.0,2.0,3.0,1.0,6.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,63%,37%,6.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,9.0,12.0,3.0,0.0,1.0,0.0,0.0,3.0,11.0,9.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-05-Inter-Genoa,serie-a,home,Inter,Genoa,05.12.2015,1,0,2015-2016,63%,37%,15.0,4.0,5.0,2.0,5.0,1.0,5.0,1.0,16.0,16.0,5.0,3.0,3.0,0.0,2.0,4.0,13.0,16.0,3.0,3.0,68%,32%,11.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,5.0,7.0,3.0,1.0,2.0,0.0,0.0,3.0,5.0,5.0,58%,42%,4.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,11.0,9.0,2.0,2.0,1.0,0.0,2.0,1.0,8.0,11.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-05-Torino-AS Roma,serie-a,home,Torino,AS Roma,05.12.2015,1,1,2015-2016,40%,60%,11.0,5.0,5.0,3.0,4.0,2.0,2.0,0.0,12.0,18.0,2.0,5.0,0.0,0.0,2.0,4.0,18.0,13.0,3.0,4.0,36%,64%,5.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,6.0,8.0,2.0,1.0,0.0,0.0,0.0,2.0,8.0,6.0,44%,56%,6.0,5.0,3.0,3.0,3.0,2.0,0.0,0.0,6.0,10.0,0.0,4.0,0.0,0.0,2.0,2.0,10.0,7.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-06-Atalanta-Palermo,serie-a,home,Atalanta,Palermo,06.12.2015,3,0,2015-2016,48%,52%,12.0,17.0,4.0,4.0,8.0,11.0,0.0,2.0,23.0,17.0,3.0,8.0,2.0,3.0,4.0,1.0,15.0,20.0,1.0,3.0,48%,52%,7.0,5.0,3.0,3.0,4.0,1.0,0.0,1.0,9.0,9.0,3.0,2.0,0.0,3.0,3.0,1.0,9.0,8.0,48%,52%,5.0,12.0,1.0,1.0,4.0,10.0,0.0,1.0,14.0,8.0,0.0,6.0,2.0,0.0,1.0,0.0,6.0,12.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-06-Bologna-Napoli,serie-a,home,Bologna,Napoli,06.12.2015,3,2,2015-2016,32%,68%,11.0,16.0,4.0,7.0,4.0,6.0,3.0,3.0,14.0,24.0,4.0,7.0,5.0,3.0,5.0,1.0,19.0,11.0,2.0,0.0,28%,72%,4.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,7.0,10.0,3.0,4.0,0.0,2.0,3.0,1.0,10.0,5.0,36%,64%,7.0,11.0,1.0,4.0,3.0,5.0,3.0,2.0,7.0,14.0,1.0,3.0,5.0,1.0,2.0,0.0,9.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-06-Carpi-AC Milan,serie-a,home,Carpi,AC Milan,06.12.2015,0,0,2015-2016,40%,60%,11.0,20.0,3.0,7.0,5.0,5.0,3.0,8.0,27.0,17.0,2.0,12.0,2.0,5.0,7.0,3.0,15.0,22.0,0.0,2.0,42%,58%,6.0,9.0,3.0,3.0,2.0,1.0,1.0,5.0,12.0,6.0,0.0,5.0,1.0,5.0,3.0,3.0,5.0,7.0,38%,62%,5.0,11.0,0.0,4.0,3.0,4.0,2.0,3.0,15.0,11.0,2.0,7.0,1.0,0.0,4.0,0.0,10.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-06-Fiorentina-Udinese,serie-a,home,Fiorentina,Udinese,06.12.2015,3,0,2015-2016,55%,45%,14.0,8.0,5.0,0.0,5.0,6.0,4.0,2.0,18.0,19.0,7.0,1.0,2.0,6.0,0.0,2.0,16.0,14.0,2.0,5.0,62%,38%,9.0,3.0,3.0,0.0,4.0,3.0,2.0,0.0,9.0,8.0,4.0,1.0,1.0,3.0,0.0,2.0,6.0,7.0,48%,52%,5.0,5.0,2.0,0.0,1.0,3.0,2.0,2.0,9.0,11.0,3.0,0.0,1.0,3.0,0.0,0.0,10.0,7.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-06-Frosinone-Chievo,serie-a,home,Frosinone,Chievo,06.12.2015,0,2,2015-2016,49%,51%,14.0,10.0,3.0,3.0,7.0,5.0,4.0,2.0,22.0,19.0,9.0,6.0,2.0,1.0,1.0,3.0,18.0,21.0,3.0,5.0,54%,46%,6.0,4.0,1.0,1.0,4.0,3.0,1.0,0.0,12.0,8.0,5.0,1.0,2.0,0.0,1.0,1.0,6.0,12.0,44%,56%,8.0,6.0,2.0,2.0,3.0,2.0,3.0,2.0,10.0,11.0,4.0,5.0,0.0,1.0,0.0,2.0,12.0,9.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-06-Sampdoria-Sassuolo,serie-a,home,Sampdoria,Sassuolo,06.12.2015,1,3,2015-2016,57%,43%,8.0,16.0,2.0,10.0,2.0,4.0,4.0,2.0,18.0,24.0,11.0,6.0,6.0,0.0,7.0,1.0,19.0,18.0,2.0,3.0,58%,42%,4.0,11.0,0.0,9.0,2.0,1.0,2.0,1.0,8.0,12.0,5.0,3.0,4.0,0.0,6.0,0.0,8.0,8.0,56%,44%,4.0,5.0,2.0,1.0,0.0,3.0,2.0,1.0,10.0,12.0,6.0,3.0,2.0,0.0,1.0,1.0,11.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-06-Verona-Empoli,serie-a,home,Verona,Empoli,06.12.2015,0,1,2015-2016,57%,43%,18.0,11.0,4.0,5.0,8.0,4.0,6.0,2.0,9.0,22.0,12.0,0.0,5.0,2.0,4.0,4.0,18.0,7.0,1.0,4.0,55%,45%,8.0,7.0,4.0,3.0,3.0,2.0,1.0,2.0,6.0,11.0,7.0,0.0,1.0,1.0,3.0,4.0,10.0,5.0,59%,41%,10.0,4.0,0.0,2.0,5.0,2.0,5.0,0.0,3.0,11.0,5.0,0.0,4.0,1.0,1.0,0.0,8.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-12-Genoa-Bologna,serie-a,home,Genoa,Bologna,12.12.2015,0,1,2015-2016,66%,34%,19.0,10.0,4.0,2.0,6.0,4.0,9.0,4.0,27.0,14.0,10.0,7.0,1.0,8.0,1.0,4.0,13.0,19.0,0.0,4.0,70%,30%,11.0,3.0,3.0,0.0,5.0,2.0,3.0,1.0,13.0,5.0,5.0,2.0,0.0,4.0,0.0,3.0,5.0,9.0,62%,38%,8.0,7.0,1.0,2.0,1.0,2.0,6.0,3.0,14.0,9.0,5.0,5.0,1.0,4.0,1.0,1.0,8.0,10.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-12-Palermo-Frosinone,serie-a,home,Palermo,Frosinone,12.12.2015,4,1,2015-2016,51%,49%,20.0,15.0,6.0,3.0,10.0,7.0,4.0,5.0,19.0,20.0,6.0,4.0,1.0,2.0,2.0,2.0,18.0,17.0,2.0,3.0,55%,45%,10.0,8.0,3.0,3.0,5.0,3.0,2.0,2.0,12.0,7.0,6.0,2.0,0.0,2.0,2.0,1.0,7.0,10.0,47%,53%,10.0,7.0,3.0,0.0,5.0,4.0,2.0,3.0,7.0,13.0,0.0,2.0,1.0,0.0,0.0,1.0,11.0,7.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
