match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in,Match Total Passes,opponent Match Total Passes,1st half Total Passes,opponent 1st half Total Passes,2nd half Total Passes,opponent 2nd half Total Passes
serie-a-2015-2016-2015-10-25-Juventus-Atalanta,serie-a,home,Juventus,Atalanta,25.10.2015,2,0,2015-2016,63%,37%,19.0,5.0,10.0,0.0,7.0,5.0,2.0,0.0,15.0,11.0,4.0,3.0,2.0,1.0,0.0,8.0,9.0,16.0,2.0,4.0,67%,33%,9.0,2.0,6.0,0.0,2.0,2.0,1.0,0.0,6.0,5.0,2.0,2.0,1.0,0.0,0.0,5.0,4.0,6.0,59%,41%,10.0,3.0,4.0,0.0,5.0,3.0,1.0,0.0,9.0,6.0,2.0,1.0,1.0,1.0,0.0,3.0,5.0,10.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-25-Lazio-Torino,serie-a,home,Lazio,Torino,25.10.2015,3,0,2015-2016,56%,44%,10.0,7.0,3.0,3.0,6.0,4.0,1.0,0.0,22.0,15.0,0.0,7.0,2.0,1.0,3.0,0.0,13.0,23.0,2.0,3.0,53%,47%,5.0,3.0,1.0,2.0,3.0,1.0,1.0,0.0,11.0,9.0,1.0,3.0,2.0,1.0,2.0,0.0,7.0,12.0,59%,41%,5.0,4.0,2.0,1.0,3.0,3.0,0.0,0.0,11.0,6.0,-1.0,4.0,0.0,0.0,1.0,0.0,6.0,11.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-25-Sampdoria-Verona,serie-a,home,Sampdoria,Verona,25.10.2015,4,1,2015-2016,44%,56%,10.0,11.0,6.0,1.0,2.0,6.0,2.0,4.0,13.0,20.0,2.0,8.0,3.0,2.0,0.0,2.0,18.0,11.0,2.0,2.0,46%,54%,7.0,3.0,4.0,0.0,1.0,2.0,2.0,1.0,8.0,9.0,1.0,3.0,2.0,1.0,0.0,1.0,7.0,7.0,42%,58%,3.0,8.0,2.0,1.0,1.0,4.0,0.0,3.0,5.0,11.0,1.0,5.0,1.0,1.0,0.0,1.0,11.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-25-Udinese-Frosinone,serie-a,home,Udinese,Frosinone,25.10.2015,1,0,2015-2016,53%,47%,19.0,12.0,7.0,2.0,8.0,6.0,4.0,4.0,24.0,17.0,6.0,3.0,4.0,1.0,2.0,6.0,13.0,23.0,4.0,2.0,59%,41%,8.0,6.0,2.0,0.0,3.0,2.0,3.0,4.0,9.0,8.0,4.0,1.0,2.0,0.0,0.0,1.0,6.0,9.0,47%,53%,11.0,6.0,5.0,2.0,5.0,4.0,1.0,0.0,15.0,9.0,2.0,2.0,2.0,1.0,2.0,5.0,7.0,14.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-27-Bologna-Inter,serie-a,home,Bologna,Inter,27.10.2015,0,1,2015-2016,44%,56%,7.0,11.0,3.0,6.0,2.0,3.0,2.0,2.0,16.0,12.0,2.0,2.0,1.0,1.0,5.0,3.0,11.0,15.0,1.0,3.0,34%,66%,1.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,8.0,54%,46%,6.0,7.0,3.0,5.0,2.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,0.0,0.0,4.0,3.0,7.0,7.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-28-AC Milan-Chievo,serie-a,home,AC Milan,Chievo,28.10.2015,1,0,2015-2016,54%,46%,24.0,4.0,4.0,3.0,15.0,1.0,5.0,0.0,18.0,13.0,10.0,3.0,3.0,3.0,3.0,3.0,10.0,15.0,0.0,2.0,60%,40%,9.0,3.0,1.0,2.0,5.0,1.0,3.0,0.0,10.0,9.0,5.0,2.0,2.0,3.0,2.0,1.0,7.0,7.0,48%,52%,15.0,1.0,3.0,1.0,10.0,0.0,2.0,0.0,8.0,4.0,5.0,1.0,1.0,0.0,1.0,2.0,3.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-28-AS Roma-Udinese,serie-a,home,AS Roma,Udinese,28.10.2015,3,1,2015-2016,64%,36%,19.0,6.0,8.0,2.0,6.0,3.0,5.0,1.0,13.0,16.0,3.0,4.0,5.0,2.0,1.0,5.0,12.0,10.0,1.0,3.0,64%,36%,7.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,7.0,6.0,0.0,2.0,1.0,2.0,0.0,2.0,5.0,4.0,64%,36%,12.0,4.0,4.0,2.0,4.0,2.0,4.0,0.0,6.0,10.0,3.0,2.0,4.0,0.0,1.0,3.0,7.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-28-Atalanta-Lazio,serie-a,home,Atalanta,Lazio,28.10.2015,2,1,2015-2016,47%,53%,8.0,6.0,3.0,3.0,3.0,2.0,2.0,1.0,18.0,18.0,5.0,6.0,1.0,3.0,2.0,1.0,17.0,15.0,2.0,4.0,47%,53%,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,12.0,8.0,1.0,4.0,0.0,2.0,1.0,1.0,8.0,10.0,47%,53%,5.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,6.0,10.0,4.0,2.0,1.0,1.0,1.0,0.0,9.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-28-Frosinone-Carpi,serie-a,home,Frosinone,Carpi,28.10.2015,2,1,2015-2016,52%,48%,8.0,13.0,3.0,3.0,4.0,7.0,1.0,3.0,20.0,19.0,5.0,4.0,2.0,1.0,2.0,1.0,19.0,19.0,3.0,3.0,50%,50%,3.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,13.0,13.0,0.0,3.0,2.0,1.0,1.0,1.0,11.0,12.0,54%,46%,5.0,8.0,2.0,2.0,3.0,4.0,0.0,2.0,7.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,8.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-28-Napoli-Palermo,serie-a,home,Napoli,Palermo,28.10.2015,2,0,2015-2016,67%,33%,23.0,8.0,8.0,0.0,9.0,5.0,6.0,3.0,6.0,11.0,8.0,2.0,2.0,2.0,0.0,6.0,9.0,4.0,0.0,0.0,75%,25%,11.0,4.0,5.0,0.0,4.0,3.0,2.0,1.0,2.0,8.0,5.0,0.0,1.0,1.0,0.0,4.0,7.0,1.0,59%,41%,12.0,4.0,3.0,0.0,5.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-28-Sassuolo-Juventus,serie-a,home,Sassuolo,Juventus,28.10.2015,1,0,2015-2016,37%,63%,7.0,14.0,3.0,3.0,4.0,5.0,0.0,6.0,25.0,25.0,1.0,11.0,5.0,6.0,3.0,2.0,20.0,21.0,5.0,4.0,43%,57%,3.0,5.0,2.0,2.0,1.0,1.0,0.0,2.0,17.0,6.0,1.0,5.0,1.0,5.0,2.0,1.0,5.0,13.0,31%,69%,4.0,9.0,1.0,1.0,3.0,4.0,0.0,4.0,8.0,19.0,0.0,6.0,4.0,1.0,1.0,1.0,15.0,8.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-28-Torino-Genoa,serie-a,home,Torino,Genoa,28.10.2015,3,3,2015-2016,46%,54%,17.0,10.0,6.0,4.0,7.0,5.0,4.0,1.0,18.0,13.0,4.0,2.0,3.0,0.0,1.0,3.0,10.0,19.0,2.0,1.0,48%,52%,10.0,5.0,2.0,2.0,5.0,2.0,3.0,1.0,11.0,4.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,12.0,44%,56%,7.0,5.0,4.0,2.0,2.0,3.0,1.0,0.0,7.0,9.0,1.0,1.0,1.0,0.0,0.0,3.0,8.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-28-Verona-Fiorentina,serie-a,home,Verona,Fiorentina,28.10.2015,0,2,2015-2016,37%,63%,2.0,9.0,0.0,2.0,2.0,4.0,0.0,3.0,15.0,24.0,5.0,2.0,8.0,4.0,0.0,1.0,17.0,11.0,5.0,2.0,38%,62%,1.0,7.0,1.0,1.0,0.0,4.0,0.0,2.0,8.0,13.0,3.0,0.0,5.0,4.0,0.0,1.0,8.0,4.0,36%,64%,1.0,2.0,-1.0,1.0,2.0,0.0,0.0,1.0,7.0,11.0,2.0,2.0,3.0,0.0,0.0,0.0,9.0,7.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-29-Sampdoria-Empoli,serie-a,home,Sampdoria,Empoli,29.10.2015,1,1,2015-2016,48%,52%,14.0,17.0,3.0,5.0,7.0,4.0,4.0,8.0,16.0,29.0,6.0,5.0,10.0,1.0,4.0,2.0,19.0,15.0,2.0,5.0,52%,48%,6.0,10.0,1.0,3.0,2.0,2.0,3.0,5.0,8.0,14.0,2.0,2.0,6.0,1.0,3.0,1.0,8.0,7.0,44%,56%,8.0,7.0,2.0,2.0,5.0,2.0,1.0,3.0,8.0,15.0,4.0,3.0,4.0,0.0,1.0,1.0,11.0,8.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-31-Inter-AS Roma,serie-a,home,Inter,AS Roma,31.10.2015,1,0,2015-2016,41%,59%,10.0,19.0,3.0,9.0,5.0,8.0,2.0,2.0,12.0,12.0,4.0,9.0,2.0,1.0,9.0,2.0,10.0,10.0,4.0,3.0,43%,57%,6.0,8.0,2.0,2.0,3.0,4.0,1.0,2.0,6.0,2.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,5.0,39%,61%,4.0,11.0,1.0,7.0,2.0,4.0,1.0,0.0,6.0,10.0,3.0,5.0,1.0,1.0,7.0,1.0,9.0,5.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-31-Juventus-Torino,serie-a,home,Juventus,Torino,31.10.2015,2,1,2015-2016,60%,40%,17.0,10.0,6.0,5.0,7.0,3.0,4.0,2.0,14.0,17.0,7.0,3.0,0.0,0.0,4.0,4.0,17.0,14.0,2.0,5.0,57%,43%,3.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,63%,37%,14.0,7.0,4.0,5.0,6.0,0.0,4.0,2.0,9.0,9.0,4.0,3.0,0.0,0.0,4.0,3.0,8.0,8.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-01-Bologna-Atalanta,serie-a,home,Bologna,Atalanta,01.11.2015,3,0,2015-2016,45%,55%,10.0,8.0,5.0,2.0,5.0,4.0,0.0,2.0,15.0,24.0,0.0,5.0,2.0,1.0,2.0,2.0,23.0,14.0,5.0,3.0,52%,48%,4.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0,6.0,12.0,0.0,4.0,1.0,0.0,1.0,2.0,12.0,6.0,38%,62%,6.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,9.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0,11.0,8.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-01-Carpi-Verona,serie-a,home,Carpi,Verona,01.11.2015,0,0,2015-2016,39%,61%,11.0,11.0,6.0,3.0,3.0,5.0,2.0,3.0,21.0,21.0,5.0,6.0,2.0,4.0,3.0,6.0,19.0,17.0,2.0,3.0,40%,60%,3.0,8.0,2.0,3.0,1.0,3.0,0.0,2.0,8.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,13.0,7.0,38%,62%,8.0,3.0,4.0,0.0,2.0,2.0,2.0,1.0,13.0,6.0,4.0,4.0,0.0,3.0,0.0,4.0,6.0,10.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-01-Fiorentina-Frosinone,serie-a,home,Fiorentina,Frosinone,01.11.2015,4,1,2015-2016,73%,27%,31.0,6.0,9.0,1.0,12.0,5.0,10.0,0.0,11.0,11.0,8.0,1.0,0.0,2.0,0.0,5.0,11.0,11.0,0.0,1.0,70%,30%,19.0,1.0,8.0,0.0,6.0,1.0,5.0,0.0,4.0,5.0,6.0,0.0,0.0,1.0,0.0,4.0,5.0,4.0,76%,24%,12.0,5.0,1.0,1.0,6.0,4.0,5.0,0.0,7.0,6.0,2.0,1.0,0.0,1.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-01-Genoa-Napoli,serie-a,home,Genoa,Napoli,01.11.2015,0,0,2015-2016,39%,61%,9.0,18.0,1.0,8.0,6.0,6.0,2.0,4.0,21.0,16.0,1.0,6.0,4.0,5.0,8.0,1.0,12.0,16.0,3.0,2.0,44%,56%,4.0,5.0,0.0,2.0,3.0,2.0,1.0,1.0,12.0,9.0,0.0,4.0,2.0,2.0,2.0,0.0,7.0,9.0,34%,66%,5.0,13.0,1.0,6.0,3.0,4.0,1.0,3.0,9.0,7.0,1.0,2.0,2.0,3.0,6.0,1.0,5.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-01-Lazio-AC Milan,serie-a,home,Lazio,AC Milan,01.11.2015,1,3,2015-2016,61%,39%,10.0,9.0,4.0,3.0,3.0,5.0,3.0,1.0,14.0,23.0,7.0,3.0,3.0,2.0,0.0,3.0,21.0,11.0,2.0,2.0,62%,38%,1.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,6.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,9.0,5.0,60%,40%,9.0,5.0,3.0,2.0,3.0,3.0,3.0,0.0,8.0,13.0,3.0,2.0,2.0,1.0,0.0,2.0,12.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-01-Udinese-Sassuolo,serie-a,home,Udinese,Sassuolo,01.11.2015,0,0,2015-2016,50%,50%,14.0,6.0,2.0,2.0,10.0,4.0,2.0,0.0,14.0,17.0,10.0,1.0,3.0,2.0,2.0,2.0,14.0,12.0,1.0,2.0,43%,57%,6.0,2.0,1.0,1.0,4.0,1.0,1.0,0.0,8.0,8.0,4.0,0.0,3.0,2.0,1.0,1.0,5.0,6.0,57%,43%,8.0,4.0,1.0,1.0,6.0,3.0,1.0,0.0,6.0,9.0,6.0,1.0,0.0,0.0,1.0,1.0,9.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-02-Chievo-Sampdoria,serie-a,home,Chievo,Sampdoria,02.11.2015,1,1,2015-2016,49%,51%,14.0,10.0,2.0,3.0,9.0,4.0,3.0,3.0,10.0,20.0,4.0,3.0,1.0,1.0,2.0,1.0,19.0,10.0,3.0,2.0,50%,50%,7.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,5.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,5.0,48%,52%,7.0,5.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,12.0,4.0,2.0,0.0,1.0,1.0,1.0,12.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-02-Palermo-Empoli,serie-a,home,Palermo,Empoli,02.11.2015,0,1,2015-2016,49%,51%,16.0,14.0,4.0,5.0,8.0,6.0,4.0,3.0,17.0,30.0,6.0,4.0,5.0,3.0,4.0,4.0,25.0,15.0,6.0,3.0,50%,50%,6.0,8.0,1.0,4.0,3.0,3.0,2.0,1.0,7.0,14.0,3.0,2.0,2.0,1.0,4.0,1.0,12.0,7.0,48%,52%,10.0,6.0,3.0,1.0,5.0,3.0,2.0,2.0,10.0,16.0,3.0,2.0,3.0,2.0,0.0,3.0,13.0,8.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-07-AC Milan-Atalanta,serie-a,home,AC Milan,Atalanta,07.11.2015,0,0,2015-2016,41%,59%,8.0,15.0,3.0,4.0,3.0,10.0,2.0,1.0,20.0,21.0,4.0,6.0,5.0,2.0,4.0,3.0,15.0,19.0,4.0,4.0,45%,55%,4.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,9.0,9.0,3.0,1.0,1.0,0.0,0.0,1.0,8.0,9.0,37%,63%,4.0,12.0,2.0,4.0,1.0,7.0,1.0,1.0,11.0,12.0,1.0,5.0,4.0,2.0,4.0,2.0,7.0,10.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-07-Verona-Bologna,serie-a,home,Verona,Bologna,07.11.2015,0,2,2015-2016,56%,44%,11.0,10.0,2.0,4.0,6.0,4.0,3.0,2.0,13.0,17.0,9.0,4.0,2.0,3.0,2.0,2.0,15.0,10.0,1.0,1.0,54%,46%,5.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,8.0,3.0,0.0,2.0,2.0,0.0,2.0,6.0,2.0,58%,42%,6.0,7.0,0.0,2.0,5.0,3.0,1.0,2.0,9.0,9.0,6.0,4.0,0.0,1.0,2.0,0.0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-08-AS Roma-Lazio,serie-a,home,AS Roma,Lazio,08.11.2015,2,0,2015-2016,45%,55%,14.0,7.0,2.0,2.0,7.0,4.0,5.0,1.0,17.0,22.0,2.0,6.0,2.0,6.0,2.0,0.0,20.0,12.0,3.0,4.0,54%,46%,9.0,3.0,1.0,1.0,4.0,2.0,4.0,0.0,9.0,9.0,2.0,1.0,2.0,3.0,1.0,0.0,7.0,7.0,36%,64%,5.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,13.0,0.0,5.0,0.0,3.0,1.0,0.0,13.0,5.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-08-Empoli-Juventus,serie-a,home,Empoli,Juventus,08.11.2015,1,3,2015-2016,47%,53%,12.0,11.0,4.0,4.0,2.0,7.0,6.0,0.0,25.0,15.0,4.0,3.0,1.0,2.0,1.0,3.0,14.0,23.0,2.0,3.0,46%,54%,9.0,4.0,2.0,2.0,2.0,2.0,5.0,0.0,11.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,9.0,48%,52%,3.0,7.0,2.0,2.0,0.0,5.0,1.0,0.0,14.0,12.0,2.0,1.0,1.0,0.0,1.0,2.0,11.0,14.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-08-Frosinone-Genoa,serie-a,home,Frosinone,Genoa,08.11.2015,2,2,2015-2016,49%,51%,18.0,10.0,5.0,3.0,9.0,5.0,4.0,2.0,23.0,21.0,6.0,5.0,5.0,0.0,1.0,3.0,16.0,23.0,2.0,5.0,42%,58%,11.0,5.0,3.0,2.0,5.0,1.0,3.0,2.0,10.0,11.0,4.0,1.0,2.0,0.0,1.0,1.0,9.0,10.0,56%,44%,7.0,5.0,2.0,1.0,4.0,4.0,1.0,0.0,13.0,10.0,2.0,4.0,3.0,0.0,0.0,2.0,7.0,13.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-08-Napoli-Udinese,serie-a,home,Napoli,Udinese,08.11.2015,1,0,2015-2016,58%,42%,15.0,8.0,5.0,2.0,4.0,5.0,6.0,1.0,15.0,17.0,7.0,5.0,2.0,5.0,2.0,4.0,15.0,10.0,3.0,3.0,62%,38%,6.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,9.0,9.0,4.0,1.0,2.0,4.0,1.0,1.0,7.0,5.0,54%,46%,9.0,5.0,4.0,1.0,1.0,3.0,4.0,1.0,6.0,8.0,3.0,4.0,0.0,1.0,1.0,3.0,8.0,5.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-08-Palermo-Chievo,serie-a,home,Palermo,Chievo,08.11.2015,1,0,2015-2016,53%,47%,14.0,13.0,3.0,3.0,9.0,7.0,2.0,3.0,21.0,14.0,10.0,8.0,3.0,6.0,3.0,2.0,11.0,15.0,4.0,3.0,54%,46%,3.0,8.0,0.0,1.0,3.0,5.0,0.0,2.0,11.0,7.0,3.0,3.0,2.0,2.0,1.0,0.0,5.0,9.0,52%,48%,11.0,5.0,3.0,2.0,6.0,2.0,2.0,1.0,10.0,7.0,7.0,5.0,1.0,4.0,2.0,2.0,6.0,6.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-08-Sampdoria-Fiorentina,serie-a,home,Sampdoria,Fiorentina,08.11.2015,0,2,2015-2016,42%,58%,3.0,20.0,2.0,7.0,1.0,9.0,0.0,4.0,11.0,24.0,1.0,8.0,4.0,3.0,5.0,2.0,23.0,10.0,3.0,3.0,45%,55%,2.0,9.0,1.0,3.0,1.0,6.0,0.0,0.0,6.0,12.0,1.0,5.0,1.0,1.0,2.0,1.0,13.0,6.0,39%,61%,1.0,11.0,1.0,4.0,0.0,3.0,0.0,4.0,5.0,12.0,0.0,3.0,3.0,2.0,3.0,1.0,10.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-11-08-Sassuolo-Carpi,serie-a,home,Sassuolo,Carpi,08.11.2015,1,0,2015-2016,58%,42%,9.0,7.0,4.0,2.0,3.0,3.0,2.0,2.0,24.0,15.0,6.0,7.0,2.0,3.0,2.0,3.0,13.0,21.0,4.0,5.0,64%,36%,2.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,11.0,7.0,1.0,5.0,0.0,3.0,2.0,0.0,7.0,8.0,52%,48%,7.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,13.0,8.0,5.0,2.0,2.0,0.0,0.0,3.0,6.0,13.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
