match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Blocked Shots,opponent Match Blocked Shots,1st half Blocked Shots,opponent 1st half Blocked Shots,2nd half Blocked Shots,opponent 2nd half Blocked Shots,Match Pass Success %,opponent Match Pass Success %,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,2nd half Pass Success %,opponent 2nd half Pass Success %,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
ligue-1-2016-2017-2017-03-11-Rennes-Dijon,ligue-1,home,Rennes,Dijon,11.03.2017,1,1,2016-2017,58%,42%,15.0,11.0,4.0,8.0,7.0,3.0,12.0,11.0,1.0,4.0,2.0,1.0,7.0,3.0,10.0,11.0,2.0,1.0,55%,45%,2.0,6.0,1.0,4.0,1.0,2.0,3.0,7.0,0.0,2.0,0.0,0.0,3.0,1.0,7.0,3.0,1.0,1.0,61%,39%,13.0,5.0,3.0,4.0,6.0,1.0,9.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-12-Lorient-Paris SG,ligue-1,home,Lorient,Paris SG,12.03.2017,1,2,2016-2017,43%,57%,6.0,12.0,2.0,6.0,3.0,4.0,10.0,12.0,3.0,9.0,3.0,3.0,4.0,1.0,9.0,7.0,2.0,1.0,37%,63%,5.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,49%,51%,1.0,8.0,1.0,3.0,0.0,3.0,6.0,10.0,1.0,5.0,3.0,1.0,2.0,0.0,7.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-12-Lyon-Toulouse,ligue-1,home,Lyon,Toulouse,12.03.2017,4,0,2016-2017,60%,40%,12.0,10.0,7.0,4.0,4.0,3.0,15.0,17.0,4.0,3.0,7.0,4.0,4.0,3.0,10.0,12.0,1.0,2.0,67%,33%,8.0,4.0,3.0,2.0,4.0,2.0,7.0,8.0,4.0,0.0,3.0,2.0,2.0,2.0,5.0,6.0,1.0,1.0,53%,47%,4.0,6.0,4.0,2.0,0.0,1.0,8.0,9.0,0.0,3.0,4.0,2.0,2.0,1.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-12-St Etienne-Metz,ligue-1,home,St Etienne,Metz,12.03.2017,2,2,2016-2017,58%,42%,14.0,12.0,7.0,6.0,6.0,5.0,26.0,14.0,4.0,3.0,0.0,6.0,4.0,5.0,14.0,20.0,0.0,1.0,62%,38%,5.0,3.0,2.0,1.0,3.0,1.0,13.0,8.0,1.0,1.0,0.0,4.0,0.0,2.0,8.0,9.0,0.0,0.0,54%,46%,9.0,9.0,5.0,5.0,3.0,4.0,13.0,6.0,3.0,2.0,0.0,2.0,4.0,3.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-17-Lille-Marseille,ligue-1,home,Lille,Marseille,17.03.2017,0,0,2016-2017,46%,54%,9.0,7.0,2.0,4.0,5.0,2.0,20.0,21.0,7.0,8.0,4.0,2.0,4.0,2.0,18.0,17.0,1.0,4.0,49%,51%,4.0,3.0,0.0,1.0,3.0,1.0,7.0,8.0,4.0,1.0,1.0,1.0,1.0,0.0,7.0,6.0,0.0,1.0,42%,58%,5.0,4.0,2.0,3.0,2.0,1.0,13.0,13.0,3.0,7.0,3.0,1.0,3.0,2.0,11.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-17-Metz-Bastia,ligue-1,home,Metz,Bastia,17.03.2017,1,0,2016-2017,53%,47%,9.0,6.0,2.0,0.0,3.0,5.0,12.0,16.0,4.0,4.0,4.0,0.0,0.0,1.0,12.0,12.0,2.0,2.0,66%,34%,5.0,2.0,1.0,0.0,3.0,2.0,7.0,8.0,3.0,0.0,3.0,0.0,0.0,1.0,5.0,7.0,0.0,1.0,39%,61%,4.0,4.0,1.0,0.0,0.0,3.0,5.0,8.0,1.0,4.0,1.0,0.0,0.0,0.0,7.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-18-Angers-Guingamp,ligue-1,home,Angers,Guingamp,18.03.2017,3,0,2016-2017,50%,50%,15.0,10.0,5.0,1.0,9.0,6.0,9.0,12.0,8.0,3.0,2.0,2.0,1.0,2.0,11.0,6.0,2.0,1.0,49%,51%,5.0,8.0,0.0,1.0,4.0,4.0,4.0,9.0,3.0,1.0,2.0,1.0,1.0,0.0,8.0,2.0,1.0,0.0,51%,49%,10.0,2.0,5.0,0.0,5.0,2.0,5.0,3.0,5.0,2.0,0.0,1.0,0.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-18-Bordeaux-Montpellier,ligue-1,home,Bordeaux,Montpellier,18.03.2017,5,1,2016-2017,40%,60%,13.0,13.0,7.0,4.0,3.0,6.0,7.0,11.0,5.0,8.0,5.0,1.0,3.0,2.0,7.0,9.0,0.0,0.0,38%,62%,8.0,8.0,5.0,1.0,2.0,4.0,1.0,5.0,4.0,7.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,42%,58%,5.0,5.0,2.0,3.0,1.0,2.0,6.0,6.0,1.0,1.0,3.0,0.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-18-Nancy-Lorient,ligue-1,home,Nancy,Lorient,18.03.2017,2,3,2016-2017,43%,57%,14.0,7.0,7.0,5.0,4.0,2.0,9.0,20.0,8.0,3.0,4.0,4.0,2.0,5.0,16.0,7.0,1.0,2.0,51%,49%,9.0,1.0,5.0,1.0,3.0,0.0,4.0,5.0,6.0,0.0,0.0,2.0,1.0,3.0,5.0,3.0,0.0,1.0,35%,65%,5.0,6.0,2.0,4.0,1.0,2.0,5.0,15.0,2.0,3.0,4.0,2.0,1.0,2.0,11.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-18-Nantes-Nice,ligue-1,home,Nantes,Nice,18.03.2017,1,1,2016-2017,38%,62%,18.0,5.0,5.0,2.0,7.0,2.0,15.0,19.0,5.0,4.0,1.0,2.0,1.0,4.0,17.0,12.0,3.0,1.0,41%,59%,8.0,2.0,3.0,2.0,2.0,0.0,8.0,11.0,3.0,0.0,1.0,1.0,1.0,2.0,9.0,7.0,0.0,1.0,35%,65%,10.0,3.0,2.0,0.0,5.0,2.0,7.0,8.0,2.0,4.0,0.0,1.0,0.0,2.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-18-Toulouse-Rennes,ligue-1,home,Toulouse,Rennes,18.03.2017,0,0,2016-2017,38%,62%,6.0,17.0,0.0,3.0,5.0,10.0,16.0,17.0,5.0,9.0,3.0,2.0,3.0,0.0,14.0,14.0,3.0,2.0,47%,53%,4.0,7.0,0.0,1.0,4.0,5.0,5.0,8.0,2.0,3.0,3.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,29%,71%,2.0,10.0,0.0,2.0,1.0,5.0,11.0,9.0,3.0,6.0,0.0,2.0,2.0,0.0,9.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-19-Caen-Monaco,ligue-1,home,Caen,Monaco,19.03.2017,0,3,2016-2017,52%,48%,5.0,17.0,1.0,7.0,2.0,5.0,16.0,9.0,2.0,7.0,2.0,2.0,4.0,1.0,8.0,14.0,1.0,0.0,44%,56%,3.0,7.0,1.0,1.0,1.0,2.0,7.0,4.0,0.0,4.0,1.0,2.0,0.0,1.0,3.0,5.0,1.0,0.0,61%,39%,2.0,10.0,0.0,6.0,1.0,3.0,9.0,5.0,2.0,3.0,1.0,0.0,4.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-19-Dijon-St Etienne,ligue-1,home,Dijon,St Etienne,19.03.2017,0,1,2016-2017,51%,49%,17.0,16.0,0.0,4.0,10.0,4.0,13.0,16.0,3.0,6.0,3.0,4.0,3.0,0.0,13.0,9.0,2.0,1.0,49%,51%,9.0,9.0,0.0,2.0,4.0,4.0,4.0,9.0,1.0,3.0,1.0,1.0,2.0,0.0,8.0,3.0,0.0,0.0,53%,47%,8.0,7.0,0.0,2.0,6.0,0.0,9.0,7.0,2.0,3.0,2.0,3.0,1.0,0.0,5.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,5.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-19-Paris SG-Lyon,ligue-1,home,Paris SG,Lyon,19.03.2017,2,1,2016-2017,51%,49%,12.0,9.0,4.0,2.0,6.0,5.0,11.0,12.0,8.0,10.0,1.0,3.0,1.0,2.0,11.0,8.0,2.0,1.0,60%,40%,7.0,9.0,4.0,2.0,2.0,4.0,3.0,6.0,5.0,6.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,0.0,42%,58%,5.0,0.0,0.0,0.0,4.0,1.0,8.0,6.0,3.0,4.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-03-31-Guingamp-Nancy,ligue-1,home,Guingamp,Nancy,31.03.2017,1,0,2016-2017,73%,27%,17.0,4.0,3.0,1.0,10.0,3.0,11.0,15.0,12.0,1.0,1.0,2.0,1.0,2.0,14.0,9.0,1.0,2.0,68%,32%,4.0,3.0,0.0,1.0,2.0,2.0,8.0,8.0,6.0,0.0,0.0,1.0,1.0,0.0,8.0,7.0,0.0,1.0,78%,22%,13.0,1.0,3.0,0.0,8.0,1.0,3.0,7.0,6.0,1.0,1.0,1.0,0.0,2.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-01-Bastia-Lille,ligue-1,home,Bastia,Lille,01.04.2017,0,1,2016-2017,44%,56%,14.0,9.0,2.0,3.0,3.0,5.0,17.0,10.0,5.0,0.0,1.0,3.0,2.0,2.0,9.0,15.0,1.0,1.0,34%,66%,6.0,3.0,1.0,0.0,1.0,3.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,7.0,0.0,1.0,54%,46%,8.0,6.0,1.0,3.0,2.0,2.0,9.0,6.0,5.0,0.0,1.0,2.0,2.0,1.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-01-Marseille-Dijon,ligue-1,home,Marseille,Dijon,01.04.2017,1,1,2016-2017,63%,37%,19.0,8.0,5.0,5.0,10.0,2.0,21.0,11.0,4.0,3.0,2.0,4.0,4.0,4.0,9.0,17.0,2.0,4.0,65%,35%,9.0,2.0,2.0,2.0,5.0,0.0,11.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,8.0,1.0,2.0,61%,39%,10.0,6.0,3.0,3.0,5.0,2.0,10.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,5.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-02-Lorient-Caen,ligue-1,home,Lorient,Caen,02.04.2017,1,0,2016-2017,43%,57%,13.0,16.0,2.0,3.0,7.0,8.0,9.0,11.0,8.0,3.0,3.0,0.0,3.0,1.0,8.0,9.0,1.0,1.0,49%,51%,6.0,5.0,2.0,1.0,2.0,3.0,3.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,37%,63%,7.0,11.0,0.0,2.0,5.0,5.0,6.0,6.0,4.0,2.0,1.0,0.0,2.0,0.0,5.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-02-Montpellier-Toulouse,ligue-1,home,Montpellier,Toulouse,02.04.2017,0,1,2016-2017,62%,38%,18.0,9.0,2.0,4.0,12.0,3.0,10.0,11.0,5.0,8.0,2.0,1.0,3.0,2.0,9.0,9.0,2.0,2.0,63%,37%,10.0,4.0,2.0,4.0,5.0,0.0,3.0,7.0,4.0,3.0,1.0,0.0,3.0,2.0,7.0,3.0,1.0,0.0,61%,39%,8.0,5.0,0.0,0.0,7.0,3.0,7.0,4.0,1.0,5.0,1.0,1.0,0.0,0.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-02-Nantes-Angers,ligue-1,home,Nantes,Angers,02.04.2017,2,1,2016-2017,52%,48%,13.0,18.0,3.0,3.0,5.0,6.0,10.0,13.0,4.0,3.0,4.0,1.0,2.0,1.0,9.0,9.0,1.0,1.0,59%,41%,7.0,7.0,0.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,45%,55%,6.0,11.0,3.0,2.0,1.0,3.0,7.0,9.0,0.0,0.0,3.0,1.0,1.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,9.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-02-Nice-Bordeaux,ligue-1,home,Nice,Bordeaux,02.04.2017,2,1,2016-2017,54%,46%,10.0,18.0,4.0,4.0,4.0,10.0,13.0,18.0,3.0,6.0,3.0,0.0,3.0,2.0,15.0,14.0,3.0,1.0,65%,35%,6.0,7.0,3.0,3.0,2.0,3.0,5.0,11.0,2.0,3.0,2.0,0.0,2.0,1.0,9.0,6.0,1.0,1.0,43%,57%,4.0,11.0,1.0,1.0,2.0,7.0,8.0,7.0,1.0,3.0,1.0,0.0,1.0,1.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-02-Rennes-Lyon,ligue-1,home,Rennes,Lyon,02.04.2017,1,1,2016-2017,34%,66%,7.0,20.0,2.0,6.0,4.0,8.0,19.0,8.0,4.0,8.0,1.0,4.0,5.0,1.0,8.0,17.0,1.0,1.0,36%,64%,2.0,11.0,0.0,2.0,1.0,5.0,5.0,5.0,1.0,4.0,0.0,3.0,2.0,0.0,6.0,4.0,0.0,0.0,32%,68%,5.0,9.0,2.0,4.0,3.0,3.0,14.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-05-Metz-Lyon,ligue-1,home,Metz,Lyon,05.04.2017,0,3,2016-2017,42%,58%,15.0,18.0,3.0,6.0,9.0,8.0,19.0,12.0,7.0,6.0,1.0,4.0,3.0,3.0,11.0,15.0,3.0,1.0,51%,49%,5.0,6.0,1.0,0.0,4.0,4.0,9.0,6.0,3.0,2.0,1.0,2.0,0.0,1.0,6.0,7.0,2.0,0.0,31%,69%,10.0,12.0,2.0,6.0,5.0,4.0,10.0,6.0,4.0,4.0,0.0,2.0,3.0,2.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-07-Lille-Nice,ligue-1,home,Lille,Nice,07.04.2017,1,2,2016-2017,41%,59%,11.0,12.0,3.0,7.0,5.0,4.0,13.0,23.0,5.0,3.0,1.0,0.0,5.0,2.0,22.0,13.0,1.0,1.0,33%,67%,4.0,8.0,2.0,6.0,2.0,2.0,6.0,10.0,2.0,2.0,1.0,0.0,4.0,1.0,9.0,6.0,0.0,0.0,49%,51%,7.0,4.0,1.0,1.0,3.0,2.0,7.0,13.0,3.0,1.0,0.0,0.0,1.0,1.0,13.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-08-Angers-Monaco,ligue-1,home,Angers,Monaco,08.04.2017,0,1,2016-2017,55%,45%,16.0,11.0,4.0,6.0,9.0,4.0,18.0,13.0,4.0,6.0,1.0,2.0,5.0,4.0,13.0,15.0,2.0,1.0,52%,48%,8.0,4.0,4.0,1.0,3.0,3.0,9.0,6.0,1.0,1.0,0.0,1.0,1.0,4.0,6.0,7.0,0.0,0.0,58%,42%,8.0,7.0,0.0,5.0,6.0,1.0,9.0,7.0,3.0,5.0,1.0,1.0,4.0,0.0,7.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-08-Bordeaux-Metz,ligue-1,home,Bordeaux,Metz,08.04.2017,3,0,2016-2017,50%,50%,17.0,9.0,6.0,5.0,9.0,4.0,17.0,10.0,4.0,2.0,1.0,5.0,5.0,3.0,9.0,14.0,2.0,2.0,54%,46%,9.0,4.0,4.0,1.0,4.0,3.0,6.0,7.0,2.0,1.0,1.0,3.0,1.0,3.0,5.0,5.0,2.0,1.0,46%,54%,8.0,5.0,2.0,4.0,5.0,1.0,11.0,3.0,2.0,1.0,0.0,2.0,4.0,0.0,4.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-08-Caen-Montpellier,ligue-1,home,Caen,Montpellier,08.04.2017,0,2,2016-2017,51%,49%,14.0,15.0,4.0,6.0,8.0,7.0,15.0,16.0,2.0,5.0,1.0,3.0,4.0,4.0,15.0,13.0,4.0,3.0,48%,52%,4.0,9.0,1.0,2.0,2.0,5.0,9.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,10.0,8.0,1.0,0.0,54%,46%,10.0,6.0,3.0,4.0,6.0,2.0,6.0,5.0,1.0,1.0,0.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-08-Dijon-Bastia,ligue-1,home,Dijon,Bastia,08.04.2017,1,2,2016-2017,67%,33%,14.0,13.0,6.0,7.0,6.0,5.0,13.0,15.0,8.0,2.0,1.0,2.0,5.0,5.0,14.0,11.0,2.0,0.0,63%,37%,7.0,2.0,4.0,1.0,2.0,1.0,8.0,6.0,4.0,0.0,1.0,2.0,0.0,3.0,5.0,6.0,0.0,0.0,71%,29%,7.0,11.0,2.0,6.0,4.0,4.0,5.0,9.0,4.0,2.0,0.0,0.0,5.0,2.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-08-Lyon-Lorient,ligue-1,home,Lyon,Lorient,08.04.2017,1,4,2016-2017,70%,30%,14.0,13.0,5.0,6.0,7.0,5.0,12.0,15.0,5.0,4.0,2.0,2.0,2.0,4.0,13.0,9.0,3.0,1.0,66%,34%,8.0,5.0,3.0,2.0,4.0,2.0,6.0,8.0,5.0,1.0,0.0,2.0,1.0,2.0,8.0,4.0,2.0,1.0,74%,26%,6.0,8.0,2.0,4.0,3.0,3.0,6.0,7.0,0.0,3.0,2.0,0.0,1.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-04-08-Nancy-Rennes,ligue-1,home,Nancy,Rennes,08.04.2017,3,0,2016-2017,36%,64%,14.0,9.0,5.0,5.0,8.0,3.0,18.0,16.0,4.0,4.0,3.0,0.0,5.0,2.0,13.0,18.0,2.0,1.0,38%,62%,8.0,0.0,2.0,0.0,5.0,0.0,11.0,9.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,11.0,2.0,0.0,34%,66%,6.0,9.0,3.0,5.0,3.0,3.0,7.0,7.0,3.0,2.0,2.0,0.0,5.0,1.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
